initial: all - diverse_no_blind_all
[2022-04-09 16:34:12.282001]Total energy: 16946499.541523464
[2022-04-09 16:35:04.730859]Total energy: 16923959.89178939
[2022-04-09 16:35:57.728296]Total energy: 16920787.121095616
[2022-04-09 16:36:49.171896]Total energy: 16944263.499894597
[2022-04-09 16:37:41.213695]Total energy: 16946013.452763822
[2022-04-09 16:38:32.919501]Total energy: 16928530.09354174
[2022-04-09 16:39:23.814400]Total energy: 16888222.161271196
[2022-04-09 16:40:15.414918]Total energy: 16949755.751285702
[2022-04-09 16:41:21.021299]Total energy: 16902016.125182353
[2022-04-09 16:42:21.706416]Total energy: 16908112.013057217
[2022-04-09 16:43:22.238069]Total energy: 16900618.16008829
[2022-04-09 16:44:25.001326]Total energy: 16917752.79559029
[2022-04-09 16:45:29.035255]Total energy: 16887736.859133717
[2022-04-09 16:46:25.664385]Total energy: 16923557.92475416
[2022-04-09 16:47:16.835423]Total energy: 16898477.150466543
[2022-04-09 16:48:08.091927]Total energy: 16903231.568694886
[2022-04-09 16:49:00.828189]Total energy: 16908841.409610678
[2022-04-09 16:49:53.056740]Total energy: 16896711.319460478
[2022-04-09 16:51:05.338441]Total energy: 16859121.38186454
[2022-04-09 16:52:18.518728]Total energy: 16905494.975045413
[2022-04-09 16:53:16.877589]Total energy: 16870382.1471312
[2022-04-09 16:54:08.120143]Total energy: 16890252.023704905
[2022-04-09 16:55:00.784527]Total energy: 16917010.520040955
[2022-04-09 16:55:51.851759]Total energy: 16911706.626903486
[2022-04-09 16:56:43.231425]Total energy: 16856744.416924488
[2022-04-09 16:57:35.460426]Total energy: 16904438.112741955
[2022-04-09 16:58:26.193522]Total energy: 16880273.215945743
[2022-04-09 16:59:17.436606]Total energy: 16893992.009122398
[2022-04-09 17:00:10.021066]Total energy: 16911033.421317816
[2022-04-09 17:01:18.883351]Total energy: 16922875.574351728
[2022-04-09 17:02:27.224909]Total energy: 16911742.023326218
[2022-04-09 17:03:25.805261]Total energy: 16891178.77490013
[2022-04-09 17:04:17.573177]Total energy: 16890741.217207693
[2022-04-09 17:05:10.023257]Total energy: 16896997.75659506
[2022-04-09 17:06:02.054003]Total energy: 16884394.949209474
[2022-04-09 17:06:54.832831]Total energy: 16923199.781510897
[2022-04-09 17:07:45.847344]Total energy: 16910149.742539503
[2022-04-09 17:08:36.984629]Total energy: 16918128.28236712
[2022-04-09 17:09:27.768071]Total energy: 16901443.53923773
[2022-04-09 17:10:19.769135]Total energy: 16929357.314920917
[2022-04-09 17:11:31.473248]Total energy: 16905043.05913467
[2022-04-09 17:12:47.788222]Total energy: 16859617.376644492
[2022-04-09 17:13:48.843410]Total energy: 16924789.20833853
[2022-04-09 17:14:40.968846]Total energy: 16928382.507096205
[2022-04-09 17:15:33.560145]Total energy: 16885613.254864074
[2022-04-09 17:16:25.787886]Total energy: 16875224.45676345
[2022-04-09 17:17:18.678846]Total energy: 16924234.238191754
[2022-04-09 17:18:10.975700]Total energy: 16922542.04808485
[2022-04-09 17:19:03.372147]Total energy: 16890784.74022056
[2022-04-09 17:19:55.745689]Total energy: 16902419.229599945
[2022-04-09 17:20:56.402137]Total energy: 16875164.906886563
[2022-04-09 17:21:54.583433]Total energy: 16878880.461782288
[2022-04-09 17:23:01.988883]Total energy: 16903389.463272665
[2022-04-09 17:24:02.140314]Total energy: 16900957.359854847
[2022-04-09 17:24:55.958411]Total energy: 16862933.963048507
[2022-04-09 17:25:48.525987]Total energy: 16908676.482308455
[2022-04-09 17:26:40.512440]Total energy: 16891923.873471245
[2022-04-09 17:27:33.258006]Total energy: 16898615.22980145
[2022-04-09 17:28:26.848251]Total energy: 16841765.713541314
[2022-04-09 17:29:19.204747]Total energy: 16920519.199794125
[2022-04-09 17:30:11.905832]Total energy: 16974913.86473945
[2022-04-09 17:31:09.412388]Total energy: 16954446.077277284
[2022-04-09 17:32:07.106032]Total energy: 16941461.374209836
[2022-04-09 17:33:09.249371]Total energy: 16978825.365180004
[2022-04-09 17:34:09.509470]Total energy: 16950157.002712306
[2022-04-09 17:35:01.900389]Total energy: 16954187.40024369
[2022-04-09 17:35:55.773719]Total energy: 16990216.297034208
[2022-04-09 17:36:48.164003]Total energy: 16946543.8107983
[2022-04-09 17:37:41.163069]Total energy: 16954234.619018734
[2022-04-09 17:38:34.066691]Total energy: 16961741.895038165
[2022-04-09 17:39:26.168172]Total energy: 16942105.903066177
[2022-04-09 17:40:20.091970]Total energy: 16993899.561340258
[2022-04-09 17:41:22.467632]Total energy: 16972093.651445325
[2022-04-09 17:42:22.602099]Total energy: 16960506.357035767
[2022-04-09 17:43:15.098482]Total energy: 16959920.48928396
[2022-04-09 17:44:09.936984]Total energy: 16974650.60368927
[2022-04-09 17:45:02.529867]Total energy: 16945859.714615684
[2022-04-09 17:45:58.643321]Total energy: 16956265.57520036
[2022-04-09 17:46:57.179600]Total energy: 16992436.950951587
[2022-04-09 17:47:49.893130]Total energy: 16919037.34621078
[2022-04-09 17:48:42.467627]Total energy: 16935378.526908442
[2022-04-09 17:49:35.829511]Total energy: 16963036.681622837
[2022-04-09 17:51:04.672058]Total energy: 16940557.227934185
[2022-04-09 17:52:27.005170]Total energy: 16930595.657717176
[2022-04-09 17:53:32.606258]Total energy: 16928950.509454086
[2022-04-09 17:54:30.957588]Total energy: 16947512.919348218
[2022-04-09 17:55:22.112001]Total energy: 16928719.817415398
[2022-04-09 17:56:13.256881]Total energy: 16986111.093866646
[2022-04-09 17:57:05.132079]Total energy: 16962833.99518503
[2022-04-09 17:57:55.973977]Total energy: 16957523.530172896
[2022-04-09 17:58:48.548072]Total energy: 16974980.051928785
[2022-04-09 17:59:42.349220]Total energy: 16941382.525278088
[2022-04-09 18:00:53.712522]Total energy: 16966598.00090146
[2022-04-09 18:01:52.479403]Total energy: 16932978.97758534
[2022-04-09 18:02:47.950294]Total energy: 16924891.284297895
[2022-04-09 18:03:41.292983]Total energy: 16956275.544940755
[2022-04-09 18:04:34.212888]Total energy: 16974250.183926538
[2022-04-09 18:05:26.147098]Total energy: 16958509.722281974
[2022-04-09 18:06:19.804463]Total energy: 16948203.589390688
[2022-04-09 18:07:12.590234]Total energy: 16976001.462911032
[2022-04-09 18:08:05.129486]Total energy: 16948405.77089894
[2022-04-09 18:08:57.388641]Total energy: 16922993.701314192
[2022-04-09 18:09:50.817542]Total energy: 16952553.748914123
[2022-04-09 18:10:56.484160]Total energy: 16955620.952954683
[2022-04-09 18:11:48.926670]Total energy: 16928689.509627108
[2022-04-09 18:12:40.461996]Total energy: 16917494.42470649
[2022-04-09 18:13:32.117664]Total energy: 16946813.8979294
[2022-04-09 18:14:24.876907]Total energy: 16885976.939819783
[2022-04-09 18:15:17.346406]Total energy: 16890106.35227057
[2022-04-09 18:16:08.631913]Total energy: 16917704.490982275
[2022-04-09 18:17:00.834254]Total energy: 16944174.04746041
[2022-04-09 18:17:52.700978]Total energy: 16911416.649160337
[2022-04-09 18:18:45.007670]Total energy: 16916929.99056277
[2022-04-09 18:19:37.116664]Total energy: 16918839.58856612
[2022-04-09 18:20:52.026590]Total energy: 16912684.229031693
[2022-04-09 18:22:05.580273]Total energy: 16931238.200912107
[2022-04-09 18:23:08.569305]Total energy: 16892508.252821416
[2022-04-09 18:24:10.502961]Total energy: 16901992.148811422
[2022-04-09 18:25:02.507902]Total energy: 16902135.923491463
[2022-04-09 18:25:54.236818]Total energy: 16971105.447362337
[2022-04-09 18:26:48.189527]Total energy: 16932090.82632835
[2022-04-09 18:27:40.364981]Total energy: 16925953.663185623
[2022-04-09 18:28:32.550728]Total energy: 16941397.13959979
[2022-04-09 18:29:35.589678]Total energy: 16924731.23502984
[2022-04-09 18:31:04.210983]Total energy: 16890676.31868219
[2022-04-09 18:32:27.527160]Total energy: 16904287.87134337
[2022-04-09 18:33:29.463778]Total energy: 16921628.493828714
[2022-04-09 18:34:25.185827]Total energy: 16931954.630420793
[2022-04-09 18:35:18.087660]Total energy: 16893268.774189252
[2022-04-09 18:36:09.967436]Total energy: 16870944.910696894
[2022-04-09 18:37:01.019537]Total energy: 16937405.8948516
[2022-04-09 18:37:52.409521]Total energy: 16934875.54495602
[2022-04-09 18:38:43.000296]Total energy: 16906644.654856805
[2022-04-09 18:39:34.537768]Total energy: 16934526.84509418
[2022-04-09 18:41:05.770001]Total energy: 16942458.9331103
[2022-04-09 18:42:06.334057]Total energy: 16930982.05559772
[2022-04-09 18:42:58.327299]Total energy: 16928318.420026533
[2022-04-09 18:43:51.409526]Total energy: 16929956.282853115
[2022-04-09 18:44:42.441186]Total energy: 16949659.16027116
[2022-04-09 18:45:34.543437]Total energy: 16898517.91049318
[2022-04-09 18:46:27.895829]Total energy: 16933081.84389763
[2022-04-09 18:47:19.667052]Total energy: 16940013.545566592
[2022-04-09 18:48:13.559739]Total energy: 16917684.24349697
[2022-04-09 18:49:05.614044]Total energy: 16921276.7183005
[2022-04-09 18:49:58.161769]Total energy: 16931067.004424855
[2022-04-09 18:51:14.858008]Total energy: 16942988.954356853
[2022-04-09 18:52:35.427218]Total energy: 16898014.02386034
[2022-04-09 18:53:36.385473]Total energy: 16918738.127321437
[2022-04-09 18:54:28.896215]Total energy: 16888642.204308465
[2022-04-09 18:55:20.801584]Total energy: 16898582.86344613
[2022-04-09 18:56:13.563840]Total energy: 16892972.09340016
[2022-04-09 18:57:05.950152]Total energy: 16932987.22873136
[2022-04-09 18:57:56.881795]Total energy: 16920895.63800004
[2022-04-09 18:58:45.014179]Total energy: 16911017.23704863
[2022-04-09 18:59:34.044229]Total energy: 16933575.054745626
[2022-04-09 19:01:05.498525]Total energy: 16919980.823901985
[2022-04-09 19:02:23.179850]Total energy: 16932910.773864135
[2022-04-09 19:03:29.294665]Total energy: 16985174.722509906
[2022-04-09 19:04:37.662369]Total energy: 16947335.144670907
[2022-04-09 19:05:37.704089]Total energy: 16883267.408496212
[2022-04-09 19:06:29.902025]Total energy: 16952372.568992425
[2022-04-09 19:07:19.721299]Total energy: 16911402.84108779
[2022-04-09 19:08:09.518413]Total energy: 16950715.79244642
[2022-04-09 19:08:58.865391]Total energy: 16900190.961136747
[2022-04-09 19:09:49.330040]Total energy: 16908653.816515323
[2022-04-09 19:11:17.431826]Total energy: 16945379.616445344
[2022-04-09 19:12:22.145316]Total energy: 16932920.21561296
[2022-04-09 19:13:23.552178]Total energy: 16937293.51227692
[2022-04-09 19:14:21.480333]Total energy: 16916538.17466882
[2022-04-09 19:15:16.816778]Total energy: 16891070.84524474
[2022-04-09 19:16:06.064763]Total energy: 16937270.42942297
[2022-04-09 19:17:39.472383]Total energy: 16915591.276323777
[2022-04-09 19:19:43.390103]Total energy: 16896426.09219439
[2022-04-09 19:21:07.595455]Total energy: 16923740.529592033
[2022-04-09 19:22:19.252246]Total energy: 16929507.92700075
[2022-04-09 19:23:16.056330]Total energy: 16965698.964119542
[2022-04-09 19:24:04.826875]Total energy: 16949871.506988615
[2022-04-09 19:24:53.086906]Total energy: 16920211.923916187
[2022-04-09 19:25:42.649713]Total energy: 16945369.614352386
[2022-04-09 19:26:31.731846]Total energy: 16934461.244115595
[2022-04-09 19:27:20.821975]Total energy: 16865966.54450363
[2022-04-09 19:28:11.639032]Total energy: 16926889.245227758
[2022-04-09 19:29:01.823980]Total energy: 16899022.906270534
[2022-04-09 19:29:51.914994]Total energy: 16930073.412620485
[2022-04-09 19:31:14.883967]Total energy: 16912963.433584984
[2022-04-09 19:32:26.519712]Total energy: 16899137.83229773
[2022-04-09 19:33:25.056072]Total energy: 16949264.164354645
[2022-04-09 19:34:27.829335]Total energy: 16896834.081163473
[2022-04-09 19:35:26.930152]Total energy: 16920595.34081944
[2022-04-09 19:36:25.308878]Total energy: 16901227.324803103
[2022-04-09 19:37:14.617920]Total energy: 16887498.834300663
[2022-04-09 19:38:04.818321]Total energy: 16937395.875321507
[2022-04-09 19:38:54.591665]Total energy: 16916337.815156415
[2022-04-09 19:39:43.498475]Total energy: 16917958.18951614
[2022-04-09 19:40:46.744076]Total energy: 16901004.601132974
[2022-04-09 19:41:49.166595]Total energy: 16968841.59764354
[2022-04-09 19:42:41.364576]Total energy: 16931934.090153564
[2022-04-09 19:43:31.606520]Total energy: 16929846.65565888
[2022-04-09 19:44:20.628450]Total energy: 16934762.15177196
[2022-04-09 19:45:12.250164]Total energy: 16922291.835187443
[2022-04-09 19:46:01.466720]Total energy: 16939281.784926824
[2022-04-09 19:46:52.448864]Total energy: 16876062.740094196
[2022-04-09 19:47:41.932942]Total energy: 16952370.06906929
[2022-04-09 19:48:30.930689]Total energy: 16916749.79437948
[2022-04-09 19:49:20.983165]Total energy: 16937171.897833295
[2022-04-09 19:50:09.638469]Total energy: 16876306.115189645
[2022-04-09 19:51:24.572138]Total energy: 16925565.479039684
[2022-04-09 19:52:42.400915]Total energy: 16893005.818803325
[2022-04-09 19:53:37.711708]Total energy: 16928883.39464015
[2022-04-09 19:54:42.952994]Total energy: 16900698.791917015
[2022-04-09 19:55:34.438698]Total energy: 16898122.878513284
[2022-04-09 19:56:24.094443]Total energy: 16932990.2830584
[2022-04-09 19:57:14.855091]Total energy: 16873226.734842192
[2022-04-09 19:58:04.988308]Total energy: 16910754.19223863
[2022-04-09 19:58:54.518819]Total energy: 16940435.86478316
[2022-04-09 19:59:46.013012]Total energy: 16877643.789004683
[2022-04-09 20:00:45.598874]Total energy: 16874749.956839915
[2022-04-09 20:01:49.296959]Total energy: 16900977.428266272
[2022-04-09 20:02:39.810622]Total energy: 16911263.04480614
[2022-04-09 20:03:29.126229]Total energy: 16902249.110959537
[2022-04-09 20:04:17.729644]Total energy: 16910868.705201153
[2022-04-09 20:05:07.203907]Total energy: 16924206.464334324
[2022-04-09 20:05:56.090735]Total energy: 16905264.79458118
[2022-04-09 20:06:44.534773]Total energy: 16873840.209094547
[2022-04-09 20:07:34.110691]Total energy: 16937312.937232897
[2022-04-09 20:08:24.063435]Total energy: 16881598.839978993
[2022-04-09 20:09:12.357098]Total energy: 16898097.325958334
[2022-04-09 20:10:00.998703]Total energy: 16894735.613022428
[2022-04-09 20:11:13.409986]Total energy: 16911580.010229014
[2022-04-09 20:12:28.757479]Total energy: 16924487.2726361
[2022-04-09 20:13:33.543875]Total energy: 16900438.854536053
[2022-04-09 20:14:34.430873]Total energy: 16919920.565642186
[2022-04-09 20:15:39.271097]Total energy: 16908302.052803688
[2022-04-09 20:16:36.620946]Total energy: 16858865.41088699
[2022-04-09 20:17:25.580773]Total energy: 16906514.950594094
[2022-04-09 20:18:15.377851]Total energy: 16866436.91675721
[2022-04-09 20:19:04.556764]Total energy: 16900181.67966532
[2022-04-09 20:19:52.019959]Total energy: 16885270.882293306
[2022-04-09 20:21:02.116229]Total energy: 16889972.121562384
[2022-04-09 20:22:02.796706]Total energy: 16941935.676837374
[2022-04-09 20:23:12.789121]Total energy: 16885936.92720273
[2022-04-09 20:24:05.835130]Total energy: 16915040.987447627
[2022-04-09 20:24:54.106585]Total energy: 16935044.359836105
[2022-04-09 20:25:42.922232]Total energy: 16910740.22357159
[2022-04-09 20:26:31.950809]Total energy: 16880500.494111024
[2022-04-09 20:27:20.155265]Total energy: 16871535.578886826
[2022-04-09 20:28:09.375371]Total energy: 16906811.70960968
[2022-04-09 20:28:57.308760]Total energy: 16877786.897808876
[2022-04-09 20:29:45.369969]Total energy: 16969073.351605
[2022-04-09 20:30:56.794123]Total energy: 16926183.73469634
[2022-04-09 20:31:50.200422]Total energy: 16910139.181607302
[2022-04-09 20:32:42.504595]Total energy: 16853788.170327883
[2022-04-09 20:33:32.522946]Total energy: 16896858.5383325
[2022-04-09 20:34:24.123719]Total energy: 16881615.08216454
[2022-04-09 20:35:12.660081]Total energy: 16926029.707086746
