initial: 113 - optimal_only_seed
[2022-04-07 23:26:36.739917]Total energy: 71419516.8606579
[2022-04-07 23:27:53.588485]Total energy: 71448822.05254062
[2022-04-07 23:29:10.585686]Total energy: 71514238.87578323
[2022-04-07 23:30:54.387551]Total energy: 71469231.65455146
[2022-04-07 23:32:31.387882]Total energy: 71402421.28968596
[2022-04-07 23:33:48.484806]Total energy: 71418514.8197343
[2022-04-07 23:35:04.703276]Total energy: 71469951.51151839
[2022-04-07 23:36:23.022806]Total energy: 71493701.15105096
[2022-04-07 23:37:38.175616]Total energy: 71412556.03025144
[2022-04-07 23:38:53.909150]Total energy: 71444843.35964079
[2022-04-07 23:40:12.011368]Total energy: 71493853.7026783
[2022-04-07 23:41:30.377483]Total energy: 71368745.1029908
[2022-04-07 23:42:49.948612]Total energy: 71357077.15002696
[2022-04-07 23:44:06.223856]Total energy: 71469730.63198003
[2022-04-07 23:45:22.094220]Total energy: 71442101.74873093
[2022-04-07 23:46:40.158655]Total energy: 71446772.07062401
[2022-04-07 23:47:57.090959]Total energy: 71498290.8607721
[2022-04-07 23:49:17.446842]Total energy: 71471722.43656494
[2022-04-07 23:50:59.978323]Total energy: 71505735.06532891
[2022-04-07 23:52:50.156718]Total energy: 71559677.87808552
[2022-04-07 23:54:15.119612]Total energy: 71537704.21601644
[2022-04-07 23:55:33.265448]Total energy: 71500609.80122292
[2022-04-07 23:56:50.167089]Total energy: 71357627.23552805
[2022-04-07 23:58:05.592944]Total energy: 71365042.60480669
[2022-04-07 23:59:23.037666]Total energy: 71472816.27415709
[2022-04-08 00:00:39.830139]Total energy: 71460475.43875575
[2022-04-08 00:01:57.756171]Total energy: 71454289.35596576
[2022-04-08 00:03:14.282177]Total energy: 71471399.73724028
[2022-04-08 00:04:29.744625]Total energy: 71455248.42700788
[2022-04-08 00:05:58.360597]Total energy: 71454408.35744406
[2022-04-08 00:07:14.572887]Total energy: 71442983.46458733
[2022-04-08 00:08:30.499415]Total energy: 71461858.84125875
[2022-04-08 00:09:45.513781]Total energy: 71448015.63978261
[2022-04-08 00:11:09.000254]Total energy: 71468891.12776478
[2022-04-08 00:12:23.351614]Total energy: 71396469.87914696
[2022-04-08 00:13:39.961913]Total energy: 71481881.66381289
[2022-04-08 00:14:57.682664]Total energy: 71430113.79911868
[2022-04-08 00:16:14.083597]Total energy: 71436311.85967632
[2022-04-08 00:17:30.482777]Total energy: 71356752.11841124
[2022-04-08 00:18:47.155043]Total energy: 71473004.19444884
[2022-04-08 00:20:03.306717]Total energy: 71506534.614548
[2022-04-08 00:21:33.925993]Total energy: 71435781.67212306
[2022-04-08 00:22:53.921846]Total energy: 71381740.29759663
[2022-04-08 00:24:11.263242]Total energy: 71461696.3533152
[2022-04-08 00:25:30.251263]Total energy: 71501557.74000123
[2022-04-08 00:26:47.223889]Total energy: 71402498.413433
[2022-04-08 00:28:03.376753]Total energy: 71446299.70093441
[2022-04-08 00:29:19.299030]Total energy: 71445393.85649832
[2022-04-08 00:31:00.615098]Total energy: 71403564.37058476
[2022-04-08 00:32:43.818087]Total energy: 71485935.0805845
[2022-04-08 00:34:06.050610]Total energy: 71514490.41078702
[2022-04-08 00:35:25.145545]Total energy: 71450085.19239737
[2022-04-08 00:36:42.796708]Total energy: 71447134.20124246
[2022-04-08 00:37:58.706806]Total energy: 71508995.12977538
[2022-04-08 00:39:14.780528]Total energy: 71412512.66545527
[2022-04-08 00:40:44.178323]Total energy: 71497559.44754829
[2022-04-08 00:42:11.948101]Total energy: 71515665.15598318
[2022-04-08 00:43:28.063939]Total energy: 71405696.32644829
[2022-04-08 00:44:44.868298]Total energy: 71428137.19787498
[2022-04-08 00:46:02.300634]Total energy: 71437986.74536653
[2022-04-08 00:47:20.804774]Total energy: 71396604.74032103
[2022-04-08 00:48:38.482442]Total energy: 71458865.27868383
[2022-04-08 00:49:55.232448]Total energy: 71509436.23922764
[2022-04-08 00:51:16.293265]Total energy: 71475229.70514955
[2022-04-08 00:52:36.882355]Total energy: 71423112.67163265
[2022-04-08 00:53:55.175648]Total energy: 71555320.97250926
[2022-04-08 00:55:10.276244]Total energy: 71493975.29278047
[2022-04-08 00:56:25.028123]Total energy: 71494068.99558902
[2022-04-08 00:57:41.396502]Total energy: 71488546.75335725
[2022-04-08 00:58:59.011691]Total energy: 71471756.51345691
[2022-04-08 01:00:14.930481]Total energy: 71537054.63832958
[2022-04-08 01:01:41.738616]Total energy: 71523987.75384457
[2022-04-08 01:02:58.571755]Total energy: 71489604.04286717
[2022-04-08 01:04:13.760155]Total energy: 71476813.12212339
[2022-04-08 01:05:30.466842]Total energy: 71553785.45339757
[2022-04-08 01:06:45.756435]Total energy: 71543166.71895328
[2022-04-08 01:08:01.326584]Total energy: 71383872.58135945
[2022-04-08 01:09:17.890864]Total energy: 71498754.5489084
[2022-04-08 01:10:48.447082]Total energy: 71531847.2410601
[2022-04-08 01:12:13.537217]Total energy: 71477845.91596329
[2022-04-08 01:13:32.117899]Total energy: 71350935.20620742
[2022-04-08 01:14:50.655161]Total energy: 71458572.2118862
[2022-04-08 01:16:08.956229]Total energy: 71511235.51694942
[2022-04-08 01:17:28.312487]Total energy: 71411453.05813606
[2022-04-08 01:18:44.782327]Total energy: 71465862.59397353
[2022-04-08 01:20:01.161469]Total energy: 71482339.89685202
[2022-04-08 01:21:27.979291]Total energy: 71446651.11517689
[2022-04-08 01:22:55.496774]Total energy: 71531981.09649143
[2022-04-08 01:24:14.242594]Total energy: 71446463.8575871
[2022-04-08 01:25:33.938721]Total energy: 71507282.12176032
[2022-04-08 01:26:54.632529]Total energy: 71469334.48736793
[2022-04-08 01:28:13.215940]Total energy: 71467605.03092164
[2022-04-08 01:29:31.735099]Total energy: 71440893.83022109
[2022-04-08 01:30:57.299752]Total energy: 71486469.33660792
[2022-04-08 01:32:30.198941]Total energy: 71444830.65597953
[2022-04-08 01:33:46.768264]Total energy: 71537137.62501246
[2022-04-08 01:35:02.564105]Total energy: 71432059.10964128
[2022-04-08 01:36:34.476476]Total energy: 71505094.51372267
[2022-04-08 01:37:51.364936]Total energy: 71513556.84742737
[2022-04-08 01:39:08.510446]Total energy: 71443214.71103041
[2022-04-08 01:40:32.316484]Total energy: 71434119.43343554
[2022-04-08 01:42:10.042545]Total energy: 71438672.05145521
[2022-04-08 01:43:30.786407]Total energy: 71485643.8758532
[2022-04-08 01:44:48.154348]Total energy: 71534780.7140653
[2022-04-08 01:46:09.382127]Total energy: 71497165.53224954
[2022-04-08 01:47:27.482840]Total energy: 71483993.2213124
[2022-04-08 01:48:46.288929]Total energy: 71513936.72824529
[2022-04-08 01:50:04.902494]Total energy: 71445907.17802414
[2022-04-08 01:51:27.639405]Total energy: 71394688.04349843
[2022-04-08 01:53:01.897603]Total energy: 71482768.42374657
[2022-04-08 01:54:19.193452]Total energy: 71538504.57981107
[2022-04-08 01:55:38.465720]Total energy: 71508318.3463958
[2022-04-08 01:56:55.175449]Total energy: 71429841.46675482
[2022-04-08 01:58:11.958884]Total energy: 71410592.51998356
[2022-04-08 01:59:30.879444]Total energy: 71477052.95125462
[2022-04-08 02:01:00.009126]Total energy: 71466369.09132959
[2022-04-08 02:02:24.629548]Total energy: 71419198.4695274
[2022-04-08 02:03:41.090057]Total energy: 71497045.02955103
[2022-04-08 02:05:00.022221]Total energy: 71540975.91415723
[2022-04-08 02:06:18.635691]Total energy: 71478638.10047437
[2022-04-08 02:07:36.701703]Total energy: 71444974.4270192
[2022-04-08 02:08:57.897740]Total energy: 71388818.05398557
[2022-04-08 02:10:17.173994]Total energy: 71488161.16135223
[2022-04-08 02:11:42.952999]Total energy: 71501396.32222441
[2022-04-08 02:13:10.447667]Total energy: 71508911.79463978
[2022-04-08 02:14:29.549843]Total energy: 71538773.11241376
[2022-04-08 02:15:47.266826]Total energy: 71494676.90224221
[2022-04-08 02:17:04.338958]Total energy: 71428885.54874723
[2022-04-08 02:18:21.346422]Total energy: 71465724.34860182
[2022-04-08 02:19:36.919015]Total energy: 71485432.48370126
[2022-04-08 02:21:16.105713]Total energy: 71517694.91708018
[2022-04-08 02:22:54.606030]Total energy: 71497093.45063297
[2022-04-08 02:24:17.611111]Total energy: 71493712.19660564
[2022-04-08 02:25:49.386761]Total energy: 71497397.2889716
[2022-04-08 02:27:12.177246]Total energy: 71483444.6610154
[2022-04-08 02:28:29.516350]Total energy: 71477803.29322362
[2022-04-08 02:29:46.487162]Total energy: 71443557.80835147
[2022-04-08 02:31:15.186246]Total energy: 71527375.7914187
[2022-04-08 02:32:40.135176]Total energy: 71457321.81698075
[2022-04-08 02:33:58.955998]Total energy: 71472491.98870158
[2022-04-08 02:35:18.811717]Total energy: 71507605.57934569
[2022-04-08 02:36:37.663949]Total energy: 71485940.04431781
[2022-04-08 02:37:57.692578]Total energy: 71573500.94017375
[2022-04-08 02:39:17.566124]Total energy: 71424840.67501815
[2022-04-08 02:41:15.484950]Total energy: 71434092.77634466
[2022-04-08 02:43:05.136204]Total energy: 71362437.0309814
[2022-04-08 02:44:34.170578]Total energy: 71509094.05828062
[2022-04-08 02:45:53.237412]Total energy: 71480275.00359726
[2022-04-08 02:47:12.765584]Total energy: 71543790.90975508
[2022-04-08 02:48:32.514365]Total energy: 71520674.38408403
[2022-04-08 02:49:52.571112]Total energy: 71559459.91504903
[2022-04-08 02:51:22.996518]Total energy: 71529604.69158138
[2022-04-08 02:53:00.975254]Total energy: 71526719.90416588
[2022-04-08 02:54:27.841639]Total energy: 71523656.96688056
[2022-04-08 02:55:46.333623]Total energy: 71472658.8221264
[2022-04-08 02:57:04.719802]Total energy: 71518530.83152452
[2022-04-08 02:58:25.279806]Total energy: 71493741.29098426
[2022-04-08 02:59:42.005430]Total energy: 71549314.45222141
[2022-04-08 03:01:22.001606]Total energy: 71542763.41710481
[2022-04-08 03:02:45.726256]Total energy: 71476711.84623332
[2022-04-08 03:04:07.260021]Total energy: 71656050.02976552
[2022-04-08 03:05:26.499137]Total energy: 71589998.48055652
[2022-04-08 03:06:46.721876]Total energy: 71525271.76701096
[2022-04-08 03:08:06.356013]Total energy: 71596952.20701553
[2022-04-08 03:09:26.466253]Total energy: 71516957.95593885
[2022-04-08 03:10:54.543902]Total energy: 71520251.95120457
[2022-04-08 03:12:20.414864]Total energy: 71463735.1710995
[2022-04-08 03:13:37.360485]Total energy: 71557112.06603871
[2022-04-08 03:15:00.031807]Total energy: 71529400.9644083
[2022-04-08 03:16:18.561620]Total energy: 71526282.36089996
[2022-04-08 03:17:36.375317]Total energy: 71649537.33472385
[2022-04-08 03:18:55.487402]Total energy: 71512863.52562581
[2022-04-08 03:20:15.488023]Total energy: 71519491.69182035
[2022-04-08 03:21:49.544989]Total energy: 71538804.91223311
[2022-04-08 03:23:22.854873]Total energy: 71571660.64822075
[2022-04-08 03:25:00.836488]Total energy: 71549546.52148688
[2022-04-08 03:26:30.475127]Total energy: 71587004.69762446
[2022-04-08 03:27:55.886147]Total energy: 71451973.4880942
[2022-04-08 03:29:18.158441]Total energy: 71521389.30982012
[2022-04-08 03:31:01.176365]Total energy: 71540718.23922828
[2022-04-08 03:32:44.663026]Total energy: 71492579.98314585
[2022-04-08 03:34:08.258853]Total energy: 71483613.7583898
[2022-04-08 03:35:32.884578]Total energy: 71522462.60228786
[2022-04-08 03:36:54.163372]Total energy: 71512208.56723325
[2022-04-08 03:38:14.818749]Total energy: 71454596.49369602
[2022-04-08 03:39:36.075820]Total energy: 71477896.91388729
[2022-04-08 03:41:03.730035]Total energy: 71464633.21088594
[2022-04-08 03:42:25.952392]Total energy: 71505025.49421956
[2022-04-08 03:43:47.158824]Total energy: 71573683.73338434
[2022-04-08 03:45:10.896797]Total energy: 71604381.77644025
[2022-04-08 03:46:33.991827]Total energy: 71437910.16381022
[2022-04-08 03:47:52.698893]Total energy: 71515257.46107051
[2022-04-08 03:49:10.046459]Total energy: 71544431.02759543
[2022-04-08 03:50:53.549862]Total energy: 71559459.16481085
[2022-04-08 03:52:15.748821]Total energy: 71517117.17032242
[2022-04-08 03:53:32.789235]Total energy: 71518912.68465392
[2022-04-08 03:54:53.782816]Total energy: 71440347.36842988
[2022-04-08 03:56:19.417345]Total energy: 71556730.53339039
[2022-04-08 03:57:37.113043]Total energy: 71580868.26181671
[2022-04-08 03:58:55.414346]Total energy: 71465207.33464459
[2022-04-08 04:00:16.628990]Total energy: 71563020.69541433
[2022-04-08 04:01:43.147681]Total energy: 71462117.94821489
[2022-04-08 04:03:10.416535]Total energy: 71529469.85297754
[2022-04-08 04:04:26.740054]Total energy: 71532830.22889107
[2022-04-08 04:05:44.922977]Total energy: 71548380.78507243
[2022-04-08 04:07:01.318824]Total energy: 71505822.58589412
[2022-04-08 04:08:18.791325]Total energy: 71575026.75033024
[2022-04-08 04:09:38.719624]Total energy: 71587897.60118183
[2022-04-08 04:11:07.248419]Total energy: 71508227.8937395
[2022-04-08 04:12:27.111449]Total energy: 71505915.7182428
[2022-04-08 04:13:44.071381]Total energy: 71508383.13054067
[2022-04-08 04:15:01.649925]Total energy: 71526130.56235318
[2022-04-08 04:16:21.198295]Total energy: 71551304.44012406
[2022-04-08 04:17:37.869435]Total energy: 71541786.89510633
[2022-04-08 04:18:57.166933]Total energy: 71557270.98059902
[2022-04-08 04:20:13.497358]Total energy: 71514599.03507937
[2022-04-08 04:21:38.139832]Total energy: 71524801.23158218
[2022-04-08 04:23:01.381903]Total energy: 71513795.87099989
[2022-04-08 04:24:17.054168]Total energy: 71508730.81432633
[2022-04-08 04:25:40.261061]Total energy: 71565212.09972218
[2022-04-08 04:26:58.592251]Total energy: 71538356.86236577
[2022-04-08 04:28:16.204910]Total energy: 71519497.26008606
[2022-04-08 04:29:34.864253]Total energy: 71566344.49153355
[2022-04-08 04:31:02.100739]Total energy: 71618567.57083318
[2022-04-08 04:32:32.078415]Total energy: 71506455.79301341
[2022-04-08 04:33:50.606525]Total energy: 71532442.90714908
[2022-04-08 04:35:09.358889]Total energy: 71547761.3160411
[2022-04-08 04:36:26.958878]Total energy: 71510970.97408767
[2022-04-08 04:37:43.885456]Total energy: 71488153.06737109
[2022-04-08 04:39:01.981923]Total energy: 71526166.35369311
[2022-04-08 04:40:19.148982]Total energy: 71537448.56229804
[2022-04-08 04:41:59.799390]Total energy: 71486762.71242447
[2022-04-08 04:43:36.043963]Total energy: 71585111.36933221
[2022-04-08 04:45:09.070576]Total energy: 71519093.54040542
[2022-04-08 04:46:23.687926]Total energy: 71500779.3871977
[2022-04-08 04:47:37.249076]Total energy: 71529923.10470256
[2022-04-08 04:48:53.794043]Total energy: 71501166.55413416
[2022-04-08 04:50:08.540247]Total energy: 71539101.18935925
[2022-04-08 04:51:48.591239]Total energy: 71522433.0665459
[2022-04-08 04:53:31.337901]Total energy: 71523537.79590413
[2022-04-08 04:54:55.037952]Total energy: 71580478.04636556
[2022-04-08 04:56:12.248353]Total energy: 71504596.22450016
[2022-04-08 04:57:25.662736]Total energy: 71461232.56389743
[2022-04-08 04:58:40.191295]Total energy: 71503791.36895259
[2022-04-08 04:59:54.317849]Total energy: 71554926.65792456
[2022-04-08 05:01:15.875168]Total energy: 71497908.30962177
[2022-04-08 05:02:31.575274]Total energy: 71593468.43353535
[2022-04-08 05:03:46.971628]Total energy: 71568615.66417441
[2022-04-08 05:05:01.664217]Total energy: 71596170.28436302
[2022-04-08 05:06:20.049647]Total energy: 71613006.6068658
[2022-04-08 05:07:34.981943]Total energy: 71521171.69172159
[2022-04-08 05:08:49.464410]Total energy: 71477251.52661873
[2022-04-08 05:10:04.228762]Total energy: 71535022.55643144
[2022-04-08 05:11:28.682597]Total energy: 71583349.53545636
[2022-04-08 05:12:54.901058]Total energy: 71578452.28846598
[2022-04-08 05:14:11.139050]Total energy: 71582401.94440007
[2022-04-08 05:15:26.026886]Total energy: 71540768.03153366
[2022-04-08 05:16:40.062328]Total energy: 71530294.98793235
[2022-04-08 05:17:55.299639]Total energy: 71570268.81208833
[2022-04-08 05:19:11.200559]Total energy: 71612616.86268266
[2022-04-08 05:20:38.661732]Total energy: 71500131.54030743
[2022-04-08 05:21:56.737409]Total energy: 71554095.69780953
[2022-04-08 05:23:10.990036]Total energy: 71577107.70693806
[2022-04-08 05:24:25.742501]Total energy: 71606541.1096485
[2022-04-08 05:25:39.928006]Total energy: 71560608.72787781
[2022-04-08 05:26:54.575154]Total energy: 71600019.65897572
[2022-04-08 05:28:10.526572]Total energy: 71534462.17180666
[2022-04-08 05:29:25.040704]Total energy: 71542714.21052666
[2022-04-08 05:30:48.611238]Total energy: 71535879.7427747
[2022-04-08 05:32:09.553602]Total energy: 71606925.88183711
[2022-04-08 05:33:23.846046]Total energy: 71582093.09102216
[2022-04-08 05:34:38.076396]Total energy: 71603330.60567838
[2022-04-08 05:36:01.503450]Total energy: 71556075.49843769
[2022-04-08 05:37:18.276737]Total energy: 71601158.34797785
[2022-04-08 05:38:32.957683]Total energy: 71560781.20222071
[2022-04-08 05:39:47.580924]Total energy: 71545818.9282934
[2022-04-08 05:41:27.469292]Total energy: 71548236.44568063
[2022-04-08 05:43:01.538630]Total energy: 71551716.4640919
[2022-04-08 05:44:28.593118]Total energy: 71611486.23660445
[2022-04-08 05:45:46.216740]Total energy: 71479561.89062351
[2022-04-08 05:47:02.823569]Total energy: 71611969.324948
[2022-04-08 05:48:19.267047]Total energy: 71533406.54634245
[2022-04-08 05:49:34.836945]Total energy: 71659347.92064905
[2022-04-08 05:50:56.631174]Total energy: 71545823.30453515
[2022-04-08 05:52:28.410476]Total energy: 71540338.04152624
[2022-04-08 05:53:54.567978]Total energy: 71608507.23876543
[2022-04-08 05:55:11.821514]Total energy: 71569728.94738525
[2022-04-08 05:56:26.429020]Total energy: 71537927.0235529
[2022-04-08 05:57:41.102686]Total energy: 71622720.65296271
[2022-04-08 05:58:55.393446]Total energy: 71568945.47894403
[2022-04-08 06:00:09.698706]Total energy: 71608970.29395048
[2022-04-08 06:01:24.756880]Total energy: 71558202.55777359
[2022-04-08 06:02:40.696124]Total energy: 71591541.14303787
[2022-04-08 06:03:57.055625]Total energy: 71542552.41619079
[2022-04-08 06:05:13.245433]Total energy: 71593802.55612232
[2022-04-08 06:06:29.877674]Total energy: 71531980.76373823
[2022-04-08 06:07:44.699693]Total energy: 71556873.04182586
[2022-04-08 06:09:00.677713]Total energy: 71532544.19703762
[2022-04-08 06:10:16.080551]Total energy: 71532949.72415222
[2022-04-08 06:11:38.902479]Total energy: 71547417.5260254
[2022-04-08 06:12:55.559426]Total energy: 71611468.192897
[2022-04-08 06:14:11.159111]Total energy: 71550952.09425868
[2022-04-08 06:15:50.855199]Total energy: 71531993.64867136
[2022-04-08 06:17:06.948509]Total energy: 71609903.92829709
[2022-04-08 06:18:23.025136]Total energy: 71608566.0430785
[2022-04-08 06:19:44.583897]Total energy: 71553234.72651269
[2022-04-08 06:21:12.040511]Total energy: 71567812.6113379
[2022-04-08 06:22:35.796976]Total energy: 71556958.47620058
[2022-04-08 06:24:41.074882]Total energy: 71540193.06873068
[2022-04-08 06:25:58.788637]Total energy: 71566013.08596225
[2022-04-08 06:27:13.748587]Total energy: 71563609.9392414
[2022-04-08 06:28:29.325617]Total energy: 71617130.62735651
[2022-04-08 06:29:46.834946]Total energy: 71540238.09625928
[2022-04-08 06:31:04.130884]Total energy: 71549501.37269926
[2022-04-08 06:32:20.044248]Total energy: 71522890.83175078
[2022-04-08 06:33:35.934650]Total energy: 71559399.13846308
[2022-04-08 06:34:51.682035]Total energy: 71626033.45578615
[2022-04-08 06:36:10.922108]Total energy: 71505339.83305858
[2022-04-08 06:37:26.802525]Total energy: 71540507.31683144
[2022-04-08 06:38:44.819101]Total energy: 71585468.40151
[2022-04-08 06:40:00.235566]Total energy: 71549349.15940106
[2022-04-08 06:41:16.758251]Total energy: 71581192.45590065
[2022-04-08 06:42:33.747988]Total energy: 71568006.23905638
[2022-04-08 06:43:51.419028]Total energy: 71538273.0058091
[2022-04-08 06:45:08.301311]Total energy: 71515994.99913213
[2022-04-08 06:46:23.650720]Total energy: 71565305.63810982
[2022-04-08 06:47:38.180225]Total energy: 71539239.91188988
[2022-04-08 06:48:55.114108]Total energy: 71548710.47985193
[2022-04-08 06:50:10.908443]Total energy: 71559065.35184969
[2022-04-08 06:51:34.099644]Total energy: 71573180.49339835
[2022-04-08 06:53:00.074333]Total energy: 71552072.98065314
[2022-04-08 06:54:29.916033]Total energy: 71585727.14556178
[2022-04-08 06:55:54.150977]Total energy: 71546856.48774683
[2022-04-08 06:57:18.020491]Total energy: 71541970.85840465
[2022-04-08 06:58:36.084287]Total energy: 71594465.96218541
[2022-04-08 06:59:51.824594]Total energy: 71640622.31049499
[2022-04-08 07:01:27.139026]Total energy: 71547912.71290985
[2022-04-08 07:03:00.243607]Total energy: 71659591.1306096
[2022-04-08 07:04:18.988786]Total energy: 71583459.32965711
[2022-04-08 07:05:44.477775]Total energy: 71652207.36102888
[2022-04-08 07:07:02.043937]Total energy: 71515968.34056045
[2022-04-08 07:08:17.753533]Total energy: 71513144.30151318
[2022-04-08 07:09:33.568801]Total energy: 71579679.90642929
[2022-04-08 07:11:05.705886]Total energy: 71565885.40959103
[2022-04-08 07:12:22.214979]Total energy: 71536435.0422403
[2022-04-08 07:13:38.316222]Total energy: 71644738.01848736
[2022-04-08 07:14:55.194729]Total energy: 71584985.87663995
[2022-04-08 07:16:12.753632]Total energy: 71587182.47908212
[2022-04-08 07:17:29.179298]Total energy: 71489808.83501163
[2022-04-08 07:18:45.885270]Total energy: 71602714.68747565
[2022-04-08 07:20:01.697451]Total energy: 71623103.07711673
[2022-04-08 07:21:30.325568]Total energy: 71636807.2464934
[2022-04-08 07:22:50.922267]Total energy: 71625060.17043559
[2022-04-08 07:24:06.465851]Total energy: 71580005.05705097
[2022-04-08 07:25:24.389814]Total energy: 71547719.13437124
[2022-04-08 07:26:40.841822]Total energy: 71624064.49263696
[2022-04-08 07:27:55.697650]Total energy: 71547902.15572524
[2022-04-08 07:29:11.086903]Total energy: 71586090.62430711
[2022-04-08 07:30:40.262312]Total energy: 71557775.81619667
[2022-04-08 07:32:13.895247]Total energy: 71560477.52698581
[2022-04-08 07:33:37.438124]Total energy: 71520769.83200479
[2022-04-08 07:34:53.495766]Total energy: 71503261.08362828
[2022-04-08 07:36:09.086889]Total energy: 71610666.1959814
[2022-04-08 07:37:25.470840]Total energy: 71509138.2773078
[2022-04-08 07:38:41.180280]Total energy: 71562950.00132936
[2022-04-08 07:39:57.895166]Total energy: 71576331.78775164
[2022-04-08 07:41:25.628539]Total energy: 71622303.90795748
[2022-04-08 07:42:50.269140]Total energy: 71610539.77174772
[2022-04-08 07:44:05.818455]Total energy: 71569109.37720999
[2022-04-08 07:45:20.917237]Total energy: 71617301.10125756
[2022-04-08 07:46:36.008351]Total energy: 71552642.14423567
[2022-04-08 07:47:51.964047]Total energy: 71690714.47826862
[2022-04-08 07:49:07.689163]Total energy: 71578796.70856285
[2022-04-08 07:50:44.391985]Total energy: 71558936.76250961
[2022-04-08 07:52:08.132123]Total energy: 71572708.40497635
[2022-04-08 07:53:23.541137]Total energy: 71638231.92321816
[2022-04-08 07:54:40.191678]Total energy: 71597386.52542573
[2022-04-08 07:55:56.126165]Total energy: 71537838.66102083
[2022-04-08 07:57:11.471696]Total energy: 71600532.75285567
[2022-04-08 07:58:25.234081]Total energy: 71622528.43176399
[2022-04-08 07:59:40.836456]Total energy: 71567712.58198301
[2022-04-08 08:01:07.781320]Total energy: 71568720.86698727
[2022-04-08 08:02:30.324218]Total energy: 71571269.49084112
[2022-04-08 08:03:47.605357]Total energy: 71560909.97166441
[2022-04-08 08:05:05.327364]Total energy: 71480404.24217749
[2022-04-08 08:06:21.636108]Total energy: 71572478.47870716
[2022-04-08 08:07:38.276439]Total energy: 71569697.40271656
[2022-04-08 08:08:55.181999]Total energy: 71648811.51382257
[2022-04-08 08:10:11.632419]Total energy: 71639161.48265676
[2022-04-08 08:11:45.714775]Total energy: 71593536.39338042
[2022-04-08 08:13:21.684309]Total energy: 71589234.60893199
[2022-04-08 08:14:37.328604]Total energy: 71572618.4892457
[2022-04-08 08:15:53.307091]Total energy: 71593652.00610514
[2022-04-08 08:17:09.447370]Total energy: 71544024.82906233
[2022-04-08 08:18:25.200291]Total energy: 71629225.73908356
[2022-04-08 08:19:41.122824]Total energy: 71604877.15731518
[2022-04-08 08:21:22.623585]Total energy: 71605285.69580194
[2022-04-08 08:22:52.811944]Total energy: 71591354.58736257
[2022-04-08 08:24:07.897870]Total energy: 71668943.55077721
