initial: 111 - diverse_no_blind_seed
[2022-04-09 19:39:37.460040]Total energy: 17667849.265479855
[2022-04-09 19:41:03.300897]Total energy: 17710940.196219582
[2022-04-09 19:42:23.703166]Total energy: 17675233.75207618
[2022-04-09 19:43:41.848448]Total energy: 17709189.759398315
[2022-04-09 19:44:59.264400]Total energy: 17687482.91582891
[2022-04-09 19:46:16.552683]Total energy: 17729092.30001054
[2022-04-09 19:47:33.228754]Total energy: 17678119.25019412
[2022-04-09 19:48:50.579777]Total energy: 17690090.69630337
[2022-04-09 19:50:08.262617]Total energy: 17708063.729173522
[2022-04-09 19:51:50.153833]Total energy: 17668440.21367911
[2022-04-09 19:53:25.587888]Total energy: 17644454.11863826
[2022-04-09 19:54:49.884233]Total energy: 17689610.973030932
[2022-04-09 19:56:07.559537]Total energy: 17652664.892489802
[2022-04-09 19:57:24.563313]Total energy: 17680044.32509756
[2022-04-09 19:58:42.371902]Total energy: 17705024.920202147
[2022-04-09 20:00:04.272702]Total energy: 17705206.73289434
[2022-04-09 20:01:30.595572]Total energy: 17682950.216756813
[2022-04-09 20:02:56.844351]Total energy: 17675938.84773799
[2022-04-09 20:04:13.387607]Total energy: 17673487.34812104
[2022-04-09 20:05:31.619179]Total energy: 17701032.399439164
[2022-04-09 20:06:47.900279]Total energy: 17703360.759998024
[2022-04-09 20:08:04.818960]Total energy: 17644031.72512206
[2022-04-09 20:09:21.823688]Total energy: 17698207.019231856
[2022-04-09 20:11:02.400727]Total energy: 17716978.11679743
[2022-04-09 20:12:44.693770]Total energy: 17677325.821658067
[2022-04-09 20:14:16.074228]Total energy: 17672073.962749295
[2022-04-09 20:15:49.678042]Total energy: 17697867.325991962
[2022-04-09 20:17:15.309941]Total energy: 17664027.414755285
[2022-04-09 20:18:32.581312]Total energy: 17704537.74828779
[2022-04-09 20:19:50.706277]Total energy: 17698346.606662445
[2022-04-09 20:21:18.528077]Total energy: 17670447.187641557
[2022-04-09 20:22:59.742292]Total energy: 17620898.527229775
[2022-04-09 20:24:28.571551]Total energy: 17651130.22343727
[2022-04-09 20:25:46.710659]Total energy: 17653191.003760457
[2022-04-09 20:27:03.544525]Total energy: 17630534.135343082
[2022-04-09 20:28:20.445553]Total energy: 17641820.72262045
[2022-04-09 20:29:36.998910]Total energy: 17625631.203410227
[2022-04-09 20:31:02.478955]Total energy: 17625680.373953458
[2022-04-09 20:32:25.434551]Total energy: 17595597.405972753
[2022-04-09 20:33:46.715308]Total energy: 17613674.20533594
[2022-04-09 20:35:04.678623]Total energy: 17634747.20173817
[2022-04-09 20:36:21.777859]Total energy: 17624577.8110507
[2022-04-09 20:37:39.178049]Total energy: 17636922.94973453
[2022-04-09 20:38:58.477688]Total energy: 17638000.771451283
[2022-04-09 20:40:16.490495]Total energy: 17642265.480595637
[2022-04-09 20:41:54.369040]Total energy: 17679358.30171026
[2022-04-09 20:43:30.705088]Total energy: 17621514.467606787
[2022-04-09 20:44:59.841226]Total energy: 17641714.02437171
[2022-04-09 20:46:20.151417]Total energy: 17649897.467157926
[2022-04-09 20:47:37.918197]Total energy: 17679403.685145415
[2022-04-09 20:48:57.201113]Total energy: 17656767.441914298
[2022-04-09 20:50:15.423917]Total energy: 17609047.673707448
[2022-04-09 20:51:54.160127]Total energy: 17653269.515987746
[2022-04-09 20:53:33.458688]Total energy: 17643971.928395238
[2022-04-09 20:54:55.609321]Total energy: 17701674.672667388
[2022-04-09 20:56:14.809338]Total energy: 17669496.369845703
[2022-04-09 20:57:32.129993]Total energy: 17641721.416556817
[2022-04-09 20:58:51.053840]Total energy: 17636945.683871035
[2022-04-09 21:00:11.742118]Total energy: 17637538.109672684
[2022-04-09 21:01:52.541625]Total energy: 17614273.713062465
[2022-04-09 21:03:42.000444]Total energy: 17643358.043963227
[2022-04-09 21:05:16.303862]Total energy: 17626034.88083905
[2022-04-09 21:06:49.987581]Total energy: 17625549.00448045
[2022-04-09 21:08:31.466929]Total energy: 17671972.82274278
[2022-04-09 21:10:08.079769]Total energy: 17649074.217377
[2022-04-09 21:11:26.372408]Total energy: 17700649.411966834
[2022-04-09 21:12:43.871465]Total energy: 17675949.995107442
[2022-04-09 21:14:00.957531]Total energy: 17695574.780116424
[2022-04-09 21:15:19.240535]Total energy: 17619087.391080283
[2022-04-09 21:16:38.933647]Total energy: 17672311.756205916
[2022-04-09 21:17:57.372110]Total energy: 17618165.430413265
[2022-04-09 21:19:13.309404]Total energy: 17630075.845204495
[2022-04-09 21:21:01.801732]Total energy: 17650481.499283273
[2022-04-09 21:22:46.766086]Total energy: 17668617.821499147
[2022-04-09 21:24:26.527272]Total energy: 17628915.498636488
[2022-04-09 21:25:52.856137]Total energy: 17706184.810365632
[2022-04-09 21:27:10.315649]Total energy: 17621549.866159137
[2022-04-09 21:28:28.227916]Total energy: 17680738.851871777
[2022-04-09 21:29:44.921422]Total energy: 17670134.092109695
[2022-04-09 21:31:27.292825]Total energy: 17621569.560010295
[2022-04-09 21:32:56.576939]Total energy: 17625605.576803774
[2022-04-09 21:34:35.502571]Total energy: 17638432.363131523
[2022-04-09 21:36:16.408916]Total energy: 17628506.795301814
[2022-04-09 21:37:42.523111]Total energy: 17651044.864710793
[2022-04-09 21:39:00.724605]Total energy: 17656771.46216386
[2022-04-09 21:40:24.056038]Total energy: 17653220.6242712
[2022-04-09 21:41:56.425102]Total energy: 17669169.29588403
[2022-04-09 21:43:31.154888]Total energy: 17658832.198858045
[2022-04-09 21:44:51.875882]Total energy: 17646439.799489785
[2022-04-09 21:46:08.499469]Total energy: 17651704.215003803
[2022-04-09 21:47:24.763620]Total energy: 17638810.166047562
[2022-04-09 21:48:41.268509]Total energy: 17673169.553680982
[2022-04-09 21:49:57.781169]Total energy: 17598275.585269686
[2022-04-09 21:51:33.679649]Total energy: 17609245.61963234
[2022-04-09 21:53:06.258425]Total energy: 17641562.406875573
[2022-04-09 21:54:31.969629]Total energy: 17659266.678846043
[2022-04-09 21:55:50.528887]Total energy: 17693377.0399942
[2022-04-09 21:57:09.349113]Total energy: 17631252.44481522
[2022-04-09 21:58:27.520693]Total energy: 17653472.7885871
[2022-04-09 21:59:45.403348]Total energy: 17623328.450684138
[2022-04-09 22:01:07.117399]Total energy: 17665722.13364535
[2022-04-09 22:02:33.161076]Total energy: 17727405.148706254
[2022-04-09 22:04:01.800764]Total energy: 17631149.014952403
[2022-04-09 22:05:33.964383]Total energy: 17618055.054403067
[2022-04-09 22:06:59.962298]Total energy: 17640329.99449422
[2022-04-09 22:08:17.174754]Total energy: 17661751.194598727
[2022-04-09 22:09:34.428440]Total energy: 17619864.234462112
[2022-04-09 22:11:20.217553]Total energy: 17681241.819984213
[2022-04-09 22:13:06.767390]Total energy: 17652007.82290286
[2022-04-09 22:14:33.630865]Total energy: 17705214.374629937
[2022-04-09 22:15:51.769781]Total energy: 17657907.992432144
[2022-04-09 22:17:13.174596]Total energy: 17658007.58916737
[2022-04-09 22:18:35.625574]Total energy: 17626549.547866795
[2022-04-09 22:19:53.832256]Total energy: 17682932.614865284
[2022-04-09 22:21:22.687315]Total energy: 17627826.126087658
[2022-04-09 22:22:52.735893]Total energy: 17696025.042375077
[2022-04-09 22:24:19.496731]Total energy: 17638582.68536403
[2022-04-09 22:25:38.076510]Total energy: 17668976.288758785
[2022-04-09 22:26:58.345076]Total energy: 17677868.98185929
[2022-04-09 22:28:16.169372]Total energy: 17647909.46338903
[2022-04-09 22:29:35.017124]Total energy: 17639905.567042526
[2022-04-09 22:31:09.501116]Total energy: 17582227.369244717
[2022-04-09 22:32:58.248410]Total energy: 17610375.50491463
[2022-04-09 22:34:16.280623]Total energy: 17645685.126796488
[2022-04-09 22:35:33.832891]Total energy: 17677096.374745015
[2022-04-09 22:36:51.933336]Total energy: 17643054.672645807
[2022-04-09 22:38:10.569815]Total energy: 17648920.09353954
[2022-04-09 22:39:28.521842]Total energy: 17595453.663201284
[2022-04-09 22:41:08.619380]Total energy: 17658640.537682686
[2022-04-09 22:42:54.070711]Total energy: 17615223.681494445
[2022-04-09 22:44:20.214862]Total energy: 17681440.89876179
[2022-04-09 22:45:39.670808]Total energy: 17635577.19684173
[2022-04-09 22:46:57.857867]Total energy: 17631009.9294904
[2022-04-09 22:48:17.270396]Total energy: 17584420.211542018
[2022-04-09 22:49:36.363736]Total energy: 17619280.212109864
[2022-04-09 22:50:54.853595]Total energy: 17640518.36700049
[2022-04-09 22:52:13.038376]Total energy: 17602715.198314376
[2022-04-09 22:53:31.214161]Total energy: 17608183.675823256
[2022-04-09 22:54:48.708336]Total energy: 17653706.815155014
[2022-04-09 22:56:06.666184]Total energy: 17621875.119014587
[2022-04-09 22:57:24.789790]Total energy: 17599880.230899084
[2022-04-09 22:58:41.059177]Total energy: 17599981.366921548
[2022-04-09 22:59:58.147178]Total energy: 17620657.378072992
[2022-04-09 23:01:31.579057]Total energy: 17675808.762433916
[2022-04-09 23:02:59.571585]Total energy: 17606664.98850204
[2022-04-09 23:04:30.712917]Total energy: 17595146.59925452
[2022-04-09 23:06:00.450313]Total energy: 17645904.11029184
[2022-04-09 23:07:28.704008]Total energy: 17633628.638350196
[2022-04-09 23:08:48.389603]Total energy: 17611217.096091844
[2022-04-09 23:10:08.224568]Total energy: 17599967.336593404
[2022-04-09 23:11:26.855233]Total energy: 17586152.032594964
[2022-04-09 23:12:45.255112]Total energy: 17619008.875435676
[2022-04-09 23:14:04.570171]Total energy: 17654067.15855735
[2022-04-09 23:15:25.461043]Total energy: 17593772.58113705
[2022-04-09 23:16:44.723430]Total energy: 17626026.69847131
[2022-04-09 23:18:02.946098]Total energy: 17599857.12721204
[2022-04-09 23:19:22.733256]Total energy: 17618230.25709049
[2022-04-09 23:21:04.505430]Total energy: 17618569.45118026
[2022-04-09 23:22:41.345816]Total energy: 17646007.910210636
[2022-04-09 23:24:10.053583]Total energy: 17611062.578573328
[2022-04-09 23:25:33.126663]Total energy: 17619456.03942334
[2022-04-09 23:26:50.433383]Total energy: 17632680.057693027
[2022-04-09 23:28:08.284419]Total energy: 17616340.409940105
[2022-04-09 23:29:26.578394]Total energy: 17682294.743852425
[2022-04-09 23:31:08.066566]Total energy: 17649392.283921942
[2022-04-09 23:32:43.808550]Total energy: 17632185.108000584
[2022-04-09 23:34:11.091837]Total energy: 17631970.36873996
[2022-04-09 23:35:42.087417]Total energy: 17624230.52469706
[2022-04-09 23:37:18.929055]Total energy: 17607542.644763768
[2022-04-09 23:38:54.872109]Total energy: 17580466.66305206
[2022-04-09 23:40:22.494257]Total energy: 17621684.104008906
[2022-04-09 23:41:41.234780]Total energy: 17624034.211335078
[2022-04-09 23:42:57.633222]Total energy: 17682792.962198623
[2022-04-09 23:44:14.754185]Total energy: 17662953.932376638
[2022-04-09 23:45:32.404963]Total energy: 17637480.29698797
[2022-04-09 23:46:50.183242]Total energy: 17613632.258021202
[2022-04-09 23:48:09.121721]Total energy: 17606095.414575845
[2022-04-09 23:49:26.211587]Total energy: 17641444.816711422
[2022-04-09 23:51:00.775284]Total energy: 17638976.95075183
[2022-04-09 23:52:35.619307]Total energy: 17630464.800403047
[2022-04-09 23:54:01.408547]Total energy: 17604195.559861634
[2022-04-09 23:55:25.369543]Total energy: 17663506.925527435
[2022-04-09 23:56:45.017073]Total energy: 17631428.443283632
[2022-04-09 23:58:04.035629]Total energy: 17596685.26714407
[2022-04-09 23:59:21.731892]Total energy: 17627028.282207876
[2022-04-10 00:01:07.715506]Total energy: 17621764.99710064
[2022-04-10 00:02:45.131055]Total energy: 17630647.934966724
[2022-04-10 00:04:22.044808]Total energy: 17656580.204223204
[2022-04-10 00:05:52.248357]Total energy: 17596981.36627943
[2022-04-10 00:07:10.092296]Total energy: 17602081.924201444
[2022-04-10 00:08:29.580637]Total energy: 17633237.775221992
[2022-04-10 00:09:46.851560]Total energy: 17627830.484591536
[2022-04-10 00:11:33.174704]Total energy: 17651696.516815055
[2022-04-10 00:13:14.230364]Total energy: 17592725.786910553
[2022-04-10 00:14:51.883179]Total energy: 17648835.650264937
[2022-04-10 00:16:10.110376]Total energy: 17651308.732342754
[2022-04-10 00:17:29.305773]Total energy: 17614772.568004902
[2022-04-10 00:18:48.408946]Total energy: 17603631.739531636
[2022-04-10 00:20:06.882779]Total energy: 17565089.851334978
[2022-04-10 00:21:46.247904]Total energy: 17604837.317800317
[2022-04-10 00:23:20.926084]Total energy: 17647573.43128758
[2022-04-10 00:24:49.858189]Total energy: 17667653.797736283
[2022-04-10 00:26:16.360526]Total energy: 17624360.250025213
[2022-04-10 00:27:33.053236]Total energy: 17612094.304042593
[2022-04-10 00:28:50.626826]Total energy: 17673408.2723267
[2022-04-10 00:30:07.083841]Total energy: 17619359.25975018
[2022-04-10 00:31:23.858336]Total energy: 17630671.797063157
[2022-04-10 00:32:40.614154]Total energy: 17659080.143620424
[2022-04-10 00:33:57.867233]Total energy: 17609003.245913845
[2022-04-10 00:35:16.114649]Total energy: 17614200.30962406
[2022-04-10 00:36:33.475526]Total energy: 17643085.062815055
[2022-04-10 00:37:50.731494]Total energy: 17625692.608416386
[2022-04-10 00:39:07.648456]Total energy: 17649623.14336974
[2022-04-10 00:40:24.166202]Total energy: 17632700.861596525
[2022-04-10 00:42:04.258564]Total energy: 17618681.80204434
[2022-04-10 00:43:34.672363]Total energy: 17626700.02947566
[2022-04-10 00:45:01.498789]Total energy: 17595386.037489545
[2022-04-10 00:46:18.523461]Total energy: 17623641.962711297
[2022-04-10 00:47:39.270987]Total energy: 17643941.397006545
[2022-04-10 00:48:55.964487]Total energy: 17619727.018930733
[2022-04-10 00:50:13.105935]Total energy: 17610617.71958328
[2022-04-10 00:51:51.195216]Total energy: 17633971.882876337
[2022-04-10 00:53:21.502292]Total energy: 17633971.27821684
[2022-04-10 00:54:46.598837]Total energy: 17611817.526075203
[2022-04-10 00:56:14.539985]Total energy: 17621049.18215455
[2022-04-10 00:57:42.896197]Total energy: 17659467.413678125
[2022-04-10 00:59:09.735166]Total energy: 17648459.46720449
[2022-04-10 01:00:28.261919]Total energy: 17583825.93588024
[2022-04-10 01:01:45.508535]Total energy: 17642056.918690287
[2022-04-10 01:03:04.371616]Total energy: 17655740.249648735
[2022-04-10 01:04:21.548248]Total energy: 17632343.36553623
[2022-04-10 01:05:39.312682]Total energy: 17584610.60085103
[2022-04-10 01:06:56.301337]Total energy: 17615630.887971684
[2022-04-10 01:08:14.273254]Total energy: 17605537.143153932
[2022-04-10 01:09:30.998192]Total energy: 17652153.991913084
[2022-04-10 01:11:12.307230]Total energy: 17581831.775614735
[2022-04-10 01:12:58.620214]Total energy: 17591896.722383525
[2022-04-10 01:14:33.062114]Total energy: 17621645.82753684
[2022-04-10 01:16:03.805522]Total energy: 17608854.3596076
[2022-04-10 01:17:28.712340]Total energy: 17541570.064744428
[2022-04-10 01:18:46.551978]Total energy: 17581228.394983526
[2022-04-10 01:20:03.020815]Total energy: 17576461.630080797
[2022-04-10 01:21:20.610804]Total energy: 17570661.02734111
[2022-04-10 01:22:37.458856]Total energy: 17564262.98318868
[2022-04-10 01:23:55.633447]Total energy: 17587887.61835561
[2022-04-10 01:25:13.730736]Total energy: 17637440.92399294
[2022-04-10 01:26:30.735355]Total energy: 17576707.379471287
[2022-04-10 01:27:48.184831]Total energy: 17580254.456437923
[2022-04-10 01:29:05.442475]Total energy: 17555228.75342058
[2022-04-10 01:30:32.033758]Total energy: 17646877.967752036
[2022-04-10 01:32:00.631514]Total energy: 17557833.46527658
[2022-04-10 01:33:36.615968]Total energy: 17568908.44989488
[2022-04-10 01:34:56.686007]Total energy: 17589876.696419217
[2022-04-10 01:36:13.214007]Total energy: 17601837.096723292
[2022-04-10 01:37:31.383793]Total energy: 17622533.25532024
[2022-04-10 01:38:54.077641]Total energy: 17605130.100880813
[2022-04-10 01:40:12.117064]Total energy: 17570233.710669696
[2022-04-10 01:41:50.201129]Total energy: 17559714.04042559
[2022-04-10 01:43:15.761977]Total energy: 17562244.10698529
[2022-04-10 01:44:32.537169]Total energy: 17624694.30121549
[2022-04-10 01:45:50.625257]Total energy: 17612159.06476795
[2022-04-10 01:47:12.439811]Total energy: 17570889.154619507
[2022-04-10 01:48:29.192260]Total energy: 17610063.16547733
[2022-04-10 01:49:45.608126]Total energy: 17598009.401667412
[2022-04-10 01:51:03.385554]Total energy: 17603835.03008387
[2022-04-10 01:52:21.249527]Total energy: 17572159.89244832
[2022-04-10 01:53:37.727894]Total energy: 17510329.13334535
[2022-04-10 01:54:55.659661]Total energy: 17558113.1899575
[2022-04-10 01:56:14.216238]Total energy: 17592470.38393858
[2022-04-10 01:57:31.698628]Total energy: 17600709.484392885
[2022-04-10 01:58:47.402801]Total energy: 17596874.637905885
[2022-04-10 02:00:04.850959]Total energy: 17603559.720093433
[2022-04-10 02:01:45.030932]Total energy: 17559210.914633732
[2022-04-10 02:03:15.669498]Total energy: 17608227.929187436
[2022-04-10 02:04:44.859201]Total energy: 17630924.394145746
[2022-04-10 02:06:15.791769]Total energy: 17575855.7256742
[2022-04-10 02:07:40.637235]Total energy: 17591893.12539943
[2022-04-10 02:08:58.271121]Total energy: 17591961.22127026
[2022-04-10 02:10:16.223618]Total energy: 17600344.074215986
[2022-04-10 02:11:35.463501]Total energy: 17629264.27319279
[2022-04-10 02:12:51.818460]Total energy: 17624069.622062974
