initial: 113 - diverse_seed
[2022-04-08 00:10:01.112695]Total energy: 19360125.21869564
[2022-04-08 00:11:24.851750]Total energy: 19364409.41601344
[2022-04-08 00:12:47.684831]Total energy: 19325517.265354287
[2022-04-08 00:14:13.989629]Total energy: 19323121.11273039
[2022-04-08 00:15:40.193017]Total energy: 19260003.56470259
[2022-04-08 00:17:04.351971]Total energy: 19279345.40952873
[2022-04-08 00:18:30.647845]Total energy: 19321849.043522507
[2022-04-08 00:19:57.205906]Total energy: 19376329.560474128
[2022-04-08 00:21:34.756189]Total energy: 19381391.049836595
[2022-04-08 00:22:56.259964]Total energy: 19331041.708715167
[2022-04-08 00:24:16.799124]Total energy: 19345513.69435789
[2022-04-08 00:25:43.373900]Total energy: 19384573.56729835
[2022-04-08 00:27:07.642547]Total energy: 19303353.58332693
[2022-04-08 00:28:25.104847]Total energy: 19375352.24275433
[2022-04-08 00:29:43.608035]Total energy: 19350055.749680568
[2022-04-08 00:31:11.270318]Total energy: 19333477.3898992
[2022-04-08 00:32:47.453837]Total energy: 19313789.171508417
[2022-04-08 00:34:09.859709]Total energy: 19260521.108352873
[2022-04-08 00:35:32.426773]Total energy: 19365228.442350145
[2022-04-08 00:36:57.323677]Total energy: 19348935.11969536
[2022-04-08 00:38:22.239507]Total energy: 19328756.20351457
[2022-04-08 00:39:43.040514]Total energy: 19301829.86685664
[2022-04-08 00:41:16.799307]Total energy: 19357390.343755756
[2022-04-08 00:42:41.826515]Total energy: 19399816.33260251
[2022-04-08 00:43:59.301295]Total energy: 19391192.46500925
[2022-04-08 00:45:17.412239]Total energy: 19413379.16300707
[2022-04-08 00:46:43.755865]Total energy: 19372736.480251875
[2022-04-08 00:48:05.113384]Total energy: 19337102.49237735
[2022-04-08 00:49:28.989373]Total energy: 19334705.11825916
[2022-04-08 00:50:59.376907]Total energy: 19360196.704933368
[2022-04-08 00:52:31.068975]Total energy: 19335895.540829815
[2022-04-08 00:53:54.060578]Total energy: 19369599.56493672
[2022-04-08 00:55:16.293639]Total energy: 19295591.630846687
[2022-04-08 00:56:41.262134]Total energy: 19316884.71207262
[2022-04-08 00:58:01.801028]Total energy: 19381088.686123945
[2022-04-08 00:59:25.893214]Total energy: 19311156.29413799
[2022-04-08 01:00:58.012729]Total energy: 19275890.070681743
[2022-04-08 01:02:31.870081]Total energy: 19335748.76314835
[2022-04-08 01:03:53.622903]Total energy: 19327979.518972367
[2022-04-08 01:05:19.022321]Total energy: 19378487.435756125
[2022-04-08 01:06:38.882276]Total energy: 19251366.595287263
[2022-04-08 01:08:02.792277]Total energy: 19294694.3268349
[2022-04-08 01:09:31.121321]Total energy: 19344861.102112688
[2022-04-08 01:11:00.339288]Total energy: 19338765.786185637
[2022-04-08 01:12:30.396471]Total energy: 19298609.958176844
[2022-04-08 01:13:54.808521]Total energy: 19320745.069660522
[2022-04-08 01:15:20.341417]Total energy: 19356350.902466312
[2022-04-08 01:16:40.788207]Total energy: 19298805.631054476
[2022-04-08 01:18:02.447500]Total energy: 19346833.921439316
[2022-04-08 01:19:25.531655]Total energy: 19307930.193649083
[2022-04-08 01:21:01.510763]Total energy: 19327279.672152918
[2022-04-08 01:22:31.798291]Total energy: 19318583.620630953
[2022-04-08 01:23:52.070088]Total energy: 19351276.698678732
[2022-04-08 01:25:17.998468]Total energy: 19293483.372493573
[2022-04-08 01:26:41.756710]Total energy: 19376661.29578003
[2022-04-08 01:28:09.019872]Total energy: 19320235.86902328
[2022-04-08 01:29:34.835809]Total energy: 19294282.798364703
[2022-04-08 01:31:01.442417]Total energy: 19331594.246386208
[2022-04-08 01:32:25.475219]Total energy: 19300809.946213696
[2022-04-08 01:33:47.788347]Total energy: 19240681.896559127
[2022-04-08 01:35:16.522013]Total energy: 19337556.32929675
[2022-04-08 01:36:48.047086]Total energy: 19229156.019468807
[2022-04-08 01:38:09.067119]Total energy: 19293950.935655363
[2022-04-08 01:39:31.365022]Total energy: 19209729.049457453
[2022-04-08 01:41:10.588626]Total energy: 19314176.27844763
[2022-04-08 01:42:51.100442]Total energy: 19370095.2025309
[2022-04-08 01:44:17.741858]Total energy: 19261161.323990837
[2022-04-08 01:45:43.840188]Total energy: 19223622.59879854
[2022-04-08 01:47:09.684291]Total energy: 19269990.735573515
[2022-04-08 01:48:37.776051]Total energy: 19258197.053880237
[2022-04-08 01:50:05.788631]Total energy: 19296454.640184965
[2022-04-08 01:51:35.652552]Total energy: 19221626.630044553
[2022-04-08 01:53:06.860637]Total energy: 19237908.735335536
[2022-04-08 01:54:35.244999]Total energy: 19242261.618445955
[2022-04-08 01:56:02.722117]Total energy: 19280066.975661185
[2022-04-08 01:57:30.657201]Total energy: 19248292.704130407
[2022-04-08 01:58:56.240971]Total energy: 19311637.35791483
[2022-04-08 02:00:22.533972]Total energy: 19353353.06525265
[2022-04-08 02:02:10.609604]Total energy: 19193518.05332366
[2022-04-08 02:03:32.890603]Total energy: 19272174.327211488
[2022-04-08 02:04:57.945031]Total energy: 19311700.044977993
[2022-04-08 02:06:27.437814]Total energy: 19250623.99634567
[2022-04-08 02:07:50.299073]Total energy: 19287021.073269844
[2022-04-08 02:09:16.342457]Total energy: 19268917.77287533
[2022-04-08 02:10:55.225973]Total energy: 19380284.295315545
[2022-04-08 02:12:23.548762]Total energy: 19300904.14630594
[2022-04-08 02:13:49.916805]Total energy: 19245955.86702871
[2022-04-08 02:15:14.555224]Total energy: 19298476.297765687
[2022-04-08 02:16:38.229423]Total energy: 19266321.160467256
[2022-04-08 02:18:00.822286]Total energy: 19258954.29840473
[2022-04-08 02:19:23.364931]Total energy: 19347268.510715134
[2022-04-08 02:21:02.695127]Total energy: 19341583.703188464
[2022-04-08 02:22:55.592548]Total energy: 19292107.091365587
[2022-04-08 02:24:24.952974]Total energy: 19285861.530452732
[2022-04-08 02:26:05.351409]Total energy: 19266716.457932767
[2022-04-08 02:27:28.658000]Total energy: 19297321.470895942
[2022-04-08 02:28:52.765934]Total energy: 19279264.51020853
[2022-04-08 02:30:16.401298]Total energy: 19243737.604970485
[2022-04-08 02:31:35.744237]Total energy: 19213691.830638807
[2022-04-08 02:33:01.341222]Total energy: 19252405.74206159
[2022-04-08 02:34:26.950788]Total energy: 19243201.179698307
[2022-04-08 02:35:57.882538]Total energy: 19292174.13111165
[2022-04-08 02:37:22.036412]Total energy: 19296632.279136147
[2022-04-08 02:38:46.972454]Total energy: 19269382.35140993
[2022-04-08 02:40:09.817664]Total energy: 19318288.39193931
[2022-04-08 02:41:39.229721]Total energy: 19273833.76316747
[2022-04-08 02:43:22.947937]Total energy: 19302851.025506288
[2022-04-08 02:44:43.932699]Total energy: 19279931.421494067
[2022-04-08 02:46:00.322945]Total energy: 19257147.3568993
[2022-04-08 02:47:21.600852]Total energy: 19234539.135236617
[2022-04-08 02:48:45.917930]Total energy: 19352592.477972824
[2022-04-08 02:50:09.507937]Total energy: 19294874.053562965
[2022-04-08 02:51:39.315875]Total energy: 19237319.72354114
[2022-04-08 02:53:15.878640]Total energy: 19336058.930803616
[2022-04-08 02:54:49.306813]Total energy: 19264923.627145413
[2022-04-08 02:56:15.174789]Total energy: 19308242.66214966
[2022-04-08 02:57:46.968888]Total energy: 19313065.332205355
[2022-04-08 02:59:08.337048]Total energy: 19194836.669456493
[2022-04-08 03:00:43.127338]Total energy: 19251133.09174145
[2022-04-08 03:02:27.160318]Total energy: 19266080.362118863
[2022-04-08 03:03:58.672606]Total energy: 19274919.259315297
[2022-04-08 03:05:27.112170]Total energy: 19338318.991971686
[2022-04-08 03:06:56.094657]Total energy: 19250864.870182037
[2022-04-08 03:08:18.718972]Total energy: 19280758.707256693
[2022-04-08 03:09:43.490442]Total energy: 19319141.988063846
[2022-04-08 03:11:12.615933]Total energy: 19204360.84795322
[2022-04-08 03:12:34.475508]Total energy: 19313196.613179494
[2022-04-08 03:13:52.205834]Total energy: 19264486.61539427
[2022-04-08 03:15:10.727202]Total energy: 19271484.77687883
[2022-04-08 03:16:36.672844]Total energy: 19296411.49887747
[2022-04-08 03:18:04.472427]Total energy: 19283532.079652216
[2022-04-08 03:19:31.315360]Total energy: 19272611.63963793
[2022-04-08 03:21:21.536130]Total energy: 19316272.088178698
[2022-04-08 03:23:00.517166]Total energy: 19245075.998879224
[2022-04-08 03:24:35.741915]Total energy: 19293615.15231589
[2022-04-08 03:26:06.924077]Total energy: 19290612.92538698
[2022-04-08 03:27:34.953347]Total energy: 19250076.066340737
[2022-04-08 03:28:55.381046]Total energy: 19244788.580635764
[2022-04-08 03:30:18.479412]Total energy: 19262172.509988006
[2022-04-08 03:32:18.071651]Total energy: 19310347.893139046
[2022-04-08 03:33:56.850404]Total energy: 19301195.6043829
[2022-04-08 03:35:25.669993]Total energy: 19304736.71426109
[2022-04-08 03:36:49.609507]Total energy: 19257854.944308028
[2022-04-08 03:38:12.475396]Total energy: 19277917.219989285
[2022-04-08 03:39:36.960318]Total energy: 19280306.536667656
[2022-04-08 03:41:03.804348]Total energy: 19287043.77051662
[2022-04-08 03:42:29.485189]Total energy: 19238766.196233924
[2022-04-08 03:44:03.355888]Total energy: 19341311.334559802
[2022-04-08 03:45:36.550790]Total energy: 19278734.250145037
[2022-04-08 03:47:10.826833]Total energy: 19282562.45289003
[2022-04-08 03:48:39.240504]Total energy: 19241703.272255022
[2022-04-08 03:50:03.789431]Total energy: 19231947.149254106
[2022-04-08 03:51:23.857153]Total energy: 19265442.601048145
[2022-04-08 03:52:53.622075]Total energy: 19284433.694914646
[2022-04-08 03:54:17.016281]Total energy: 19284877.84947721
[2022-04-08 03:56:00.457048]Total energy: 19277110.11384238
[2022-04-08 03:57:33.861316]Total energy: 19257989.022508197
[2022-04-08 03:59:01.930365]Total energy: 19240390.294393122
[2022-04-08 04:00:38.783097]Total energy: 19235304.80134433
[2022-04-08 04:02:26.029274]Total energy: 19252883.956712894
[2022-04-08 04:03:46.998984]Total energy: 19265731.750001404
[2022-04-08 04:05:12.573620]Total energy: 19266173.162040025
[2022-04-08 04:06:42.368056]Total energy: 19210794.749092296
[2022-04-08 04:08:02.758301]Total energy: 19205655.160855986
[2022-04-08 04:09:32.224255]Total energy: 19205532.33922575
[2022-04-08 04:11:09.849323]Total energy: 19246317.419300668
[2022-04-08 04:12:49.551117]Total energy: 19266460.12964764
[2022-04-08 04:14:16.840731]Total energy: 19258328.554833245
[2022-04-08 04:15:46.341181]Total energy: 19214572.72805852
[2022-04-08 04:17:04.949004]Total energy: 19185341.92040991
[2022-04-08 04:18:30.271505]Total energy: 19250214.288319543
[2022-04-08 04:19:55.017531]Total energy: 19206321.298077054
[2022-04-08 04:21:15.191291]Total energy: 19208440.70322472
[2022-04-08 04:22:42.515181]Total energy: 19220422.39733451
[2022-04-08 04:24:08.831073]Total energy: 19297451.71386967
[2022-04-08 04:25:40.495808]Total energy: 19193793.181508318
[2022-04-08 04:27:11.895388]Total energy: 19190771.39182938
[2022-04-08 04:28:49.940739]Total energy: 19260274.60353773
[2022-04-08 04:30:20.646302]Total energy: 19226511.70151286
[2022-04-08 04:32:02.065080]Total energy: 19210913.366880063
[2022-04-08 04:33:22.845683]Total energy: 19222859.487504102
[2022-04-08 04:34:50.637893]Total energy: 19151862.74144217
[2022-04-08 04:36:12.635470]Total energy: 19278372.34711334
[2022-04-08 04:37:33.679186]Total energy: 19193507.802073363
[2022-04-08 04:39:02.622134]Total energy: 19284081.231404673
[2022-04-08 04:40:55.103178]Total energy: 19252973.830410093
[2022-04-08 04:42:52.627951]Total energy: 19225320.490240507
[2022-04-08 04:44:32.841931]Total energy: 19242952.646303665
[2022-04-08 04:45:58.637170]Total energy: 19245359.49993594
[2022-04-08 04:47:22.102563]Total energy: 19277379.714787465
[2022-04-08 04:48:51.659757]Total energy: 19263877.292829417
[2022-04-08 04:50:10.121096]Total energy: 19206898.95457065
[2022-04-08 04:51:56.919318]Total energy: 19162203.281593144
[2022-04-08 04:53:45.238116]Total energy: 19202914.528777946
[2022-04-08 04:55:18.276652]Total energy: 19197771.83224322
[2022-04-08 04:56:45.482822]Total energy: 19247237.4983813
[2022-04-08 04:58:07.387999]Total energy: 19230585.548800264
[2022-04-08 04:59:29.465422]Total energy: 19237354.12995075
[2022-04-08 05:00:54.659761]Total energy: 19196780.83792462
[2022-04-08 05:02:19.083870]Total energy: 19227913.119527917
[2022-04-08 05:03:41.945982]Total energy: 19246765.50411514
[2022-04-08 05:05:09.152996]Total energy: 19249725.733078416
[2022-04-08 05:06:41.261167]Total energy: 19222763.96580196
[2022-04-08 05:08:11.807695]Total energy: 19209559.689136185
[2022-04-08 05:09:37.946728]Total energy: 19265204.450190835
[2022-04-08 05:11:19.135085]Total energy: 19241870.329800047
[2022-04-08 05:12:56.539828]Total energy: 19202647.960584074
[2022-04-08 05:14:25.663827]Total energy: 19184929.3003603
[2022-04-08 05:15:46.457959]Total energy: 19238291.362901162
[2022-04-08 05:17:11.277824]Total energy: 19236102.823127117
[2022-04-08 05:18:39.303952]Total energy: 19251004.40478793
[2022-04-08 05:20:08.745426]Total energy: 19241579.373791978
[2022-04-08 05:21:35.734913]Total energy: 19290948.114906467
[2022-04-08 05:23:01.643979]Total energy: 19229561.645918388
[2022-04-08 05:24:27.940154]Total energy: 19275784.49543378
[2022-04-08 05:25:49.872590]Total energy: 19232866.08116034
[2022-04-08 05:27:18.015523]Total energy: 19286991.574333057
[2022-04-08 05:28:44.620840]Total energy: 19219680.153101493
[2022-04-08 05:30:09.052564]Total energy: 19247754.693161044
[2022-04-08 05:31:36.795383]Total energy: 19227251.288789954
[2022-04-08 05:33:07.418928]Total energy: 19220863.73627921
[2022-04-08 05:34:34.507673]Total energy: 19242229.271261163
[2022-04-08 05:36:08.802876]Total energy: 19256419.962383304
[2022-04-08 05:37:40.378533]Total energy: 19201502.964908987
[2022-04-08 05:39:06.328635]Total energy: 19276409.668243412
[2022-04-08 05:40:40.354363]Total energy: 19298819.32839035
[2022-04-08 05:42:29.902225]Total energy: 19238673.021367613
[2022-04-08 05:44:12.722737]Total energy: 19282976.358614262
[2022-04-08 05:45:41.435005]Total energy: 19283395.397820614
[2022-04-08 05:47:09.682918]Total energy: 19207969.72971283
[2022-04-08 05:48:37.179580]Total energy: 19274185.15112274
[2022-04-08 05:50:05.998003]Total energy: 19191562.445923112
[2022-04-08 05:51:25.339086]Total energy: 19203516.60675233
[2022-04-08 05:52:47.060426]Total energy: 19249337.43175163
[2022-04-08 05:54:15.335549]Total energy: 19232666.52307405
[2022-04-08 05:55:33.883752]Total energy: 19235096.12000496
[2022-04-08 05:56:51.862203]Total energy: 19271861.505745765
[2022-04-08 05:58:10.554730]Total energy: 19232778.69834759
[2022-04-08 05:59:33.589007]Total energy: 19287370.43657364
[2022-04-08 06:01:08.333473]Total energy: 19181069.82719976
[2022-04-08 06:02:37.394558]Total energy: 19230475.84997479
[2022-04-08 06:04:00.766699]Total energy: 19263561.60975933
[2022-04-08 06:05:26.145780]Total energy: 19259712.821395453
[2022-04-08 06:06:49.010508]Total energy: 19232699.79029658
[2022-04-08 06:08:15.006555]Total energy: 19190320.37699978
[2022-04-08 06:09:43.649967]Total energy: 19314213.63685177
[2022-04-08 06:11:13.823571]Total energy: 19255830.714229085
[2022-04-08 06:12:37.597375]Total energy: 19230290.399197884
[2022-04-08 06:14:06.726588]Total energy: 19261462.3012148
[2022-04-08 06:15:51.662034]Total energy: 19188363.675666273
[2022-04-08 06:17:17.503815]Total energy: 19264208.37160999
[2022-04-08 06:18:42.359592]Total energy: 19268534.736245275
[2022-04-08 06:20:08.010816]Total energy: 19211341.609457627
[2022-04-08 06:21:31.140765]Total energy: 19308832.795315243
[2022-04-08 06:23:01.043571]Total energy: 19264585.94540759
[2022-04-08 06:25:16.826935]Total energy: 19182930.254795346
[2022-04-08 06:26:44.118484]Total energy: 19160087.324876517
[2022-04-08 06:28:05.997352]Total energy: 19205837.511242606
[2022-04-08 06:29:33.670800]Total energy: 19123805.04937014
[2022-04-08 06:31:01.010986]Total energy: 19253185.841248017
[2022-04-08 06:32:27.214888]Total energy: 19182494.370820515
[2022-04-08 06:33:48.429558]Total energy: 19219813.408640705
[2022-04-08 06:35:17.245330]Total energy: 19184095.455919024
[2022-04-08 06:36:42.491917]Total energy: 19176822.757478744
[2022-04-08 06:38:02.216058]Total energy: 19153125.91118709
[2022-04-08 06:39:32.511158]Total energy: 19188235.346373092
[2022-04-08 06:40:57.054304]Total energy: 19212824.51882951
[2022-04-08 06:42:25.593794]Total energy: 19169049.16656758
[2022-04-08 06:43:53.704662]Total energy: 19186819.370437313
[2022-04-08 06:45:22.300176]Total energy: 19233296.52161808
[2022-04-08 06:46:43.867312]Total energy: 19222428.589277364
[2022-04-08 06:48:13.504765]Total energy: 19256892.00728085
[2022-04-08 06:49:40.702170]Total energy: 19205569.78129849
[2022-04-08 06:51:20.008316]Total energy: 19149272.588867042
[2022-04-08 06:53:03.385633]Total energy: 19195065.23924492
[2022-04-08 06:54:40.372079]Total energy: 19221492.87030081
[2022-04-08 06:56:20.659063]Total energy: 19201120.072758995
[2022-04-08 06:57:49.093595]Total energy: 19214918.416373353
[2022-04-08 06:59:16.006746]Total energy: 19197659.442522444
[2022-04-08 07:00:59.510154]Total energy: 19243657.623226345
[2022-04-08 07:02:48.117380]Total energy: 19228734.85598362
[2022-04-08 07:04:26.678999]Total energy: 19235935.776199542
[2022-04-08 07:05:52.758417]Total energy: 19183770.089884542
[2022-04-08 07:07:10.366315]Total energy: 19232896.868624132
[2022-04-08 07:08:34.135941]Total energy: 19188224.17474958
[2022-04-08 07:09:57.245940]Total energy: 19139881.92522218
[2022-04-08 07:11:21.927978]Total energy: 19208005.52081325
[2022-04-08 07:12:45.832494]Total energy: 19183146.815898575
[2022-04-08 07:14:13.592795]Total energy: 19171384.193977408
[2022-04-08 07:15:35.596031]Total energy: 19186009.051562667
[2022-04-08 07:17:01.123281]Total energy: 19159620.082247093
[2022-04-08 07:18:29.825064]Total energy: 19215708.336726572
[2022-04-08 07:19:48.378664]Total energy: 19210966.686704606
[2022-04-08 07:21:17.062356]Total energy: 19254618.100183483
[2022-04-08 07:22:45.238845]Total energy: 19157605.049089152
[2022-04-08 07:24:09.606000]Total energy: 19213093.14775265
[2022-04-08 07:25:39.898796]Total energy: 19248867.792356346
[2022-04-08 07:27:09.271035]Total energy: 19189439.46728218
[2022-04-08 07:28:38.184107]Total energy: 19226406.373897906
[2022-04-08 07:30:08.148509]Total energy: 19198315.13812415
[2022-04-08 07:31:41.533224]Total energy: 19233196.24027606
[2022-04-08 07:33:11.181086]Total energy: 19187428.94031197
[2022-04-08 07:34:34.523115]Total energy: 19223960.81208565
[2022-04-08 07:35:53.187765]Total energy: 19141488.691883765
[2022-04-08 07:37:14.185957]Total energy: 19124216.12325439
[2022-04-08 07:38:42.306698]Total energy: 19233813.239312127
[2022-04-08 07:40:12.276853]Total energy: 19214020.825819902
[2022-04-08 07:41:55.176871]Total energy: 19165167.982956618
[2022-04-08 07:43:24.254271]Total energy: 19141694.96385589
[2022-04-08 07:44:47.900904]Total energy: 19239983.329026967
[2022-04-08 07:46:08.099989]Total energy: 19173375.13989
[2022-04-08 07:47:34.898192]Total energy: 19169836.744822394
[2022-04-08 07:48:56.088486]Total energy: 19208477.49133116
[2022-04-08 07:50:30.354893]Total energy: 19195418.03112933
[2022-04-08 07:52:11.404280]Total energy: 19188196.415316198
[2022-04-08 07:53:36.796757]Total energy: 19274385.20646291
[2022-04-08 07:55:03.880341]Total energy: 19264958.732423946
[2022-04-08 07:56:30.933001]Total energy: 19185176.96917294
[2022-04-08 07:57:53.585973]Total energy: 19264935.14130063
[2022-04-08 07:59:15.831615]Total energy: 19229054.044799305
[2022-04-08 08:00:56.056521]Total energy: 19256899.895271894
[2022-04-08 08:02:29.724065]Total energy: 19126020.96966762
[2022-04-08 08:03:59.011079]Total energy: 19242630.65202815
[2022-04-08 08:05:26.068005]Total energy: 19184009.449081395
[2022-04-08 08:06:53.786224]Total energy: 19219942.974183675
[2022-04-08 08:08:20.858751]Total energy: 19210898.061179783
[2022-04-08 08:09:47.436204]Total energy: 19247226.236049563
[2022-04-08 08:11:31.409471]Total energy: 19280386.328962635
[2022-04-08 08:13:04.743396]Total energy: 19210817.33313023
[2022-04-08 08:14:31.898805]Total energy: 19213814.439729843
[2022-04-08 08:15:50.237317]Total energy: 19185896.756845567
[2022-04-08 08:17:14.633653]Total energy: 19209673.285829954
[2022-04-08 08:18:40.954371]Total energy: 19165130.819400128
[2022-04-08 08:20:09.341728]Total energy: 19249697.166938346
[2022-04-08 08:21:48.219230]Total energy: 19233032.049963478
[2022-04-08 08:23:20.918525]Total energy: 19228692.179671124
[2022-04-08 08:24:41.389408]Total energy: 19165482.67985383
[2022-04-08 08:26:05.222321]Total energy: 19183281.364021786
[2022-04-08 08:27:30.832168]Total energy: 19234975.231185026
[2022-04-08 08:28:51.182337]Total energy: 19173051.78381502
[2022-04-08 08:30:12.845041]Total energy: 19224847.878337443
[2022-04-08 08:31:47.957997]Total energy: 19229037.456976432
[2022-04-08 08:33:21.272740]Total energy: 19214459.34107592
[2022-04-08 08:34:47.622925]Total energy: 19230141.95875755
[2022-04-08 08:36:25.177159]Total energy: 19213786.956820898
[2022-04-08 08:37:49.084495]Total energy: 19271440.457912814
[2022-04-08 08:39:09.416348]Total energy: 19193905.65707353
[2022-04-08 08:40:58.721075]Total energy: 19250486.895564962
[2022-04-08 08:42:41.409845]Total energy: 19201029.75179179
[2022-04-08 08:44:07.410852]Total energy: 19232385.143815096
[2022-04-08 08:45:26.894804]Total energy: 19164028.75129357
[2022-04-08 08:46:50.069491]Total energy: 19188631.23603793
[2022-04-08 08:48:14.626110]Total energy: 19249748.769400872
[2022-04-08 08:49:40.862911]Total energy: 19170078.156287823
[2022-04-08 08:51:19.242666]Total energy: 19211072.99672156
[2022-04-08 08:53:00.871982]Total energy: 19174151.46043113
[2022-04-08 08:54:28.738630]Total energy: 19182313.848964166
[2022-04-08 08:55:53.200993]Total energy: 19171722.838305812
[2022-04-08 08:57:20.839787]Total energy: 19153577.88434807
[2022-04-08 08:58:42.704379]Total energy: 19177681.686766066
[2022-04-08 09:00:06.336320]Total energy: 19163599.295450274
[2022-04-08 09:01:35.128431]Total energy: 19189796.133024406
[2022-04-08 09:03:00.339204]Total energy: 19149755.35674598
[2022-04-08 09:04:29.532854]Total energy: 19222732.014380235
[2022-04-08 09:06:05.082901]Total energy: 19174302.466192324
[2022-04-08 09:07:27.851057]Total energy: 19138493.38782881
[2022-04-08 09:08:52.598231]Total energy: 19204185.810179092
[2022-04-08 09:10:19.649734]Total energy: 19164136.787613753
[2022-04-08 09:12:03.539469]Total energy: 19154951.154544745
[2022-04-08 09:13:32.199347]Total energy: 19193853.383535936
[2022-04-08 09:14:58.714788]Total energy: 19191181.22944482
[2022-04-08 09:16:25.733157]Total energy: 19203408.128667332
[2022-04-08 09:17:54.248939]Total energy: 19209883.826245137
[2022-04-08 09:19:21.832623]Total energy: 19090943.431518838
[2022-04-08 09:21:22.407145]Total energy: 19234874.391273394
[2022-04-08 09:23:00.889301]Total energy: 19222900.46703053
[2022-04-08 09:24:21.302621]Total energy: 19254263.644902896
[2022-04-08 09:25:53.715154]Total energy: 19220062.296811637
[2022-04-08 09:27:22.423503]Total energy: 19227688.6217476
[2022-04-08 09:28:49.735380]Total energy: 19200235.38224738
[2022-04-08 09:30:19.275852]Total energy: 19219534.972503927
[2022-04-08 09:31:50.253767]Total energy: 19202823.48944284
[2022-04-08 09:33:15.637145]Total energy: 19200165.67838084
[2022-04-08 09:34:41.360528]Total energy: 19198434.710729983
[2022-04-08 09:36:05.637420]Total energy: 19220173.3367841
[2022-04-08 09:37:24.053151]Total energy: 19254351.35475696
[2022-04-08 09:38:53.796497]Total energy: 19186208.307841472
[2022-04-08 09:40:18.666284]Total energy: 19187825.106881794
[2022-04-08 09:41:51.821299]Total energy: 19207130.476513743
[2022-04-08 09:43:18.323862]Total energy: 19209228.08338102
[2022-04-08 09:44:45.050772]Total energy: 19253237.953258883
[2022-04-08 09:46:09.222610]Total energy: 19184473.772563536
[2022-04-08 09:47:33.621063]Total energy: 19247608.68547036
[2022-04-08 09:49:00.781469]Total energy: 19176739.330037497
[2022-04-08 09:50:48.644240]Total energy: 19234504.29267006
[2022-04-08 09:52:26.894080]Total energy: 19179676.225493673
[2022-04-08 09:53:54.021281]Total energy: 19250770.775237255
[2022-04-08 09:55:21.826545]Total energy: 19170396.681709465
[2022-04-08 09:56:41.292561]Total energy: 19143315.677832104
[2022-04-08 09:58:09.878131]Total energy: 19173741.83145005
[2022-04-08 09:59:34.514012]Total energy: 19201447.22762614
[2022-04-08 10:01:19.266374]Total energy: 19250703.13613162
[2022-04-08 10:03:02.907745]Total energy: 19260672.301830642
[2022-04-08 10:04:21.261098]Total energy: 19146763.395300087
[2022-04-08 10:05:38.930364]Total energy: 19278003.74158239
