initial: 106 - diverse_seed
[2022-04-08 00:26:31.380373]Total energy: 20325130.78002768
[2022-04-08 00:27:49.728357]Total energy: 20226796.814548373
[2022-04-08 00:29:06.129085]Total energy: 20261748.36265915
[2022-04-08 00:30:35.425335]Total energy: 20208330.10290591
[2022-04-08 00:32:02.010148]Total energy: 20293849.087864157
[2022-04-08 00:33:21.488156]Total energy: 20306083.22697573
[2022-04-08 00:34:41.012046]Total energy: 20271688.744289365
[2022-04-08 00:36:00.567218]Total energy: 20262137.9618508
[2022-04-08 00:37:18.709605]Total energy: 20281058.787917644
[2022-04-08 00:38:36.446657]Total energy: 20296297.802879717
[2022-04-08 00:39:56.250368]Total energy: 20244413.263961818
[2022-04-08 00:41:18.705054]Total energy: 20241617.461871807
[2022-04-08 00:42:39.101403]Total energy: 20259435.47500648
[2022-04-08 00:43:57.838772]Total energy: 20276178.526546106
[2022-04-08 00:45:16.318929]Total energy: 20261163.89855897
[2022-04-08 00:46:34.816643]Total energy: 20316952.489547167
[2022-04-08 00:47:57.427510]Total energy: 20288513.31524328
[2022-04-08 00:49:15.746201]Total energy: 20261120.23499465
[2022-04-08 00:50:43.430883]Total energy: 20247122.203026447
[2022-04-08 00:52:07.700880]Total energy: 20296041.308270104
[2022-04-08 00:53:29.306050]Total energy: 20281436.822085794
[2022-04-08 00:54:48.418810]Total energy: 20296806.042990174
[2022-04-08 00:56:08.047045]Total energy: 20307362.81427418
[2022-04-08 00:57:26.582324]Total energy: 20283993.62349669
[2022-04-08 00:58:46.556700]Total energy: 20224859.104630865
[2022-04-08 01:00:05.333360]Total energy: 20249019.11322416
[2022-04-08 01:01:35.466083]Total energy: 20319148.06350087
[2022-04-08 01:02:56.305315]Total energy: 20298278.82064333
[2022-04-08 01:04:15.257769]Total energy: 20287018.930715725
[2022-04-08 01:05:33.855021]Total energy: 20212499.83957594
[2022-04-08 01:06:50.953587]Total energy: 20285265.92977444
[2022-04-08 01:08:08.956286]Total energy: 20299336.37296966
[2022-04-08 01:09:31.994736]Total energy: 20320694.378055736
[2022-04-08 01:10:57.498234]Total energy: 20313176.787865967
[2022-04-08 01:12:17.294409]Total energy: 20285497.439901624
[2022-04-08 01:13:37.798577]Total energy: 20265967.389100123
[2022-04-08 01:14:56.799126]Total energy: 20295050.163888466
[2022-04-08 01:16:15.966279]Total energy: 20265333.254471198
[2022-04-08 01:17:35.229744]Total energy: 20355998.157844063
[2022-04-08 01:18:54.801749]Total energy: 20304026.127081443
[2022-04-08 01:20:14.272405]Total energy: 20284104.570618
[2022-04-08 01:21:43.123004]Total energy: 20216640.28623532
[2022-04-08 01:23:00.219701]Total energy: 20276701.571919344
[2022-04-08 01:24:16.908226]Total energy: 20312821.642139062
[2022-04-08 01:25:34.017717]Total energy: 20236542.540958527
[2022-04-08 01:26:53.234527]Total energy: 20269021.548919685
[2022-04-08 01:28:11.129884]Total energy: 20164695.59286357
[2022-04-08 01:29:31.171573]Total energy: 20247708.53270421
[2022-04-08 01:30:54.755108]Total energy: 20208002.30808534
[2022-04-08 01:32:19.846364]Total energy: 20259533.32741029
[2022-04-08 01:33:40.507834]Total energy: 20227464.641719077
[2022-04-08 01:34:58.748209]Total energy: 20207904.937948972
[2022-04-08 01:36:33.097780]Total energy: 20228774.694547962
[2022-04-08 01:37:53.463702]Total energy: 20247418.33318026
[2022-04-08 01:39:12.386730]Total energy: 20218908.6489853
[2022-04-08 01:40:55.800037]Total energy: 20252430.408478446
[2022-04-08 01:42:35.072257]Total energy: 20187187.619198482
[2022-04-08 01:43:54.755557]Total energy: 20213486.888317313
[2022-04-08 01:45:14.227015]Total energy: 20236505.9162726
[2022-04-08 01:46:35.741608]Total energy: 20214138.032701053
[2022-04-08 01:47:53.909632]Total energy: 20226621.044225782
[2022-04-08 01:49:19.716363]Total energy: 20244047.85791657
[2022-04-08 01:50:55.263757]Total energy: 20205521.25340585
[2022-04-08 01:52:25.638756]Total energy: 20286255.892339323
[2022-04-08 01:53:49.357558]Total energy: 20172890.695445515
[2022-04-08 01:55:11.812056]Total energy: 20245657.23366175
[2022-04-08 01:56:31.216566]Total energy: 20261525.09350016
[2022-04-08 01:57:50.297302]Total energy: 20174612.091249492
[2022-04-08 01:59:08.632663]Total energy: 20237419.68436197
[2022-04-08 02:00:40.553401]Total energy: 20216098.329418503
[2022-04-08 02:02:15.076649]Total energy: 20218604.015231
[2022-04-08 02:03:34.830859]Total energy: 20172839.879511196
[2022-04-08 02:04:55.897158]Total energy: 20202426.01647997
[2022-04-08 02:06:15.951658]Total energy: 20174344.118140455
[2022-04-08 02:07:33.007463]Total energy: 20210268.439985115
[2022-04-08 02:08:56.999632]Total energy: 20193909.486059267
[2022-04-08 02:10:15.422190]Total energy: 20195041.768292926
[2022-04-08 02:11:41.623141]Total energy: 20262482.23855776
[2022-04-08 02:13:10.271380]Total energy: 20254978.678112
[2022-04-08 02:14:28.782703]Total energy: 20219534.110158674
[2022-04-08 02:15:47.560611]Total energy: 20251448.451655496
[2022-04-08 02:17:06.362608]Total energy: 20218485.47887708
[2022-04-08 02:18:26.603582]Total energy: 20220699.31947167
[2022-04-08 02:19:45.373797]Total energy: 20267084.06523291
[2022-04-08 02:21:19.914607]Total energy: 20216355.47207301
[2022-04-08 02:22:53.315396]Total energy: 20201091.45583789
[2022-04-08 02:24:18.085056]Total energy: 20223815.067907564
[2022-04-08 02:25:50.706196]Total energy: 20145572.661627315
[2022-04-08 02:27:09.027955]Total energy: 20239201.699000023
[2022-04-08 02:28:26.790309]Total energy: 20184091.73713451
[2022-04-08 02:29:44.446284]Total energy: 20237547.61364746
[2022-04-08 02:31:10.207689]Total energy: 20237223.101854052
[2022-04-08 02:32:32.626207]Total energy: 20243123.515608337
[2022-04-08 02:33:49.351645]Total energy: 20240099.847541545
[2022-04-08 02:35:09.940220]Total energy: 20235524.884019665
[2022-04-08 02:36:27.584260]Total energy: 20186583.849019434
[2022-04-08 02:37:46.344592]Total energy: 20252406.19529157
[2022-04-08 02:39:06.769860]Total energy: 20271153.082922447
[2022-04-08 02:41:05.098462]Total energy: 20196081.796950307
[2022-04-08 02:42:39.738877]Total energy: 20261135.06371186
[2022-04-08 02:44:01.166701]Total energy: 20276021.989668075
[2022-04-08 02:45:20.719007]Total energy: 20255636.947412647
[2022-04-08 02:46:37.953800]Total energy: 20244796.9901316
[2022-04-08 02:47:56.379938]Total energy: 20241844.22029371
[2022-04-08 02:49:17.306762]Total energy: 20218368.751505997
[2022-04-08 02:50:44.686882]Total energy: 20234310.09049549
[2022-04-08 02:52:06.437772]Total energy: 20173957.77438417
[2022-04-08 02:53:30.548394]Total energy: 20230506.074831467
[2022-04-08 02:54:50.442991]Total energy: 20226672.04228328
[2022-04-08 02:56:06.962955]Total energy: 20291717.927010316
[2022-04-08 02:57:24.943737]Total energy: 20252813.613974962
[2022-04-08 02:58:43.775008]Total energy: 20231938.950300973
[2022-04-08 03:00:05.146731]Total energy: 20265417.623153664
[2022-04-08 03:01:25.242729]Total energy: 20204088.457158305
[2022-04-08 03:02:58.571997]Total energy: 20279509.808488872
[2022-04-08 03:04:18.729547]Total energy: 20163891.11750359
[2022-04-08 03:05:36.231721]Total energy: 20271540.972003058
[2022-04-08 03:06:54.613444]Total energy: 20203267.502424084
[2022-04-08 03:08:12.408158]Total energy: 20147343.146790717
[2022-04-08 03:09:30.402302]Total energy: 20258094.70876612
[2022-04-08 03:10:54.815100]Total energy: 20234834.67785287
[2022-04-08 03:12:20.962860]Total energy: 20242340.24241628
[2022-04-08 03:13:38.035150]Total energy: 20179232.763729025
[2022-04-08 03:14:58.556454]Total energy: 20204156.09303456
[2022-04-08 03:16:15.974128]Total energy: 20226425.497892197
[2022-04-08 03:17:32.915574]Total energy: 20219236.705767937
[2022-04-08 03:18:50.795935]Total energy: 20252386.481489908
[2022-04-08 03:20:11.199088]Total energy: 20228828.737685237
[2022-04-08 03:21:44.700168]Total energy: 20232478.52540254
[2022-04-08 03:23:12.530022]Total energy: 20278226.52741644
[2022-04-08 03:24:41.998775]Total energy: 20177279.983791355
[2022-04-08 03:26:06.788945]Total energy: 20228222.919070344
[2022-04-08 03:27:26.798627]Total energy: 20206247.806481805
[2022-04-08 03:28:44.909765]Total energy: 20224251.91704721
[2022-04-08 03:30:00.549567]Total energy: 20191813.57076467
[2022-04-08 03:31:26.503496]Total energy: 20246605.625458993
[2022-04-08 03:32:56.147628]Total energy: 20241391.473321136
[2022-04-08 03:34:13.612009]Total energy: 20250674.392321683
[2022-04-08 03:35:34.840087]Total energy: 20199235.796864208
[2022-04-08 03:36:53.232441]Total energy: 20301259.506129142
[2022-04-08 03:38:10.539140]Total energy: 20231042.43309724
[2022-04-08 03:39:27.464749]Total energy: 20253408.26258476
[2022-04-08 03:40:55.047731]Total energy: 20166823.996743277
[2022-04-08 03:42:15.014599]Total energy: 20176826.655450247
[2022-04-08 03:43:32.396969]Total energy: 20183665.209292445
[2022-04-08 03:44:51.978250]Total energy: 20124233.964375474
[2022-04-08 03:46:09.338002]Total energy: 20196266.013962008
[2022-04-08 03:47:28.212386]Total energy: 20183652.428027757
[2022-04-08 03:48:45.597016]Total energy: 20178242.712746553
[2022-04-08 03:50:03.085648]Total energy: 20092634.606555607
[2022-04-08 03:51:21.665866]Total energy: 20184807.32280575
[2022-04-08 03:52:41.231529]Total energy: 20222791.49401376
[2022-04-08 03:54:00.047118]Total energy: 20210629.75991893
[2022-04-08 03:55:25.232837]Total energy: 20172626.1084116
[2022-04-08 03:56:49.586923]Total energy: 20156133.514931876
[2022-04-08 03:58:09.969614]Total energy: 20199939.18076932
[2022-04-08 03:59:32.851683]Total energy: 20181648.261230752
[2022-04-08 04:01:15.248912]Total energy: 20202219.745144613
[2022-04-08 04:02:43.059885]Total energy: 20138465.582727127
[2022-04-08 04:04:02.126110]Total energy: 20228200.27063341
[2022-04-08 04:05:21.823494]Total energy: 20157217.67218795
[2022-04-08 04:06:42.475307]Total energy: 20178748.050830245
[2022-04-08 04:08:01.661401]Total energy: 20155115.776858784
[2022-04-08 04:09:24.447085]Total energy: 20252518.27294389
[2022-04-08 04:10:47.107948]Total energy: 20268212.42911061
[2022-04-08 04:12:08.523053]Total energy: 20174522.008835323
[2022-04-08 04:13:30.001688]Total energy: 20173466.552392315
[2022-04-08 04:14:49.509222]Total energy: 20195337.253577337
[2022-04-08 04:16:10.104910]Total energy: 20171994.54041273
[2022-04-08 04:17:27.228417]Total energy: 20196252.099061705
[2022-04-08 04:18:49.898334]Total energy: 20179054.664763533
[2022-04-08 04:20:07.021447]Total energy: 20154713.758315098
[2022-04-08 04:21:30.932893]Total energy: 20172330.256754603
[2022-04-08 04:22:50.478020]Total energy: 20115533.107123073
[2022-04-08 04:24:08.102904]Total energy: 20158300.493246656
[2022-04-08 04:25:30.719957]Total energy: 20192711.6993434
[2022-04-08 04:26:47.888686]Total energy: 20150978.924147896
[2022-04-08 04:28:03.800814]Total energy: 20150689.156253435
[2022-04-08 04:29:20.642969]Total energy: 20188262.49629179
[2022-04-08 04:30:47.361418]Total energy: 20241490.805890694
[2022-04-08 04:32:07.994424]Total energy: 20155400.831784382
[2022-04-08 04:33:24.865521]Total energy: 20137284.71923208
[2022-04-08 04:34:41.740766]Total energy: 20184833.38081259
[2022-04-08 04:35:57.667219]Total energy: 20112122.3501724
[2022-04-08 04:37:13.870137]Total energy: 20119515.839800484
[2022-04-08 04:38:31.429040]Total energy: 20158038.53412052
[2022-04-08 04:39:47.868333]Total energy: 20195653.84837811
[2022-04-08 04:41:15.004005]Total energy: 20245339.71823217
[2022-04-08 04:42:50.474355]Total energy: 20173298.83459067
[2022-04-08 04:44:22.155655]Total energy: 20188379.520631198
[2022-04-08 04:45:56.629801]Total energy: 20161249.34176997
[2022-04-08 04:47:13.536246]Total energy: 20180031.869745277
[2022-04-08 04:48:31.497657]Total energy: 20211205.008421645
[2022-04-08 04:49:51.125922]Total energy: 20176765.344747562
[2022-04-08 04:51:28.620744]Total energy: 20176831.0408382
[2022-04-08 04:53:05.182891]Total energy: 20183878.930034745
[2022-04-08 04:54:34.400528]Total energy: 20194902.224335514
[2022-04-08 04:55:56.715948]Total energy: 20167123.156864565
[2022-04-08 04:57:15.698609]Total energy: 20215055.81343349
[2022-04-08 04:58:35.309758]Total energy: 20169223.03669762
[2022-04-08 04:59:52.388159]Total energy: 20181746.398500003
[2022-04-08 05:01:16.367659]Total energy: 20189329.402862918
[2022-04-08 05:02:35.359680]Total energy: 20165660.40866442
[2022-04-08 05:03:53.334247]Total energy: 20149326.12340907
[2022-04-08 05:05:09.804995]Total energy: 20165478.17607586
[2022-04-08 05:06:33.504112]Total energy: 20115928.684499443
[2022-04-08 05:07:53.633264]Total energy: 20218862.512226786
[2022-04-08 05:09:15.024164]Total energy: 20244121.439800736
[2022-04-08 05:10:43.436464]Total energy: 20160010.891431622
[2022-04-08 05:12:14.540678]Total energy: 20156546.940110993
[2022-04-08 05:13:36.485422]Total energy: 20146226.08097028
[2022-04-08 05:14:54.397196]Total energy: 20207337.881802697
[2022-04-08 05:16:11.480561]Total energy: 20212292.608342685
[2022-04-08 05:17:32.552899]Total energy: 20168207.594353687
[2022-04-08 05:18:52.375131]Total energy: 20198289.60585061
[2022-04-08 05:20:13.562092]Total energy: 20172866.004005983
[2022-04-08 05:21:34.691274]Total energy: 20222076.24197285
[2022-04-08 05:22:55.710828]Total energy: 20175590.69603206
[2022-04-08 05:24:14.587362]Total energy: 20249313.420583155
[2022-04-08 05:25:33.672347]Total energy: 20194319.264633577
[2022-04-08 05:26:53.084031]Total energy: 20159362.56706622
[2022-04-08 05:28:13.881592]Total energy: 20131959.691990223
[2022-04-08 05:29:35.682330]Total energy: 20203774.652211074
[2022-04-08 05:31:01.647259]Total energy: 20156408.139909547
[2022-04-08 05:32:30.591018]Total energy: 20199829.66792677
[2022-04-08 05:33:50.207430]Total energy: 20142135.3199907
[2022-04-08 05:35:13.561310]Total energy: 20157194.74574987
[2022-04-08 05:36:32.416917]Total energy: 20145861.476651654
[2022-04-08 05:37:57.551944]Total energy: 20216645.90240662
[2022-04-08 05:39:19.398290]Total energy: 20153041.429481428
[2022-04-08 05:41:00.960275]Total energy: 20216152.63090432
[2022-04-08 05:42:34.162103]Total energy: 20149875.42973725
[2022-04-08 05:44:00.681681]Total energy: 20206201.661952015
[2022-04-08 05:45:28.186129]Total energy: 20197805.690144274
[2022-04-08 05:46:48.548947]Total energy: 20249882.94498189
[2022-04-08 05:48:10.769932]Total energy: 20166116.61063929
[2022-04-08 05:49:31.664011]Total energy: 20154430.52850709
[2022-04-08 05:50:56.696706]Total energy: 20178023.216820877
[2022-04-08 05:52:26.424667]Total energy: 20170856.61696915
[2022-04-08 05:53:48.474494]Total energy: 20147023.220360976
[2022-04-08 05:55:09.345769]Total energy: 20176120.756095007
[2022-04-08 05:56:31.631767]Total energy: 20143332.001549505
[2022-04-08 05:57:51.534790]Total energy: 20123465.95965238
[2022-04-08 05:59:09.848803]Total energy: 20121612.987741955
[2022-04-08 06:00:41.637420]Total energy: 20142268.466549817
[2022-04-08 06:02:07.948992]Total energy: 20083389.843426317
[2022-04-08 06:03:26.151803]Total energy: 20092487.889785606
[2022-04-08 06:04:43.914203]Total energy: 20121957.747590616
[2022-04-08 06:06:04.248149]Total energy: 20086471.658672206
[2022-04-08 06:07:22.641176]Total energy: 20163283.66755521
[2022-04-08 06:08:41.772749]Total energy: 20169304.608190484
[2022-04-08 06:10:01.099622]Total energy: 20128325.583679836
[2022-04-08 06:11:27.814373]Total energy: 20157550.559894864
[2022-04-08 06:12:47.055364]Total energy: 20065980.44298892
[2022-04-08 06:14:05.170000]Total energy: 20108386.12777465
[2022-04-08 06:15:36.951999]Total energy: 20178032.474635217
[2022-04-08 06:17:01.044834]Total energy: 20123605.60049226
[2022-04-08 06:18:20.349349]Total energy: 20162484.029198837
[2022-04-08 06:19:41.006048]Total energy: 20102027.095654503
[2022-04-08 06:21:08.582982]Total energy: 20164363.252446514
[2022-04-08 06:22:41.582126]Total energy: 20105244.76897926
[2022-04-08 06:24:50.896057]Total energy: 20091598.433179528
[2022-04-08 06:26:14.242021]Total energy: 20161465.916836508
[2022-04-08 06:27:33.503789]Total energy: 20220186.569325857
[2022-04-08 06:28:55.562494]Total energy: 20088999.101932924
[2022-04-08 06:30:14.176561]Total energy: 20144877.07488949
[2022-04-08 06:31:33.609425]Total energy: 20155286.68263288
[2022-04-08 06:32:54.627567]Total energy: 20138969.434582386
[2022-04-08 06:34:14.701712]Total energy: 20096677.54134896
[2022-04-08 06:35:36.097211]Total energy: 20158493.568708222
[2022-04-08 06:36:53.907853]Total energy: 20145401.06901482
[2022-04-08 06:38:12.498271]Total energy: 20155001.09073581
[2022-04-08 06:39:32.484791]Total energy: 20109429.758596748
[2022-04-08 06:40:59.356385]Total energy: 20099031.7051752
[2022-04-08 06:42:21.132151]Total energy: 20111428.62041634
[2022-04-08 06:43:39.271721]Total energy: 20111452.612147443
[2022-04-08 06:44:58.801456]Total energy: 20113622.32826152
[2022-04-08 06:46:16.068989]Total energy: 20170724.704276074
[2022-04-08 06:47:34.160188]Total energy: 20192003.99905162
[2022-04-08 06:48:54.494188]Total energy: 20137751.40580176
[2022-04-08 06:50:14.520859]Total energy: 20171490.854019888
[2022-04-08 06:51:39.190040]Total energy: 20080857.49697438
[2022-04-08 06:53:07.256767]Total energy: 20177954.770239294
[2022-04-08 06:54:38.055364]Total energy: 20122286.965454645
[2022-04-08 06:56:10.588259]Total energy: 20104541.300813906
[2022-04-08 06:57:30.554229]Total energy: 20134212.31236755
[2022-04-08 06:58:50.113698]Total energy: 20142332.63175771
[2022-04-08 07:00:08.857963]Total energy: 20058269.28044055
[2022-04-08 07:01:41.209588]Total energy: 20151650.17245089
[2022-04-08 07:03:02.745384]Total energy: 20193572.83650413
[2022-04-08 07:04:26.091176]Total energy: 20178842.757464867
