initial: 107 - diverse_no_blind_seed
[2022-04-09 14:23:14.223249]Total energy: 17199103.517846745
[2022-04-09 14:24:36.081548]Total energy: 17196746.43929099
[2022-04-09 14:25:52.389470]Total energy: 17182414.358610947
[2022-04-09 14:27:06.579227]Total energy: 17192696.56097109
[2022-04-09 14:28:21.910829]Total energy: 17220257.181418404
[2022-04-09 14:29:35.515075]Total energy: 17214418.240740836
[2022-04-09 14:31:14.200363]Total energy: 17223510.770651955
[2022-04-09 14:32:42.034770]Total energy: 17185556.540780254
[2022-04-09 14:34:02.450045]Total energy: 17138256.973834865
[2022-04-09 14:35:26.653258]Total energy: 17195262.460301574
[2022-04-09 14:36:49.017026]Total energy: 17188876.37095878
[2022-04-09 14:38:13.616039]Total energy: 17184480.821845688
[2022-04-09 14:39:38.759961]Total energy: 17254383.491219252
[2022-04-09 14:41:22.905536]Total energy: 17191178.210401993
[2022-04-09 14:43:04.721961]Total energy: 17180753.88995592
[2022-04-09 14:44:32.409651]Total energy: 17153298.66304185
[2022-04-09 14:46:01.846856]Total energy: 17216401.94453506
[2022-04-09 14:47:24.324245]Total energy: 17199505.302777298
[2022-04-09 14:48:45.786395]Total energy: 17198872.186898813
[2022-04-09 14:50:03.452492]Total energy: 17184865.09804236
[2022-04-09 14:51:37.493192]Total energy: 17265240.243202895
[2022-04-09 14:53:02.026286]Total energy: 17238358.863685302
[2022-04-09 14:54:22.965526]Total energy: 17170896.059112243
[2022-04-09 14:55:49.615156]Total energy: 17257994.801124427
[2022-04-09 14:57:16.985918]Total energy: 17204619.48940835
[2022-04-09 14:58:44.173319]Total energy: 17168439.17015804
[2022-04-09 15:00:08.693760]Total energy: 17185795.08128566
[2022-04-09 15:01:43.558586]Total energy: 17206848.439879496
[2022-04-09 15:03:05.375564]Total energy: 17187364.022077203
[2022-04-09 15:04:27.380879]Total energy: 17174277.971801713
[2022-04-09 15:05:53.278838]Total energy: 17238966.970511965
[2022-04-09 15:07:13.634776]Total energy: 17217071.184200484
[2022-04-09 15:08:35.249065]Total energy: 17203627.878769398
[2022-04-09 15:09:55.351582]Total energy: 17191601.306273267
[2022-04-09 15:11:34.830476]Total energy: 17185990.018769152
[2022-04-09 15:13:19.692710]Total energy: 17189080.36659855
[2022-04-09 15:14:41.252673]Total energy: 17180648.73377089
[2022-04-09 15:15:57.411925]Total energy: 17180576.530005038
[2022-04-09 15:17:14.254112]Total energy: 17172258.615322508
[2022-04-09 15:18:33.427267]Total energy: 17157770.147426978
[2022-04-09 15:19:50.294794]Total energy: 17124341.808289483
[2022-04-09 15:21:29.950753]Total energy: 17172121.447850876
[2022-04-09 15:22:54.872294]Total energy: 17197868.204570703
[2022-04-09 15:24:14.896128]Total energy: 17202053.858536486
[2022-04-09 15:25:36.621656]Total energy: 17153578.111153975
[2022-04-09 15:26:52.744223]Total energy: 17200559.402398754
[2022-04-09 15:28:09.719257]Total energy: 17226943.408604812
[2022-04-09 15:29:27.188989]Total energy: 17222427.86519412
[2022-04-09 15:30:59.635574]Total energy: 17180374.317661036
[2022-04-09 15:32:29.082069]Total energy: 17245395.321185414
[2022-04-09 15:33:52.105490]Total energy: 17177826.85382081
[2022-04-09 15:35:07.723328]Total energy: 17202479.293582
[2022-04-09 15:36:22.022280]Total energy: 17155549.468051545
[2022-04-09 15:37:36.752393]Total energy: 17195426.80494963
[2022-04-09 15:38:54.171546]Total energy: 17201118.4663107
[2022-04-09 15:40:10.661537]Total energy: 17174412.480182394
[2022-04-09 15:41:42.425156]Total energy: 17173061.029659864
[2022-04-09 15:43:00.730433]Total energy: 17188864.309018597
[2022-04-09 15:44:16.719332]Total energy: 17198431.90448757
[2022-04-09 15:45:31.373992]Total energy: 17179850.084654775
[2022-04-09 15:46:45.761193]Total energy: 17173884.67217812
[2022-04-09 15:48:01.264896]Total energy: 17166314.331706386
[2022-04-09 15:49:17.176948]Total energy: 17208726.485529263
[2022-04-09 15:51:00.780738]Total energy: 17185588.035118822
[2022-04-09 15:52:32.735616]Total energy: 17209043.61292233
[2022-04-09 15:53:48.055111]Total energy: 17164861.57366497
[2022-04-09 15:55:04.631932]Total energy: 17169840.480594832
[2022-04-09 15:56:20.612329]Total energy: 17166558.743474837
[2022-04-09 15:57:36.424712]Total energy: 17179541.272499397
[2022-04-09 15:58:51.559443]Total energy: 17218967.926344898
[2022-04-09 16:00:07.647877]Total energy: 17226443.143449225
[2022-04-09 16:01:44.846507]Total energy: 17187223.813195154
[2022-04-09 16:03:13.508596]Total energy: 17236066.328125484
[2022-04-09 16:04:27.904327]Total energy: 17188296.410261992
[2022-04-09 16:05:44.411301]Total energy: 17202692.84841297
[2022-04-09 16:07:00.960809]Total energy: 17139026.658619616
[2022-04-09 16:08:25.013507]Total energy: 17190319.831534177
[2022-04-09 16:09:46.568307]Total energy: 17170387.091973647
[2022-04-09 16:11:32.020931]Total energy: 17166230.41852024
[2022-04-09 16:12:56.178552]Total energy: 17146391.382146016
[2022-04-09 16:14:24.052545]Total energy: 17141586.65946828
[2022-04-09 16:15:44.300286]Total energy: 17183288.066414725
[2022-04-09 16:16:59.290310]Total energy: 17192226.374911953
[2022-04-09 16:18:17.192728]Total energy: 17171125.723132312
[2022-04-09 16:19:33.756598]Total energy: 17205153.97900687
[2022-04-09 16:21:13.064371]Total energy: 17175548.884263914
[2022-04-09 16:22:51.484477]Total energy: 17193833.373418685
[2022-04-09 16:24:11.192794]Total energy: 17180036.58161135
[2022-04-09 16:25:27.366715]Total energy: 17139758.888006527
[2022-04-09 16:26:42.910409]Total energy: 17198277.75596421
[2022-04-09 16:28:00.849852]Total energy: 17219203.39441992
[2022-04-09 16:29:16.255132]Total energy: 17234958.39169012
[2022-04-09 16:30:58.803576]Total energy: 17187614.3303447
[2022-04-09 16:32:29.708324]Total energy: 17240100.77289034
[2022-04-09 16:33:52.221051]Total energy: 17218716.418828607
[2022-04-09 16:35:09.584262]Total energy: 17183498.60842987
[2022-04-09 16:36:25.775072]Total energy: 17192230.981066477
[2022-04-09 16:37:42.260374]Total energy: 17177827.674097426
[2022-04-09 16:38:58.270129]Total energy: 17209317.750782933
[2022-04-09 16:40:14.790744]Total energy: 17185207.023089614
[2022-04-09 16:41:38.685186]Total energy: 17147589.426211916
[2022-04-09 16:43:10.490256]Total energy: 17161531.960178494
[2022-04-09 16:44:40.902202]Total energy: 17163858.371652044
[2022-04-09 16:45:59.078671]Total energy: 17210705.300241802
[2022-04-09 16:47:14.157552]Total energy: 17137922.223307528
[2022-04-09 16:48:30.065285]Total energy: 17177753.119019784
[2022-04-09 16:49:46.011500]Total energy: 17176689.128271032
[2022-04-09 16:51:13.324284]Total energy: 17156463.84298923
[2022-04-09 16:52:38.388222]Total energy: 17166011.572140034
[2022-04-09 16:53:55.978516]Total energy: 17155714.994106226
[2022-04-09 16:55:13.403708]Total energy: 17238293.073032364
[2022-04-09 16:56:29.096195]Total energy: 17212184.90987832
[2022-04-09 16:57:45.795890]Total energy: 17161917.832692556
[2022-04-09 16:59:01.985340]Total energy: 17185277.413151775
[2022-04-09 17:00:20.652713]Total energy: 17145680.120612938
[2022-04-09 17:01:44.732675]Total energy: 17177735.45416025
[2022-04-09 17:03:18.608528]Total energy: 17171423.394073028
[2022-04-09 17:04:37.149578]Total energy: 17165071.5775968
[2022-04-09 17:05:53.776246]Total energy: 17198961.89421229
[2022-04-09 17:07:11.824886]Total energy: 17223676.99243136
[2022-04-09 17:08:30.046858]Total energy: 17165712.420076102
[2022-04-09 17:09:45.473949]Total energy: 17165173.156910084
[2022-04-09 17:11:20.838278]Total energy: 17206005.066007905
[2022-04-09 17:13:00.894583]Total energy: 17168170.18473493
[2022-04-09 17:14:23.130426]Total energy: 17160357.995122187
[2022-04-09 17:15:39.692197]Total energy: 17132657.640574176
[2022-04-09 17:16:54.923091]Total energy: 17187190.438296366
[2022-04-09 17:18:13.083831]Total energy: 17166222.387153335
[2022-04-09 17:19:29.771779]Total energy: 17203953.900109626
[2022-04-09 17:20:50.971012]Total energy: 17157410.711782888
[2022-04-09 17:22:23.022476]Total energy: 17159210.56733321
[2022-04-09 17:23:52.885484]Total energy: 17205885.953164913
[2022-04-09 17:25:08.628559]Total energy: 17168852.55754281
[2022-04-09 17:26:24.469594]Total energy: 17170105.581508547
[2022-04-09 17:27:39.350853]Total energy: 17163366.304718006
[2022-04-09 17:28:54.949650]Total energy: 17178257.758649953
[2022-04-09 17:30:10.436676]Total energy: 17126740.46324643
[2022-04-09 17:31:35.222005]Total energy: 17168071.47995
[2022-04-09 17:33:03.600369]Total energy: 17083648.785542216
[2022-04-09 17:34:25.957578]Total energy: 17160032.619592905
[2022-04-09 17:35:43.404878]Total energy: 17097979.24557984
[2022-04-09 17:36:58.554496]Total energy: 17189418.58148508
[2022-04-09 17:38:13.498351]Total energy: 17188868.558218025
[2022-04-09 17:39:28.695749]Total energy: 17204855.11627623
[2022-04-09 17:41:07.370512]Total energy: 17193380.10994212
[2022-04-09 17:42:29.664552]Total energy: 17219626.748122558
[2022-04-09 17:43:48.328606]Total energy: 17192018.17441858
[2022-04-09 17:45:03.954188]Total energy: 17165503.788456853
[2022-04-09 17:46:22.456098]Total energy: 17171941.343151517
[2022-04-09 17:47:43.623797]Total energy: 17124904.359268226
[2022-04-09 17:48:59.748298]Total energy: 17197195.389407355
[2022-04-09 17:50:15.331621]Total energy: 17200103.93772762
[2022-04-09 17:51:51.037317]Total energy: 17184439.838387825
[2022-04-09 17:53:20.714164]Total energy: 17131277.261934496
[2022-04-09 17:54:42.028094]Total energy: 17127362.781140495
[2022-04-09 17:55:59.941033]Total energy: 17189480.849186793
[2022-04-09 17:57:17.703636]Total energy: 17145225.71977263
[2022-04-09 17:58:34.265322]Total energy: 17197467.143065862
[2022-04-09 17:59:53.641488]Total energy: 17163294.14818257
[2022-04-09 18:01:21.943615]Total energy: 17160279.86785067
[2022-04-09 18:02:48.652420]Total energy: 17164211.20080481
[2022-04-09 18:04:03.506897]Total energy: 17157615.45891111
[2022-04-09 18:05:19.375684]Total energy: 17131053.264456134
[2022-04-09 18:06:35.097126]Total energy: 17104774.25472856
[2022-04-09 18:07:49.862805]Total energy: 17132162.95798692
[2022-04-09 18:09:07.468819]Total energy: 17171062.77376557
[2022-04-09 18:10:22.354101]Total energy: 17155117.584933195
[2022-04-09 18:11:56.551870]Total energy: 17143902.23388737
[2022-04-09 18:13:11.254921]Total energy: 17195450.030116845
[2022-04-09 18:14:27.035407]Total energy: 17142689.125686046
[2022-04-09 18:15:43.711583]Total energy: 17153229.67966953
[2022-04-09 18:17:01.203144]Total energy: 17126126.056017477
[2022-04-09 18:18:18.127469]Total energy: 17140460.71014042
[2022-04-09 18:19:34.025152]Total energy: 17124419.45214126
[2022-04-09 18:21:08.251079]Total energy: 17134525.33036556
[2022-04-09 18:22:48.185232]Total energy: 17189931.062859666
[2022-04-09 18:24:12.267056]Total energy: 17114968.857780125
[2022-04-09 18:25:33.741050]Total energy: 17145464.0130076
[2022-04-09 18:26:55.003669]Total energy: 17137632.825851757
[2022-04-09 18:28:14.143224]Total energy: 17126528.889841285
[2022-04-09 18:29:42.266696]Total energy: 17117364.101810444
[2022-04-09 18:31:19.876144]Total energy: 17164615.172395848
[2022-04-09 18:33:05.925061]Total energy: 17177765.601354647
[2022-04-09 18:34:32.988663]Total energy: 17138610.02339703
[2022-04-09 18:35:54.527500]Total energy: 17186282.938091546
[2022-04-09 18:37:13.158381]Total energy: 17209369.98285813
[2022-04-09 18:38:33.855019]Total energy: 17187250.79522654
[2022-04-09 18:39:54.008445]Total energy: 17118275.496825993
[2022-04-09 18:41:23.030430]Total energy: 17177140.516480263
[2022-04-09 18:42:43.107172]Total energy: 17136080.667999674
[2022-04-09 18:43:59.684281]Total energy: 17140898.912137702
[2022-04-09 18:45:17.896948]Total energy: 17140120.71765677
[2022-04-09 18:46:35.130109]Total energy: 17123725.963644687
[2022-04-09 18:47:50.042393]Total energy: 17186164.45992116
[2022-04-09 18:49:05.352051]Total energy: 17193946.919949826
[2022-04-09 18:50:20.294015]Total energy: 17163979.59279874
[2022-04-09 18:52:11.103609]Total energy: 17136702.347435046
[2022-04-09 18:53:34.271891]Total energy: 17177888.72050226
[2022-04-09 18:54:48.978314]Total energy: 17190062.715632502
[2022-04-09 18:56:03.305706]Total energy: 17159478.070776455
[2022-04-09 18:57:18.200298]Total energy: 17168560.03142031
[2022-04-09 18:58:34.175949]Total energy: 17169145.37414127
[2022-04-09 18:59:49.141262]Total energy: 17141656.88696211
[2022-04-09 19:01:35.763787]Total energy: 17200326.066227194
[2022-04-09 19:03:07.209126]Total energy: 17185520.301175456
[2022-04-09 19:04:39.330720]Total energy: 17194605.40864351
[2022-04-09 19:06:02.276759]Total energy: 17160116.168993663
[2022-04-09 19:07:16.810035]Total energy: 17145652.833395112
[2022-04-09 19:08:32.623833]Total energy: 17191132.376441225
[2022-04-09 19:09:47.707395]Total energy: 17165770.37442966
[2022-04-09 19:11:27.544626]Total energy: 17143064.39871808
[2022-04-09 19:12:52.172972]Total energy: 17200785.837688442
[2022-04-09 19:14:20.692051]Total energy: 17118566.230858754
[2022-04-09 19:15:41.226768]Total energy: 17173443.811297584
[2022-04-09 19:17:33.201058]Total energy: 17173030.581761874
[2022-04-09 19:20:12.894973]Total energy: 17200403.640110336
[2022-04-09 19:21:45.374402]Total energy: 17189384.512056597
[2022-04-09 19:23:08.858998]Total energy: 17118534.09124935
[2022-04-09 19:24:23.915948]Total energy: 17111926.251055904
[2022-04-09 19:25:38.626895]Total energy: 17148415.830218084
[2022-04-09 19:26:52.250099]Total energy: 17111334.916953165
[2022-04-09 19:28:07.931050]Total energy: 17138978.349103555
[2022-04-09 19:29:24.707893]Total energy: 17172080.349368434
[2022-04-09 19:31:13.197526]Total energy: 17220617.226510335
[2022-04-09 19:32:51.039614]Total energy: 17137783.96038828
[2022-04-09 19:34:21.473742]Total energy: 17142736.03816721
[2022-04-09 19:35:41.796356]Total energy: 17204440.003079206
[2022-04-09 19:36:56.311920]Total energy: 17122032.137077134
[2022-04-09 19:38:11.855085]Total energy: 17138675.682370916
[2022-04-09 19:39:27.380978]Total energy: 17161940.206180327
[2022-04-09 19:40:53.980171]Total energy: 17116775.240883596
[2022-04-09 19:42:13.582932]Total energy: 17139129.05284902
[2022-04-09 19:43:30.067683]Total energy: 17166745.934857626
[2022-04-09 19:44:48.263315]Total energy: 17141596.161183838
[2022-04-09 19:46:11.405505]Total energy: 17159168.84212734
[2022-04-09 19:47:31.945521]Total energy: 17137815.21676997
[2022-04-09 19:48:48.575773]Total energy: 17164549.970546737
[2022-04-09 19:50:03.667759]Total energy: 17111410.706460536
[2022-04-09 19:51:46.108742]Total energy: 17167656.687864237
[2022-04-09 19:53:17.922499]Total energy: 17191589.888838295
[2022-04-09 19:54:48.138553]Total energy: 17147770.05627454
[2022-04-09 19:56:02.937746]Total energy: 17124075.56079492
[2022-04-09 19:57:16.887767]Total energy: 17135493.287667233
[2022-04-09 19:58:31.189403]Total energy: 17164833.596918065
[2022-04-09 19:59:46.431469]Total energy: 17142050.983785275
[2022-04-09 20:01:17.198339]Total energy: 17159295.72984351
[2022-04-09 20:02:39.738281]Total energy: 17166107.6842678
[2022-04-09 20:04:00.428954]Total energy: 17162031.60399429
[2022-04-09 20:05:18.191899]Total energy: 17105368.58399069
[2022-04-09 20:06:32.889833]Total energy: 17107137.829476804
[2022-04-09 20:07:48.566936]Total energy: 17131787.804156657
[2022-04-09 20:09:05.283796]Total energy: 17128305.4988689
[2022-04-09 20:10:20.177355]Total energy: 17126346.781396676
[2022-04-09 20:11:51.715734]Total energy: 17187257.009521022
[2022-04-09 20:13:19.042727]Total energy: 17114625.557568394
[2022-04-09 20:14:52.808487]Total energy: 17190362.303205885
[2022-04-09 20:16:28.934471]Total energy: 17145771.98499791
[2022-04-09 20:17:45.266042]Total energy: 17120744.254617117
[2022-04-09 20:19:05.340244]Total energy: 17135918.210935485
[2022-04-09 20:20:20.336707]Total energy: 17153522.371042438
[2022-04-09 20:22:01.784255]Total energy: 17154402.83612039
[2022-04-09 20:23:22.137554]Total energy: 17140449.476880647
[2022-04-09 20:24:40.105793]Total energy: 17145971.432436116
[2022-04-09 20:25:59.141716]Total energy: 17142161.893226504
[2022-04-09 20:27:19.508437]Total energy: 17163895.851267423
[2022-04-09 20:28:41.101929]Total energy: 17153642.562064767
[2022-04-09 20:30:02.305912]Total energy: 17161982.01431668
[2022-04-09 20:31:26.608936]Total energy: 17163207.262403708
[2022-04-09 20:32:49.792560]Total energy: 17158909.916039824
[2022-04-09 20:34:12.916885]Total energy: 17093811.10593797
[2022-04-09 20:35:30.297071]Total energy: 17147588.14296515
[2022-04-09 20:36:45.199641]Total energy: 17118287.136628
[2022-04-09 20:38:00.780892]Total energy: 17149302.93764394
[2022-04-09 20:39:17.724483]Total energy: 17156491.639297288
[2022-04-09 20:41:15.335729]Total energy: 17135590.922753163
[2022-04-09 20:42:57.526589]Total energy: 17135921.724056944
[2022-04-09 20:44:31.294139]Total energy: 17124836.10679977
[2022-04-09 20:46:07.428827]Total energy: 17101988.34304449
[2022-04-09 20:47:23.286997]Total energy: 17124433.36596803
[2022-04-09 20:48:40.610189]Total energy: 17159583.85309626
[2022-04-09 20:49:55.983606]Total energy: 17113970.023979038
[2022-04-09 20:51:23.862377]Total energy: 17083449.46294502
[2022-04-09 20:53:02.554505]Total energy: 17143970.777124513
[2022-04-09 20:54:30.211004]Total energy: 17153665.025135882
[2022-04-09 20:55:44.285931]Total energy: 17166207.116363827
[2022-04-09 20:57:01.077269]Total energy: 17161442.092011143
[2022-04-09 20:58:16.690872]Total energy: 17175161.731069203
[2022-04-09 20:59:36.967045]Total energy: 17177750.783113025
[2022-04-09 21:01:11.195296]Total energy: 17141749.429861896
[2022-04-09 21:02:55.061674]Total energy: 17129998.920406505
[2022-04-09 21:04:29.647757]Total energy: 17170260.372431315
[2022-04-09 21:06:06.905129]Total energy: 17163301.12585047
[2022-04-09 21:07:41.030416]Total energy: 17138799.761408594
[2022-04-09 21:09:17.415370]Total energy: 17166983.656596795
[2022-04-09 21:10:42.820458]Total energy: 17118878.63052414
[2022-04-09 21:11:57.731444]Total energy: 17178469.057930317
[2022-04-09 21:13:13.357785]Total energy: 17131192.980089672
[2022-04-09 21:14:28.237469]Total energy: 17129247.439013638
[2022-04-09 21:15:45.032355]Total energy: 17164322.419069298
[2022-04-09 21:16:59.318588]Total energy: 17190848.068542972
[2022-04-09 21:18:15.488216]Total energy: 17188686.187496737
[2022-04-09 21:19:30.148877]Total energy: 17180632.682751425
[2022-04-09 21:21:10.676628]Total energy: 17136983.887442876
[2022-04-09 21:23:00.275526]Total energy: 17222587.22657524
[2022-04-09 21:24:39.227879]Total energy: 17236619.657098368
[2022-04-09 21:26:02.122570]Total energy: 17155404.0841509
[2022-04-09 21:27:17.011249]Total energy: 17140792.765994504
[2022-04-09 21:28:32.569599]Total energy: 17165305.57151408
[2022-04-09 21:29:49.159457]Total energy: 17197912.33326674
[2022-04-09 21:31:28.907479]Total energy: 17161248.69559231
[2022-04-09 21:32:56.098911]Total energy: 17149745.437462468
[2022-04-09 21:34:34.511311]Total energy: 17128099.6398911
[2022-04-09 21:36:13.272405]Total energy: 17158086.693202667
[2022-04-09 21:37:36.830849]Total energy: 17189721.4476687
[2022-04-09 21:38:52.327864]Total energy: 17178901.30928173
[2022-04-09 21:40:08.182489]Total energy: 17167822.012225773
[2022-04-09 21:41:31.449393]Total energy: 17151974.791852262
[2022-04-09 21:43:04.970560]Total energy: 17147605.57580981
[2022-04-09 21:44:30.100282]Total energy: 17138535.80642657
[2022-04-09 21:45:45.015952]Total energy: 17149110.87891247
[2022-04-09 21:47:00.138506]Total energy: 17147042.563417334
[2022-04-09 21:48:16.907562]Total energy: 17104412.412250534
[2022-04-09 21:49:32.761553]Total energy: 17169039.883639473
[2022-04-09 21:51:13.829506]Total energy: 17157830.724873256
[2022-04-09 21:52:58.319280]Total energy: 17191381.652006805
[2022-04-09 21:54:18.164747]Total energy: 17135685.94587575
[2022-04-09 21:55:35.259426]Total energy: 17167267.69710504
[2022-04-09 21:56:53.168888]Total energy: 17164945.078386705
[2022-04-09 21:58:09.063728]Total energy: 17101360.191922296
[2022-04-09 21:59:23.943030]Total energy: 17102237.643878564
[2022-04-09 22:00:41.814237]Total energy: 17145793.357213248
[2022-04-09 22:02:04.904015]Total energy: 17139664.117119975
[2022-04-09 22:03:27.702742]Total energy: 17169907.7292692
[2022-04-09 22:04:51.326058]Total energy: 17112077.276342954
[2022-04-09 22:06:18.599534]Total energy: 17153203.212070443
[2022-04-09 22:07:42.720249]Total energy: 17108113.00756371
[2022-04-09 22:09:02.207483]Total energy: 17147992.252471074
[2022-04-09 22:10:26.918443]Total energy: 17137708.506134618
[2022-04-09 22:12:24.233416]Total energy: 17161421.463463496
[2022-04-09 22:13:57.022631]Total energy: 17179231.045232218
[2022-04-09 22:15:22.731720]Total energy: 17174298.13757896
[2022-04-09 22:16:44.684387]Total energy: 17161351.16426115
[2022-04-09 22:18:04.758411]Total energy: 17167198.758307103
[2022-04-09 22:19:24.255630]Total energy: 17172023.6621719
[2022-04-09 22:20:51.107229]Total energy: 17158635.470024947
[2022-04-09 22:22:28.294975]Total energy: 17175343.143051032
[2022-04-09 22:24:03.108788]Total energy: 17159165.754011113
[2022-04-09 22:25:25.409615]Total energy: 17132864.924274698
[2022-04-09 22:26:39.672605]Total energy: 17096918.05144058
[2022-04-09 22:27:54.379921]Total energy: 17153004.64395832
[2022-04-09 22:29:09.187824]Total energy: 17162393.530255403
[2022-04-09 22:30:40.973894]Total energy: 17169208.370937433
[2022-04-09 22:32:25.595609]Total energy: 17095640.608012263
[2022-04-09 22:33:48.880373]Total energy: 17133181.46804375
[2022-04-09 22:35:04.460335]Total energy: 17173350.327988137
[2022-04-09 22:36:20.299655]Total energy: 17124636.50866349
[2022-04-09 22:37:34.552592]Total energy: 17148999.734807484
[2022-04-09 22:38:48.804135]Total energy: 17120208.018398542
[2022-04-09 22:40:03.812649]Total energy: 17106889.477781523
[2022-04-09 22:41:43.501784]Total energy: 17164068.798163965
[2022-04-09 22:43:21.665184]Total energy: 17127867.432208735
[2022-04-09 22:44:44.663324]Total energy: 17131782.519133307
[2022-04-09 22:45:59.080554]Total energy: 17124914.91465786
[2022-04-09 22:47:13.441928]Total energy: 17156524.718871593
[2022-04-09 22:48:28.583822]Total energy: 17153890.5701304
[2022-04-09 22:49:46.384994]Total energy: 17180013.90159724
[2022-04-09 22:51:07.709883]Total energy: 17121119.599036686
[2022-04-09 22:52:28.539712]Total energy: 17158472.932564672
[2022-04-09 22:53:44.698823]Total energy: 17100834.047312725
[2022-04-09 22:54:59.786016]Total energy: 17141318.225846715
[2022-04-09 22:56:15.673202]Total energy: 17157280.6777402
[2022-04-09 22:57:30.342376]Total energy: 17153575.845838066
[2022-04-09 22:58:44.473661]Total energy: 17127038.027412526
[2022-04-09 22:59:59.245577]Total energy: 17133035.049982503
[2022-04-09 23:01:31.065410]Total energy: 17130606.22983659
[2022-04-09 23:02:58.999873]Total energy: 17147806.04510564
[2022-04-09 23:04:30.086839]Total energy: 17172663.4882218
[2022-04-09 23:06:00.148873]Total energy: 17122513.975547284
[2022-04-09 23:07:28.378982]Total energy: 17132582.17804999
[2022-04-09 23:08:44.701185]Total energy: 17110969.24059637
[2022-04-09 23:09:59.727478]Total energy: 17145282.3716513
[2022-04-09 23:11:16.547756]Total energy: 17162184.461641006
[2022-04-09 23:12:31.325308]Total energy: 17157469.205148384
[2022-04-09 23:13:46.288104]Total energy: 17139306.843620304
[2022-04-09 23:15:06.384821]Total energy: 17111559.701056793
[2022-04-09 23:16:22.669780]Total energy: 17139329.477358148
[2022-04-09 23:17:38.261252]Total energy: 17144167.07681325
[2022-04-09 23:18:53.581694]Total energy: 17205102.602170918
[2022-04-09 23:20:07.864335]Total energy: 17116741.57974377
[2022-04-09 23:21:37.727560]Total energy: 17133484.841807615
[2022-04-09 23:23:05.049371]Total energy: 17176018.335152876
[2022-04-09 23:24:32.746440]Total energy: 17102520.53537532
[2022-04-09 23:25:53.791579]Total energy: 17169744.224253103
[2022-04-09 23:27:08.821372]Total energy: 17135880.53106806
[2022-04-09 23:28:22.917547]Total energy: 17105899.38349025
[2022-04-09 23:29:37.414706]Total energy: 17102896.19373746
[2022-04-09 23:31:15.158411]Total energy: 17146673.76825036
[2022-04-09 23:32:45.884956]Total energy: 17168833.32776173
[2022-04-09 23:34:11.299973]Total energy: 17130723.126571514
[2022-04-09 23:35:40.516802]Total energy: 17150248.274957117
[2022-04-09 23:37:13.415332]Total energy: 17136395.945431065
[2022-04-09 23:38:49.180948]Total energy: 17137620.790535994
