initial: 115 - optimal_only_seed
[2022-04-08 00:20:40.265324]Total energy: 51978854.36177564
[2022-04-08 00:22:28.515431]Total energy: 51846670.24471039
[2022-04-08 00:23:44.352309]Total energy: 51950012.7090463
[2022-04-08 00:25:01.685072]Total energy: 51884917.00779951
[2022-04-08 00:26:18.552429]Total energy: 52101144.41203969
[2022-04-08 00:27:37.078153]Total energy: 51914218.06192331
[2022-04-08 00:28:53.001769]Total energy: 52194195.272775345
[2022-04-08 00:30:08.997523]Total energy: 52064895.565321475
[2022-04-08 00:31:45.759840]Total energy: 51886161.9497387
[2022-04-08 00:33:07.095047]Total energy: 51989462.624423034
[2022-04-08 00:34:26.857185]Total energy: 52235541.67507922
[2022-04-08 00:35:43.318402]Total energy: 52018803.910777256
[2022-04-08 00:36:58.773921]Total energy: 51957906.43732624
[2022-04-08 00:38:15.095862]Total energy: 52105757.33155131
[2022-04-08 00:39:31.440618]Total energy: 51881212.438686945
[2022-04-08 00:40:59.911645]Total energy: 52035179.15545673
[2022-04-08 00:42:19.850430]Total energy: 51770269.86951852
[2022-04-08 00:43:35.271129]Total energy: 51948978.34964244
[2022-04-08 00:44:51.334664]Total energy: 51794759.197054036
[2022-04-08 00:46:08.489118]Total energy: 51775117.207210444
[2022-04-08 00:47:26.414692]Total energy: 52005638.76983425
[2022-04-08 00:48:43.168428]Total energy: 51835186.58831533
[2022-04-08 00:49:58.487656]Total energy: 51844331.664759964
[2022-04-08 00:51:19.416734]Total energy: 52163382.94135279
[2022-04-08 00:52:43.082109]Total energy: 51956676.15584157
[2022-04-08 00:54:07.209071]Total energy: 51562090.79754923
[2022-04-08 00:55:29.512706]Total energy: 51983358.78622384
[2022-04-08 00:56:50.393294]Total energy: 52054377.857064284
[2022-04-08 00:58:12.042436]Total energy: 52170898.633035205
[2022-04-08 00:59:34.185730]Total energy: 51949160.267133944
[2022-04-08 01:01:08.930152]Total energy: 52135666.76495015
[2022-04-08 01:02:32.629813]Total energy: 51940944.8433762
[2022-04-08 01:03:54.241342]Total energy: 51840347.639592856
[2022-04-08 01:05:09.472214]Total energy: 51890836.94986464
[2022-04-08 01:06:25.765054]Total energy: 51886613.55522442
[2022-04-08 01:07:41.530313]Total energy: 52104829.40334222
[2022-04-08 01:08:58.613764]Total energy: 51822338.337696455
[2022-04-08 01:10:15.512577]Total energy: 51807088.98927766
[2022-04-08 01:11:33.016154]Total energy: 51990044.94063739
[2022-04-08 01:12:59.363385]Total energy: 51844353.13868359
[2022-04-08 01:14:43.218799]Total energy: 52153045.610465005
[2022-04-08 01:16:13.379779]Total energy: 52022839.485211514
[2022-04-08 01:17:50.742353]Total energy: 51675853.34035199
[2022-04-08 01:19:27.398645]Total energy: 51780346.82202078
[2022-04-08 01:21:12.664516]Total energy: 51882410.55616029
[2022-04-08 01:22:38.212714]Total energy: 51823621.766487695
[2022-04-08 01:23:50.221244]Total energy: 52058021.569220856
[2022-04-08 01:25:04.444857]Total energy: 51898069.840210706
[2022-04-08 01:26:16.500629]Total energy: 51921593.729367614
[2022-04-08 01:27:29.919107]Total energy: 51913231.126507096
[2022-04-08 01:28:42.936476]Total energy: 51729673.4543285
[2022-04-08 01:29:56.435098]Total energy: 51891717.133212574
[2022-04-08 01:31:17.941237]Total energy: 52000280.29830726
[2022-04-08 01:32:36.872458]Total energy: 51971939.98771808
[2022-04-08 01:33:48.722560]Total energy: 52104899.12346507
[2022-04-08 01:35:01.431901]Total energy: 51933700.18037866
[2022-04-08 01:36:26.476637]Total energy: 51955438.114051074
[2022-04-08 01:37:40.706858]Total energy: 52078758.20926372
[2022-04-08 01:38:54.320986]Total energy: 51971735.398470156
[2022-04-08 01:40:13.588929]Total energy: 51770829.77597274
[2022-04-08 01:41:53.517751]Total energy: 51610661.71417107
[2022-04-08 01:43:13.948433]Total energy: 51968429.68539745
[2022-04-08 01:44:30.444669]Total energy: 52006396.676083
[2022-04-08 01:45:46.922513]Total energy: 52028372.075050265
[2022-04-08 01:47:03.523430]Total energy: 51799077.25902768
[2022-04-08 01:48:23.068804]Total energy: 52049052.38372902
[2022-04-08 01:49:41.009033]Total energy: 51840153.9390644
[2022-04-08 01:51:06.048333]Total energy: 51826149.801910244
[2022-04-08 01:52:35.221659]Total energy: 51930468.580759704
[2022-04-08 01:53:54.471616]Total energy: 51995885.59072588
[2022-04-08 01:55:12.140459]Total energy: 51943112.44839943
[2022-04-08 01:56:32.155981]Total energy: 51912680.15240738
[2022-04-08 01:57:48.707246]Total energy: 51857527.69388569
[2022-04-08 01:59:05.253862]Total energy: 51916961.02373144
[2022-04-08 02:00:20.735812]Total energy: 52085164.16416599
[2022-04-08 02:01:47.584459]Total energy: 51800676.7776804
[2022-04-08 02:03:08.793550]Total energy: 51937278.79115755
[2022-04-08 02:04:27.454403]Total energy: 51778268.791972965
[2022-04-08 02:05:46.951072]Total energy: 51696785.058182426
[2022-04-08 02:07:03.476384]Total energy: 51834288.55483828
[2022-04-08 02:08:20.197523]Total energy: 51944024.88241483
[2022-04-08 02:09:38.937939]Total energy: 51815903.46151951
[2022-04-08 02:11:04.384466]Total energy: 51824619.008322276
[2022-04-08 02:12:28.208346]Total energy: 52041571.10533978
[2022-04-08 02:13:45.290533]Total energy: 52017761.570655726
[2022-04-08 02:15:03.110471]Total energy: 51916547.23471573
[2022-04-08 02:16:18.847734]Total energy: 51942885.52300361
[2022-04-08 02:17:34.393085]Total energy: 51783611.49139899
[2022-04-08 02:18:55.248121]Total energy: 51736026.179681085
[2022-04-08 02:20:12.144066]Total energy: 51940925.85675583
[2022-04-08 02:21:37.438436]Total energy: 52140766.677754864
[2022-04-08 02:23:00.826337]Total energy: 51819483.70567908
[2022-04-08 02:24:19.268756]Total energy: 52042701.779901296
[2022-04-08 02:25:51.001273]Total energy: 51820418.23676012
[2022-04-08 02:27:09.802473]Total energy: 51933242.27350925
[2022-04-08 02:28:27.242074]Total energy: 51908252.253565244
[2022-04-08 02:29:44.398816]Total energy: 51877557.709221035
[2022-04-08 02:31:09.263442]Total energy: 52184388.01776983
[2022-04-08 02:32:34.580976]Total energy: 52062125.406610444
[2022-04-08 02:33:50.536935]Total energy: 51890937.97159736
[2022-04-08 02:35:08.283729]Total energy: 51710796.89490023
[2022-04-08 02:36:24.621430]Total energy: 51904737.60566047
[2022-04-08 02:37:41.853916]Total energy: 52002147.329743385
[2022-04-08 02:38:57.693324]Total energy: 52005975.8238915
[2022-04-08 02:40:14.363887]Total energy: 52306129.33743132
[2022-04-08 02:41:49.445690]Total energy: 52201076.747039996
[2022-04-08 02:43:17.531233]Total energy: 51957279.388352044
[2022-04-08 02:44:37.845650]Total energy: 51889486.642072454
[2022-04-08 02:45:55.810888]Total energy: 51809156.81720782
[2022-04-08 02:47:12.424765]Total energy: 52041580.98787925
[2022-04-08 02:48:30.124594]Total energy: 51833433.684584215
[2022-04-08 02:49:46.461467]Total energy: 51804202.65343192
[2022-04-08 02:51:10.613739]Total energy: 51693946.18464794
[2022-04-08 02:52:38.851914]Total energy: 51774912.842681706
[2022-04-08 02:53:58.904811]Total energy: 52122756.757171325
[2022-04-08 02:55:15.800655]Total energy: 51820659.80567807
[2022-04-08 02:56:32.887663]Total energy: 51822719.10904193
[2022-04-08 02:57:49.343553]Total energy: 51805697.878834225
[2022-04-08 02:59:03.736712]Total energy: 51840469.127503246
[2022-04-08 03:00:21.624533]Total energy: 52011167.9647575
[2022-04-08 03:02:16.948521]Total energy: 51975548.3972191
[2022-04-08 03:03:39.916269]Total energy: 51896307.78638584
[2022-04-08 03:04:55.586004]Total energy: 51763806.30212585
[2022-04-08 03:06:11.453766]Total energy: 51893216.74918493
[2022-04-08 03:07:27.256018]Total energy: 51884766.85352246
[2022-04-08 03:08:43.364899]Total energy: 51903900.610170275
[2022-04-08 03:09:58.503915]Total energy: 51736065.09431266
[2022-04-08 03:11:15.060709]Total energy: 51927407.41924561
[2022-04-08 03:12:30.824629]Total energy: 51866046.879620925
[2022-04-08 03:13:46.238946]Total energy: 51768953.78633423
[2022-04-08 03:15:05.381748]Total energy: 51678729.218255825
[2022-04-08 03:16:20.533332]Total energy: 51985642.095091
[2022-04-08 03:17:35.912943]Total energy: 51789826.14101098
[2022-04-08 03:18:52.517123]Total energy: 51848562.39544188
[2022-04-08 03:20:09.216881]Total energy: 51803815.337856054
[2022-04-08 03:21:40.293201]Total energy: 51982687.98424511
[2022-04-08 03:23:06.427678]Total energy: 51953630.62586293
[2022-04-08 03:24:31.070243]Total energy: 51904998.30807343
[2022-04-08 03:25:48.604574]Total energy: 52211578.87907764
[2022-04-08 03:27:07.655308]Total energy: 51918270.828267306
[2022-04-08 03:28:24.086064]Total energy: 51771753.642801225
[2022-04-08 03:29:39.650891]Total energy: 51890907.94028251
[2022-04-08 03:31:08.404142]Total energy: 51953611.44143503
[2022-04-08 03:32:42.870103]Total energy: 51850686.02902962
[2022-04-08 03:34:01.195295]Total energy: 51975534.65605106
[2022-04-08 03:35:18.477445]Total energy: 51736548.68783918
[2022-04-08 03:36:33.288624]Total energy: 51748377.09417164
[2022-04-08 03:37:47.604169]Total energy: 52143061.45404427
[2022-04-08 03:39:03.342093]Total energy: 51797149.6899305
[2022-04-08 03:40:41.356011]Total energy: 51888729.8781999
[2022-04-08 03:41:59.780550]Total energy: 51804374.8687475
[2022-04-08 03:43:16.701123]Total energy: 51773248.31520988
[2022-04-08 03:44:31.626879]Total energy: 51871514.60005019
[2022-04-08 03:45:46.544622]Total energy: 51767017.778519
[2022-04-08 03:47:07.241841]Total energy: 51950589.307205416
[2022-04-08 03:48:22.170254]Total energy: 51928679.380072735
[2022-04-08 03:49:38.844259]Total energy: 51652368.22373238
[2022-04-08 03:51:03.136819]Total energy: 51618063.27305622
[2022-04-08 03:52:19.431458]Total energy: 51928546.25425248
[2022-04-08 03:53:34.730650]Total energy: 51963215.28360143
[2022-04-08 03:54:55.629744]Total energy: 51828488.266359456
[2022-04-08 03:56:24.097496]Total energy: 51969037.77881032
[2022-04-08 03:57:39.140684]Total energy: 52090907.28279392
[2022-04-08 03:58:53.897699]Total energy: 51808013.7650195
[2022-04-08 04:00:11.886564]Total energy: 52014253.37137398
[2022-04-08 04:01:42.185871]Total energy: 52033518.03512931
[2022-04-08 04:03:01.213416]Total energy: 51955032.216609605
[2022-04-08 04:04:16.268159]Total energy: 52069147.19896303
[2022-04-08 04:05:33.531412]Total energy: 51920879.7937676
[2022-04-08 04:06:48.541885]Total energy: 51758416.343055435
[2022-04-08 04:08:03.648337]Total energy: 51750839.906386465
[2022-04-08 04:09:23.939265]Total energy: 51911115.229432404
[2022-04-08 04:10:44.701288]Total energy: 51815849.22057019
[2022-04-08 04:12:02.578577]Total energy: 51948402.47575689
[2022-04-08 04:13:18.077230]Total energy: 51777398.301539004
[2022-04-08 04:14:36.163593]Total energy: 52000818.80579495
[2022-04-08 04:15:54.106128]Total energy: 51947708.95507029
[2022-04-08 04:17:09.074465]Total energy: 51836905.55605004
[2022-04-08 04:18:24.886297]Total energy: 51996222.54258986
[2022-04-08 04:19:39.872537]Total energy: 51803097.9049108
[2022-04-08 04:21:02.215549]Total energy: 51881777.87624691
[2022-04-08 04:22:29.164931]Total energy: 51747495.56090704
[2022-04-08 04:23:46.194182]Total energy: 51737738.33343973
[2022-04-08 04:25:02.830411]Total energy: 51890229.583118424
[2022-04-08 04:26:18.788325]Total energy: 51904012.992495894
[2022-04-08 04:27:35.221448]Total energy: 51851197.41537289
[2022-04-08 04:28:53.026469]Total energy: 51930189.297909796
[2022-04-08 04:30:08.842246]Total energy: 51723464.830363914
[2022-04-08 04:31:35.549153]Total energy: 51994128.85453809
[2022-04-08 04:33:03.586913]Total energy: 51935196.251636595
[2022-04-08 04:34:19.220955]Total energy: 51929160.311208524
[2022-04-08 04:35:36.826293]Total energy: 51994365.818873
[2022-04-08 04:36:51.819252]Total energy: 51715997.53625675
[2022-04-08 04:38:07.964284]Total energy: 51599522.151217304
[2022-04-08 04:39:24.043665]Total energy: 52040432.681842946
[2022-04-08 04:40:57.588565]Total energy: 51926834.30215687
[2022-04-08 04:42:28.267403]Total energy: 51940638.22897693
[2022-04-08 04:43:56.537323]Total energy: 51977312.23831142
[2022-04-08 04:45:23.381280]Total energy: 51930592.6913455
[2022-04-08 04:46:38.516654]Total energy: 51850016.98710959
[2022-04-08 04:47:53.867516]Total energy: 51733640.516881324
[2022-04-08 04:49:11.809618]Total energy: 51855173.07558989
[2022-04-08 04:50:53.626623]Total energy: 51751743.99504252
[2022-04-08 04:52:34.514130]Total energy: 51868781.062111616
[2022-04-08 04:54:01.426540]Total energy: 52011154.24393013
[2022-04-08 04:55:23.424076]Total energy: 51920514.76099507
[2022-04-08 04:56:38.158917]Total energy: 51686182.26839503
[2022-04-08 04:57:54.999275]Total energy: 51794184.77354941
[2022-04-08 04:59:10.401944]Total energy: 51969189.63864025
[2022-04-08 05:00:30.419461]Total energy: 51875720.73387226
[2022-04-08 05:01:45.312708]Total energy: 51819906.614655375
[2022-04-08 05:03:00.696080]Total energy: 51871035.06212755
[2022-04-08 05:04:15.704615]Total energy: 51934543.99162104
[2022-04-08 05:05:34.955542]Total energy: 51761531.94931885
[2022-04-08 05:06:50.252563]Total energy: 51795511.165181935
[2022-04-08 05:08:06.178784]Total energy: 51795610.62787091
[2022-04-08 05:09:21.517207]Total energy: 51836606.886167854
[2022-04-08 05:10:46.752685]Total energy: 51729758.37200676
[2022-04-08 05:12:14.716870]Total energy: 51965594.6792758
[2022-04-08 05:13:33.917033]Total energy: 51945276.304102
[2022-04-08 05:14:50.736621]Total energy: 51998095.572653115
[2022-04-08 05:16:06.936288]Total energy: 51710325.11453993
[2022-04-08 05:17:22.641646]Total energy: 51799129.73015453
[2022-04-08 05:18:39.137911]Total energy: 51930214.21738449
[2022-04-08 05:19:55.147149]Total energy: 51744685.33435323
[2022-04-08 05:21:11.924991]Total energy: 51796692.37931769
[2022-04-08 05:22:27.018403]Total energy: 51830243.49855178
[2022-04-08 05:23:41.922110]Total energy: 51724875.954998456
[2022-04-08 05:24:57.623876]Total energy: 51918123.68834846
[2022-04-08 05:26:13.322030]Total energy: 51727807.6277152
[2022-04-08 05:27:29.664654]Total energy: 51996501.84388031
[2022-04-08 05:28:45.462900]Total energy: 51781290.525789075
[2022-04-08 05:30:01.606946]Total energy: 51829888.056912854
[2022-04-08 05:31:26.695746]Total energy: 51825387.18631999
[2022-04-08 05:32:44.203945]Total energy: 51988527.26486703
[2022-04-08 05:33:59.841667]Total energy: 51729186.493555605
[2022-04-08 05:35:22.530436]Total energy: 51803505.444330655
[2022-04-08 05:36:38.804939]Total energy: 51670089.24168887
[2022-04-08 05:37:57.751020]Total energy: 51614586.28671028
[2022-04-08 05:39:13.998104]Total energy: 51979625.29602052
[2022-04-08 05:40:49.013280]Total energy: 51869732.9562952
[2022-04-08 05:42:18.235964]Total energy: 52046858.17035346
[2022-04-08 05:43:41.119430]Total energy: 51786952.01969478
[2022-04-08 05:45:07.408472]Total energy: 52007875.290160716
[2022-04-08 05:46:23.910106]Total energy: 51722518.02198562
[2022-04-08 05:47:41.083035]Total energy: 51872890.27146981
[2022-04-08 05:48:56.166130]Total energy: 51936896.43560442
[2022-04-08 05:50:11.415853]Total energy: 51813398.021363564
[2022-04-08 05:51:34.797417]Total energy: 51934710.67822371
[2022-04-08 05:52:57.402322]Total energy: 51865292.843446895
[2022-04-08 05:54:13.831143]Total energy: 52082231.25381783
[2022-04-08 05:55:29.822468]Total energy: 51989252.69559007
[2022-04-08 05:56:45.596987]Total energy: 51973564.37961724
[2022-04-08 05:58:00.271092]Total energy: 51767671.68417508
[2022-04-08 05:59:15.900301]Total energy: 51675972.88371582
[2022-04-08 06:00:40.765706]Total energy: 51641303.58051855
[2022-04-08 06:02:00.987754]Total energy: 51946452.43531059
[2022-04-08 06:03:16.588032]Total energy: 51860010.05711215
[2022-04-08 06:04:33.418302]Total energy: 51752293.22431368
[2022-04-08 06:05:48.491818]Total energy: 51926908.7309712
[2022-04-08 06:07:03.041431]Total energy: 51737889.395819455
[2022-04-08 06:08:18.971818]Total energy: 51743102.63233537
[2022-04-08 06:09:34.712461]Total energy: 51900453.871414945
[2022-04-08 06:11:00.698984]Total energy: 51789105.89224083
[2022-04-08 06:12:17.491361]Total energy: 51771373.99524692
[2022-04-08 06:13:33.143297]Total energy: 51823333.261402935
[2022-04-08 06:14:54.980565]Total energy: 51707888.843536735
[2022-04-08 06:16:25.637883]Total energy: 51743168.19454072
[2022-04-08 06:17:42.352381]Total energy: 51944231.05714631
[2022-04-08 06:19:00.200626]Total energy: 51803130.67991073
[2022-04-08 06:20:16.310949]Total energy: 51962857.35831376
[2022-04-08 06:21:31.132218]Total energy: 51785775.263486266
[2022-04-08 06:22:48.963456]Total energy: 51826254.60949196
[2022-04-08 06:24:57.228807]Total energy: 51674574.063342676
[2022-04-08 06:26:14.929625]Total energy: 51692886.261450544
[2022-04-08 06:27:31.849279]Total energy: 51948451.65946873
[2022-04-08 06:28:48.900348]Total energy: 51784652.93593437
[2022-04-08 06:30:05.802526]Total energy: 51727044.621392794
[2022-04-08 06:31:23.479920]Total energy: 51650515.74664622
[2022-04-08 06:32:41.288561]Total energy: 51709612.75085218
[2022-04-08 06:33:57.198070]Total energy: 51859792.40875156
[2022-04-08 06:35:15.977594]Total energy: 51878691.533224426
[2022-04-08 06:36:31.988377]Total energy: 51696053.5357371
[2022-04-08 06:37:47.159118]Total energy: 51868129.359521344
[2022-04-08 06:39:04.702224]Total energy: 51981143.16764149
[2022-04-08 06:40:24.333700]Total energy: 51649839.29164368
[2022-04-08 06:41:42.785474]Total energy: 51994355.06759679
[2022-04-08 06:42:58.539403]Total energy: 51820433.03285131
[2022-04-08 06:44:14.294067]Total energy: 51975846.32448747
[2022-04-08 06:45:30.054754]Total energy: 51766134.059054874
[2022-04-08 06:46:44.791958]Total energy: 51792398.328373164
[2022-04-08 06:48:01.291564]Total energy: 51853483.34115564
[2022-04-08 06:49:16.448434]Total energy: 51709925.30850164
[2022-04-08 06:50:37.993952]Total energy: 51839056.0797161
[2022-04-08 06:52:01.362728]Total energy: 51918588.71711341
[2022-04-08 06:53:26.793459]Total energy: 51729072.71477012
[2022-04-08 06:54:53.978331]Total energy: 51906797.1744636
[2022-04-08 06:56:18.520717]Total energy: 51923653.56721984
[2022-04-08 06:57:33.515271]Total energy: 51951054.69902136
[2022-04-08 06:58:51.256788]Total energy: 51813611.66559378
[2022-04-08 07:00:07.841492]Total energy: 51785516.860108934
[2022-04-08 07:01:33.335290]Total energy: 51883161.49468123
[2022-04-08 07:03:00.921261]Total energy: 51727912.49306291
[2022-04-08 07:04:19.546090]Total energy: 51723654.53032415
[2022-04-08 07:05:43.704542]Total energy: 51816801.42587491
[2022-04-08 07:06:59.289646]Total energy: 51690769.83832442
[2022-04-08 07:08:14.980171]Total energy: 51907133.20771644
[2022-04-08 07:09:30.344038]Total energy: 51813111.21306044
[2022-04-08 07:11:03.729701]Total energy: 51764016.517895654
[2022-04-08 07:12:21.463280]Total energy: 51891297.56094338
[2022-04-08 07:13:37.259593]Total energy: 51866853.58558641
[2022-04-08 07:14:53.627827]Total energy: 51825254.007226154
[2022-04-08 07:16:10.282563]Total energy: 51852551.33407883
[2022-04-08 07:17:26.402036]Total energy: 51630689.29426934
[2022-04-08 07:18:41.877478]Total energy: 51762157.302862115
[2022-04-08 07:19:57.216145]Total energy: 51678487.112478755
[2022-04-08 07:21:23.030177]Total energy: 51817551.5336758
[2022-04-08 07:22:41.683245]Total energy: 51787787.296618424
[2022-04-08 07:23:57.545028]Total energy: 51707891.371750996
[2022-04-08 07:25:15.721440]Total energy: 51881553.81417658
[2022-04-08 07:26:32.475591]Total energy: 51656000.61343877
[2022-04-08 07:27:47.413878]Total energy: 51690485.73528459
[2022-04-08 07:29:02.956637]Total energy: 51888043.408212274
[2022-04-08 07:30:18.280543]Total energy: 51806892.63317307
[2022-04-08 07:31:46.661706]Total energy: 51678298.525215015
[2022-04-08 07:33:05.939272]Total energy: 51596557.489697136
[2022-04-08 07:34:21.966664]Total energy: 51952501.258857556
[2022-04-08 07:35:38.193280]Total energy: 51725104.64558581
[2022-04-08 07:36:53.168014]Total energy: 51704152.22468217
[2022-04-08 07:38:08.239426]Total energy: 51610555.699272476
[2022-04-08 07:39:24.634817]Total energy: 51728891.79770027
[2022-04-08 07:40:55.188131]Total energy: 51718564.66079506
[2022-04-08 07:42:15.308957]Total energy: 51719455.20524118
[2022-04-08 07:43:31.168822]Total energy: 51782827.072268695
[2022-04-08 07:44:46.219895]Total energy: 51844898.548655644
[2022-04-08 07:46:03.122992]Total energy: 51818725.89043664
[2022-04-08 07:47:18.428136]Total energy: 51879946.3099669
[2022-04-08 07:48:34.333247]Total energy: 51638076.63461576
[2022-04-08 07:49:49.902635]Total energy: 51678147.752958715
[2022-04-08 07:51:06.368328]Total energy: 51907913.8719942
[2022-04-08 07:52:22.764564]Total energy: 51913388.52119949
[2022-04-08 07:53:37.327778]Total energy: 51852362.80677599
[2022-04-08 07:54:52.454301]Total energy: 51759582.237797715
[2022-04-08 07:56:07.868561]Total energy: 51872535.51549707
[2022-04-08 07:57:23.501625]Total energy: 51624309.860067315
[2022-04-08 07:58:38.036661]Total energy: 51643724.57414288
[2022-04-08 07:59:52.980496]Total energy: 51863483.49914957
[2022-04-08 08:01:16.868115]Total energy: 51713962.305583
[2022-04-08 08:02:34.349947]Total energy: 51873032.43833979
[2022-04-08 08:03:51.182211]Total energy: 51852998.4506567
[2022-04-08 08:05:06.025530]Total energy: 51807199.72557982
[2022-04-08 08:06:22.078150]Total energy: 51783962.04116758
[2022-04-08 08:07:38.018744]Total energy: 51700683.671098426
[2022-04-08 08:08:53.434589]Total energy: 51423650.991260596
[2022-04-08 08:10:08.332784]Total energy: 51836054.0266467
[2022-04-08 08:11:37.959057]Total energy: 51740896.91351557
[2022-04-08 08:12:58.984980]Total energy: 51777860.1125513
[2022-04-08 08:14:15.339859]Total energy: 51789186.870106414
[2022-04-08 08:15:30.837484]Total energy: 51735371.63476966
[2022-04-08 08:16:46.847105]Total energy: 51775096.70093224
[2022-04-08 08:18:03.256997]Total energy: 51564100.1298689
[2022-04-08 08:19:19.443676]Total energy: 51699745.829017065
[2022-04-08 08:20:52.959119]Total energy: 51965435.647461034
[2022-04-08 08:22:36.441680]Total energy: 51748956.096044175
[2022-04-08 08:23:52.395161]Total energy: 51786942.13528141
[2022-04-08 08:25:07.316232]Total energy: 51733172.60939859
[2022-04-08 08:26:23.057560]Total energy: 51722014.27748868
[2022-04-08 08:27:38.271255]Total energy: 51882538.333238274
[2022-04-08 08:28:53.606010]Total energy: 51696355.38441347
[2022-04-08 08:30:08.487839]Total energy: 51828004.01458612
