initial: all - diverse_no_blind_all
[2022-04-09 16:37:43.153207]Total energy: 16983508.514298085
[2022-04-09 16:38:59.140501]Total energy: 17021689.507605985
[2022-04-09 16:40:12.625917]Total energy: 16930874.591965787
[2022-04-09 16:41:36.636554]Total energy: 16980308.616429083
[2022-04-09 16:43:04.300655]Total energy: 16968390.409910485
[2022-04-09 16:44:32.677964]Total energy: 16984434.98216695
[2022-04-09 16:45:52.993933]Total energy: 16980728.508121733
[2022-04-09 16:47:07.639070]Total energy: 16958418.039182205
[2022-04-09 16:48:23.523415]Total energy: 16957243.339040346
[2022-04-09 16:49:40.285546]Total energy: 17011565.62174583
[2022-04-09 16:51:11.269012]Total energy: 17028865.12896432
[2022-04-09 16:52:38.282434]Total energy: 16988964.05002983
[2022-04-09 16:53:54.622334]Total energy: 17037707.105353147
[2022-04-09 16:55:10.227853]Total energy: 16945824.96461232
[2022-04-09 16:56:25.123165]Total energy: 16936290.383973546
[2022-04-09 16:57:40.400632]Total energy: 16994219.393141992
[2022-04-09 16:58:56.133071]Total energy: 16966823.769812033
[2022-04-09 17:00:11.123721]Total energy: 16970191.37740419
[2022-04-09 17:01:38.405866]Total energy: 16999649.09933589
[2022-04-09 17:03:14.039472]Total energy: 16915853.361876003
[2022-04-09 17:04:36.777648]Total energy: 16981100.54639368
[2022-04-09 17:05:52.454881]Total energy: 16936948.40787736
[2022-04-09 17:07:09.429142]Total energy: 16948607.01747353
[2022-04-09 17:08:25.036583]Total energy: 16990054.82381246
[2022-04-09 17:09:40.424759]Total energy: 16977429.373538274
[2022-04-09 17:11:14.618061]Total energy: 16943772.085381944
[2022-04-09 17:12:53.246264]Total energy: 16932683.220043365
[2022-04-09 17:14:16.426818]Total energy: 16939387.250036392
[2022-04-09 17:15:33.228317]Total energy: 16889408.254828002
[2022-04-09 17:16:48.516505]Total energy: 16962546.428091746
[2022-04-09 17:18:03.572023]Total energy: 16980602.521247037
[2022-04-09 17:19:19.122487]Total energy: 17005070.242723603
[2022-04-09 17:20:42.690020]Total energy: 16969384.606963225
[2022-04-09 17:22:07.956498]Total energy: 16913965.94681378
[2022-04-09 17:23:38.269191]Total energy: 16925483.506903358
[2022-04-09 17:24:55.781327]Total energy: 16930806.834918343
[2022-04-09 17:26:10.841898]Total energy: 16905952.330529343
[2022-04-09 17:27:26.409148]Total energy: 16987304.892325368
[2022-04-09 17:28:40.581293]Total energy: 16935365.6290347
[2022-04-09 17:29:55.687965]Total energy: 16968800.6986036
[2022-04-09 17:31:14.778363]Total energy: 16940575.078130208
[2022-04-09 17:32:43.527628]Total energy: 16967662.502661914
[2022-04-09 17:34:04.679421]Total energy: 16976426.419411633
[2022-04-09 17:35:20.845416]Total energy: 16931212.54408393
[2022-04-09 17:36:38.268095]Total energy: 16957602.880723104
[2022-04-09 17:37:54.726080]Total energy: 16935182.384919588
[2022-04-09 17:39:10.970704]Total energy: 16925696.90143628
[2022-04-09 17:40:45.683619]Total energy: 16955282.99928876
[2022-04-09 17:42:17.759209]Total energy: 16920800.56016877
[2022-04-09 17:43:34.683383]Total energy: 16952746.45925197
[2022-04-09 17:44:49.872221]Total energy: 16963476.498996377
[2022-04-09 17:46:07.978024]Total energy: 16956843.59076401
[2022-04-09 17:47:26.257310]Total energy: 16918730.78020337
[2022-04-09 17:48:41.670162]Total energy: 16935972.961229626
[2022-04-09 17:49:59.724750]Total energy: 16942569.635623407
[2022-04-09 17:51:37.798469]Total energy: 16944256.344678346
[2022-04-09 17:53:18.745898]Total energy: 16952650.649773713
[2022-04-09 17:54:41.649142]Total energy: 16975293.600280557
[2022-04-09 17:55:57.114052]Total energy: 16960601.94478907
[2022-04-09 17:57:11.185646]Total energy: 16979133.85289922
[2022-04-09 17:58:26.826257]Total energy: 16905520.10219579
[2022-04-09 17:59:44.455537]Total energy: 16964558.003560346
[2022-04-09 18:01:09.079693]Total energy: 16918784.390648972
[2022-04-09 18:02:36.000148]Total energy: 16935618.68793055
[2022-04-09 18:03:51.730782]Total energy: 16968403.58595466
[2022-04-09 18:05:07.491607]Total energy: 16934486.47431354
[2022-04-09 18:06:23.315645]Total energy: 16996066.379706174
[2022-04-09 18:07:39.226950]Total energy: 16914214.005420417
[2022-04-09 18:08:55.666008]Total energy: 16947954.64891638
[2022-04-09 18:10:11.190697]Total energy: 16952166.94987704
[2022-04-09 18:11:27.460396]Total energy: 16957358.54856979
[2022-04-09 18:12:42.497161]Total energy: 16959513.933127936
[2022-04-09 18:13:56.160320]Total energy: 16927048.15069973
[2022-04-09 18:15:11.962978]Total energy: 16921169.560771454
[2022-04-09 18:16:28.787218]Total energy: 16989006.211017396
[2022-04-09 18:17:45.447987]Total energy: 16958397.18209746
[2022-04-09 18:18:59.177041]Total energy: 16929041.73108753
[2022-04-09 18:20:14.121532]Total energy: 16959248.055643268
[2022-04-09 18:21:51.633783]Total energy: 16937225.643638145
[2022-04-09 18:23:28.044206]Total energy: 16936347.297542375
[2022-04-09 18:24:51.363918]Total energy: 16977137.231811196
[2022-04-09 18:26:07.811823]Total energy: 16924727.718190674
[2022-04-09 18:27:24.097881]Total energy: 16906416.549704686
[2022-04-09 18:28:38.873519]Total energy: 16968250.931679048
[2022-04-09 18:30:00.363341]Total energy: 16934348.778195754
[2022-04-09 18:31:39.767588]Total energy: 16906920.039236695
[2022-04-09 18:33:18.572649]Total energy: 16954685.80655453
[2022-04-09 18:34:41.886065]Total energy: 16901802.686688345
[2022-04-09 18:35:57.846603]Total energy: 16889514.011131905
[2022-04-09 18:37:13.549203]Total energy: 16969487.606512256
[2022-04-09 18:38:30.073466]Total energy: 16949860.66647961
[2022-04-09 18:39:45.520083]Total energy: 16949098.237070303
[2022-04-09 18:41:18.590587]Total energy: 16975005.34128594
[2022-04-09 18:42:42.426164]Total energy: 16949252.487465758
[2022-04-09 18:43:57.315785]Total energy: 16933028.90652291
[2022-04-09 18:45:13.130899]Total energy: 16914667.36416024
[2022-04-09 18:46:28.622935]Total energy: 16910677.482633553
[2022-04-09 18:47:43.789233]Total energy: 16907298.583070915
[2022-04-09 18:49:00.590772]Total energy: 16896920.292363007
[2022-04-09 18:50:16.782848]Total energy: 16998715.79124585
[2022-04-09 18:51:59.133289]Total energy: 16957007.00539255
[2022-04-09 18:53:22.995915]Total energy: 17006091.515960515
[2022-04-09 18:54:40.206265]Total energy: 16929985.28586078
[2022-04-09 18:55:55.407174]Total energy: 16903639.46632213
[2022-04-09 18:57:10.721939]Total energy: 16971915.140496805
[2022-04-09 18:58:25.138170]Total energy: 16974113.55357348
[2022-04-09 18:59:39.976336]Total energy: 16903734.777525082
[2022-04-09 19:01:28.835838]Total energy: 16989593.506075423
[2022-04-09 19:03:06.710206]Total energy: 16904005.72469289
[2022-04-09 19:04:39.368160]Total energy: 16965201.975777622
[2022-04-09 19:06:03.355639]Total energy: 17002455.046313826
[2022-04-09 19:07:19.600760]Total energy: 16996651.883353878
[2022-04-09 19:08:35.460223]Total energy: 16961192.04493002
[2022-04-09 19:09:51.049794]Total energy: 16940024.121638518
[2022-04-09 19:11:28.948483]Total energy: 16913748.509030115
[2022-04-09 19:12:53.947979]Total energy: 16954046.63757478
[2022-04-09 19:14:21.395697]Total energy: 16944627.37702159
[2022-04-09 19:15:42.200639]Total energy: 16906664.533862125
[2022-04-09 19:17:36.448562]Total energy: 16927950.23829347
[2022-04-09 19:20:06.646599]Total energy: 16927249.236700173
[2022-04-09 19:21:33.097758]Total energy: 16949501.84939285
[2022-04-09 19:22:58.368080]Total energy: 16904792.508382972
[2022-04-09 19:24:14.060076]Total energy: 16925329.645067807
[2022-04-09 19:25:29.651660]Total energy: 16892906.015117485
[2022-04-09 19:26:47.157305]Total energy: 16871934.296621114
[2022-04-09 19:28:03.462253]Total energy: 16917166.995819137
[2022-04-09 19:29:18.216697]Total energy: 16922816.412120037
[2022-04-09 19:31:09.015864]Total energy: 16899353.006109238
[2022-04-09 19:32:49.431490]Total energy: 16890946.427817754
[2022-04-09 19:34:15.094296]Total energy: 16870091.65108091
[2022-04-09 19:35:40.324428]Total energy: 16951570.746232864
[2022-04-09 19:36:54.666771]Total energy: 16952641.204099398
[2022-04-09 19:38:10.113476]Total energy: 16963371.889584858
[2022-04-09 19:39:25.030248]Total energy: 16940805.14391436
[2022-04-09 19:40:51.761662]Total energy: 16939760.9662179
[2022-04-09 19:42:11.964145]Total energy: 16931818.635714352
[2022-04-09 19:43:27.489015]Total energy: 16925203.513262954
[2022-04-09 19:44:43.545039]Total energy: 16897283.772363927
[2022-04-09 19:45:59.573951]Total energy: 16925044.539617844
[2022-04-09 19:47:15.220116]Total energy: 16950769.90066332
[2022-04-09 19:48:29.941557]Total energy: 16967661.80561002
[2022-04-09 19:49:45.264616]Total energy: 16924988.770052705
[2022-04-09 19:51:24.792046]Total energy: 16905689.004361812
[2022-04-09 19:53:06.776027]Total energy: 16941823.19435482
[2022-04-09 19:54:44.654745]Total energy: 16956293.264154594
[2022-04-09 19:56:01.100654]Total energy: 16903413.51434054
[2022-04-09 19:57:16.055867]Total energy: 16920092.242507793
[2022-04-09 19:58:32.389589]Total energy: 16971264.4545169
[2022-04-09 19:59:48.418418]Total energy: 16963680.741861347
[2022-04-09 20:01:14.653663]Total energy: 16912930.748326987
[2022-04-09 20:02:34.424760]Total energy: 16943135.575292375
[2022-04-09 20:03:48.599908]Total energy: 16929901.714691248
[2022-04-09 20:05:04.879813]Total energy: 16958540.665130273
[2022-04-09 20:06:19.532566]Total energy: 16890053.28524206
[2022-04-09 20:07:33.072081]Total energy: 16917991.0248385
[2022-04-09 20:08:47.577201]Total energy: 16925128.2143789
[2022-04-09 20:10:03.166888]Total energy: 16951060.78639803
[2022-04-09 20:11:37.150259]Total energy: 16931650.611625727
[2022-04-09 20:13:00.817670]Total energy: 16943404.24377782
[2022-04-09 20:14:29.376493]Total energy: 16922128.623329364
[2022-04-09 20:16:02.733845]Total energy: 16883279.90633507
[2022-04-09 20:17:22.702407]Total energy: 16945131.62812593
[2022-04-09 20:18:37.477888]Total energy: 16910578.972809367
[2022-04-09 20:19:53.126221]Total energy: 16926762.099107
[2022-04-09 20:21:19.901686]Total energy: 16933879.10814417
[2022-04-09 20:23:00.370389]Total energy: 16945057.696802564
[2022-04-09 20:24:27.569595]Total energy: 16908513.6803837
[2022-04-09 20:25:42.633663]Total energy: 16936046.017295286
[2022-04-09 20:26:58.777707]Total energy: 16942038.677912418
[2022-04-09 20:28:15.520231]Total energy: 16889236.613615125
[2022-04-09 20:29:30.709353]Total energy: 16922504.472521037
[2022-04-09 20:31:00.556474]Total energy: 16960021.06766767
[2022-04-09 20:32:21.168220]Total energy: 16953817.890056726
[2022-04-09 20:33:38.437702]Total energy: 16956514.204002116
[2022-04-09 20:34:54.022399]Total energy: 16958891.921190824
[2022-04-09 20:36:09.502953]Total energy: 16920770.865102496
[2022-04-09 20:37:24.659264]Total energy: 16903595.232568346
[2022-04-09 20:38:40.491985]Total energy: 16915546.661975417
[2022-04-09 20:39:56.145983]Total energy: 16958018.52826239
[2022-04-09 20:41:33.802143]Total energy: 16957698.704287674
[2022-04-09 20:43:12.812483]Total energy: 16941480.221218977
[2022-04-09 20:44:43.816187]Total energy: 16931322.004800636
[2022-04-09 20:46:09.281929]Total energy: 16916616.564000428
[2022-04-09 20:47:25.287437]Total energy: 16956192.26344563
[2022-04-09 20:48:41.553093]Total energy: 16935637.015316498
[2022-04-09 20:49:56.999626]Total energy: 16975352.86680414
[2022-04-09 20:51:30.828250]Total energy: 16953303.37068429
[2022-04-09 20:53:11.282606]Total energy: 16936225.371606395
[2022-04-09 20:54:33.394051]Total energy: 16928829.935674664
[2022-04-09 20:55:48.710583]Total energy: 16930193.328307483
[2022-04-09 20:57:03.936191]Total energy: 16940038.536184248
[2022-04-09 20:58:19.489492]Total energy: 16928724.428191386
[2022-04-09 20:59:37.707143]Total energy: 16940734.312048707
[2022-04-09 21:01:12.639517]Total energy: 16943883.845829163
[2022-04-09 21:02:56.464852]Total energy: 16958115.38435509
[2022-04-09 21:04:29.616608]Total energy: 16933988.61053984
[2022-04-09 21:06:06.620804]Total energy: 16937995.973975766
[2022-04-09 21:07:40.212234]Total energy: 16945035.815622725
[2022-04-09 21:09:17.466364]Total energy: 16925519.53064464
[2022-04-09 21:10:42.650475]Total energy: 16935332.60382532
[2022-04-09 21:11:58.981921]Total energy: 16913738.54936651
[2022-04-09 21:13:13.918421]Total energy: 16933254.17509687
[2022-04-09 21:14:28.151154]Total energy: 16930482.346409805
[2022-04-09 21:15:45.601585]Total energy: 16891326.20861419
[2022-04-09 21:17:01.524563]Total energy: 16935616.775360238
[2022-04-09 21:18:17.143973]Total energy: 16939446.34570433
[2022-04-09 21:19:31.900545]Total energy: 16955870.042185344
[2022-04-09 21:21:11.706985]Total energy: 16888824.458120923
[2022-04-09 21:23:01.555967]Total energy: 16903841.51566706
[2022-04-09 21:24:40.062583]Total energy: 16928845.074965306
[2022-04-09 21:26:02.622246]Total energy: 16963511.223547816
[2022-04-09 21:27:18.407378]Total energy: 16908421.5717709
[2022-04-09 21:28:33.618915]Total energy: 16941605.97004652
[2022-04-09 21:29:47.057754]Total energy: 16922100.11593884
[2022-04-09 21:31:28.275504]Total energy: 16936771.426816072
[2022-04-09 21:32:56.280677]Total energy: 16893509.72548016
[2022-04-09 21:34:34.029122]Total energy: 16879502.938936815
[2022-04-09 21:36:11.486885]Total energy: 16880574.62010625
[2022-04-09 21:37:37.009677]Total energy: 16907434.814983424
[2022-04-09 21:38:52.239289]Total energy: 16913237.131044287
[2022-04-09 21:40:08.038170]Total energy: 16904117.238422304
[2022-04-09 21:41:32.387041]Total energy: 16895013.85932336
[2022-04-09 21:43:02.801924]Total energy: 16865321.862546053
[2022-04-09 21:44:30.068540]Total energy: 16879583.71270171
[2022-04-09 21:45:44.384492]Total energy: 16883418.941832807
[2022-04-09 21:46:59.251104]Total energy: 16882186.113459267
[2022-04-09 21:48:14.754402]Total energy: 16877920.543970983
[2022-04-09 21:49:30.431396]Total energy: 16901753.321248136
[2022-04-09 21:51:10.061471]Total energy: 16886131.97686661
[2022-04-09 21:52:50.432664]Total energy: 16890887.43757764
[2022-04-09 21:54:11.014833]Total energy: 16882854.789731197
[2022-04-09 21:55:27.241105]Total energy: 16891759.386098973
[2022-04-09 21:56:44.839690]Total energy: 16875615.901297208
[2022-04-09 21:58:01.244307]Total energy: 16903726.273543674
[2022-04-09 21:59:17.447809]Total energy: 16915679.001800068
[2022-04-09 22:00:35.587230]Total energy: 16887428.87480466
[2022-04-09 22:01:57.396535]Total energy: 16919490.080683272
[2022-04-09 22:03:16.455193]Total energy: 16869483.952535026
[2022-04-09 22:04:40.160930]Total energy: 16913499.272235613
[2022-04-09 22:06:08.922280]Total energy: 16896751.677796893
[2022-04-09 22:07:28.014188]Total energy: 16907314.63167551
[2022-04-09 22:08:44.093876]Total energy: 16857969.27713287
[2022-04-09 22:10:01.107285]Total energy: 16886396.607897922
[2022-04-09 22:11:45.648308]Total energy: 16910174.075495988
[2022-04-09 22:13:16.372414]Total energy: 16845675.164422512
[2022-04-09 22:14:40.329345]Total energy: 16820769.90219912
[2022-04-09 22:15:55.187949]Total energy: 16860694.474922113
[2022-04-09 22:17:11.787314]Total energy: 16824066.93050847
[2022-04-09 22:18:32.288251]Total energy: 16835970.346560314
[2022-04-09 22:19:47.016521]Total energy: 16826326.88674106
[2022-04-09 22:21:12.215683]Total energy: 16868392.188612785
[2022-04-09 22:22:41.803150]Total energy: 16817183.455493726
[2022-04-09 22:24:12.191125]Total energy: 16851601.272104025
[2022-04-09 22:25:29.251991]Total energy: 16856006.653950244
[2022-04-09 22:26:46.431734]Total energy: 16867901.784550097
[2022-04-09 22:28:02.251692]Total energy: 16857868.360130094
[2022-04-09 22:29:18.832093]Total energy: 16854119.56376452
[2022-04-09 22:30:57.558233]Total energy: 16862665.558396704
[2022-04-09 22:32:43.636169]Total energy: 16873179.71517173
[2022-04-09 22:34:08.362216]Total energy: 16837474.256821156
[2022-04-09 22:35:24.595352]Total energy: 16900559.397633187
[2022-04-09 22:36:40.309266]Total energy: 16880987.7591911
[2022-04-09 22:37:54.659933]Total energy: 16895378.205395874
[2022-04-09 22:39:09.278122]Total energy: 16919309.233879607
[2022-04-09 22:40:38.364000]Total energy: 16884223.862349313
[2022-04-09 22:42:25.297416]Total energy: 16890953.71730408
[2022-04-09 22:43:48.246358]Total energy: 16867195.503893584
[2022-04-09 22:45:04.912977]Total energy: 16873421.011923842
[2022-04-09 22:46:20.488908]Total energy: 16876619.42186199
[2022-04-09 22:47:36.040895]Total energy: 16859624.60517943
[2022-04-09 22:48:52.244477]Total energy: 16872836.755463473
[2022-04-09 22:50:08.466812]Total energy: 16878540.39795324
[2022-04-09 22:51:23.317868]Total energy: 16843930.842374362
[2022-04-09 22:52:37.445397]Total energy: 16833793.076467015
[2022-04-09 22:53:53.040581]Total energy: 16861762.840554014
[2022-04-09 22:55:07.546352]Total energy: 16916811.875341374
[2022-04-09 22:56:22.494921]Total energy: 16840584.71970545
[2022-04-09 22:57:36.800287]Total energy: 16849548.266260646
[2022-04-09 22:58:52.203922]Total energy: 16894218.322208665
[2022-04-09 23:00:07.664469]Total energy: 16873979.695673455
[2022-04-09 23:01:34.781421]Total energy: 16859950.62584266
[2022-04-09 23:02:59.083105]Total energy: 16870973.965174187
[2022-04-09 23:04:26.416214]Total energy: 16867622.208405074
[2022-04-09 23:05:53.251392]Total energy: 16853978.17635722
[2022-04-09 23:07:20.142310]Total energy: 16859198.261615813
[2022-04-09 23:08:39.860124]Total energy: 16871577.76737092
[2022-04-09 23:09:56.572867]Total energy: 16841782.610000603
[2022-04-09 23:11:11.457317]Total energy: 16817986.374621592
[2022-04-09 23:12:25.153763]Total energy: 16843770.158595387
[2022-04-09 23:13:39.369268]Total energy: 16892354.613517568
[2022-04-09 23:15:00.310882]Total energy: 16848594.941476572
[2022-04-09 23:16:18.044683]Total energy: 16828744.82433613
[2022-04-09 23:17:34.019425]Total energy: 16864452.31020836
[2022-04-09 23:18:50.796442]Total energy: 16833122.493116055
[2022-04-09 23:20:05.796595]Total energy: 16887856.750652596
[2022-04-09 23:21:35.712190]Total energy: 16889877.74958807
[2022-04-09 23:23:00.851986]Total energy: 16850294.12035338
[2022-04-09 23:24:30.708900]Total energy: 16863747.790577233
[2022-04-09 23:25:53.223596]Total energy: 16881481.183142185
[2022-04-09 23:27:07.564060]Total energy: 16843827.29728883
[2022-04-09 23:28:22.273669]Total energy: 16885050.330072977
[2022-04-09 23:29:38.044827]Total energy: 16836366.713195562
[2022-04-09 23:31:17.289014]Total energy: 16916879.908500534
[2022-04-09 23:32:46.329835]Total energy: 16862856.00106182
[2022-04-09 23:34:13.058407]Total energy: 16900644.567418937
[2022-04-09 23:35:41.280762]Total energy: 16881327.30400947
[2022-04-09 23:37:13.415519]Total energy: 16889529.173107624
[2022-04-09 23:38:48.978234]Total energy: 16862946.26920697
[2022-04-09 23:40:13.077408]Total energy: 16842227.24436325
[2022-04-09 23:41:29.256868]Total energy: 16855168.82338612
[2022-04-09 23:42:44.507544]Total energy: 16864969.0047724
[2022-04-09 23:44:00.030252]Total energy: 16810142.615034956
[2022-04-09 23:45:16.079585]Total energy: 16859554.181258075
[2022-04-09 23:46:31.350046]Total energy: 16886326.742564525
[2022-04-09 23:47:49.055183]Total energy: 16877952.49840715
[2022-04-09 23:49:05.788537]Total energy: 16890438.413005535
[2022-04-09 23:50:28.857409]Total energy: 16881882.145519014
[2022-04-09 23:52:07.054482]Total energy: 16842964.616979502
[2022-04-09 23:53:33.907011]Total energy: 16873288.697972238
[2022-04-09 23:54:54.396786]Total energy: 16863266.04844573
[2022-04-09 23:56:12.157105]Total energy: 16801416.10504675
[2022-04-09 23:57:30.129190]Total energy: 16868754.915057287
[2022-04-09 23:58:44.621636]Total energy: 16870380.25485335
[2022-04-09 23:59:59.411457]Total energy: 16799987.19431672
[2022-04-10 00:01:29.092242]Total energy: 16777232.270597164
[2022-04-10 00:03:03.235994]Total energy: 16840671.169662282
[2022-04-10 00:04:34.096548]Total energy: 16835029.873600088
[2022-04-10 00:05:58.289995]Total energy: 16813280.525597613
[2022-04-10 00:07:13.330764]Total energy: 16827780.85819778
[2022-04-10 00:08:28.110110]Total energy: 16801591.646169823
[2022-04-10 00:09:41.828930]Total energy: 16818456.621911988
[2022-04-10 00:11:19.744119]Total energy: 16797289.785807937
[2022-04-10 00:13:01.766494]Total energy: 16761170.475555927
[2022-04-10 00:14:43.526866]Total energy: 16778604.827556502
[2022-04-10 00:16:06.976080]Total energy: 16791788.38113013
[2022-04-10 00:17:21.027540]Total energy: 16816067.13035055
[2022-04-10 00:18:34.911521]Total energy: 16850470.731006205
[2022-04-10 00:19:49.894618]Total energy: 16785396.900057882
[2022-04-10 00:21:28.740503]Total energy: 16825184.24871109
[2022-04-10 00:23:09.108683]Total energy: 16783665.297851592
[2022-04-10 00:24:41.588316]Total energy: 16823256.869913556
[2022-04-10 00:26:06.112811]Total energy: 16826835.184649985
[2022-04-10 00:27:22.599563]Total energy: 16781617.26316065
[2022-04-10 00:28:37.389739]Total energy: 16841796.710241064
[2022-04-10 00:29:52.335679]Total energy: 16852623.50066905
[2022-04-10 00:31:06.622138]Total energy: 16812906.23370405
[2022-04-10 00:32:21.425867]Total energy: 16832577.745292403
[2022-04-10 00:33:36.023945]Total energy: 16797040.07209222
[2022-04-10 00:34:51.503322]Total energy: 16797867.212388318
[2022-04-10 00:36:05.996738]Total energy: 16820487.94737885
[2022-04-10 00:37:20.516944]Total energy: 16796189.16967721
[2022-04-10 00:38:36.476934]Total energy: 16808752.618406054
[2022-04-10 00:39:50.967203]Total energy: 16779278.944293603
[2022-04-10 00:41:33.146382]Total energy: 16763603.762574667
[2022-04-10 00:43:07.877170]Total energy: 16807307.423778094
[2022-04-10 00:44:46.222916]Total energy: 16821550.425979704
[2022-04-10 00:46:02.680577]Total energy: 16811164.85959656
[2022-04-10 00:47:19.263058]Total energy: 16795462.63008866
[2022-04-10 00:48:34.922092]Total energy: 16806801.450557597
[2022-04-10 00:49:50.433905]Total energy: 16779296.81713544
[2022-04-10 00:51:27.623671]Total energy: 16817841.085538488
[2022-04-10 00:53:05.860058]Total energy: 16786032.41977477
[2022-04-10 00:54:32.631277]Total energy: 16806186.433131997
[2022-04-10 00:56:03.707228]Total energy: 16804435.989722963
[2022-04-10 00:57:32.072057]Total energy: 16786124.071634308
[2022-04-10 00:58:58.299463]Total energy: 16788087.51750969
[2022-04-10 01:00:13.713574]Total energy: 16804954.70990423
