initial: 119 - diverse_seed
[2022-04-08 03:08:08.236752]Total energy: 19737033.99071146
[2022-04-08 03:08:56.877997]Total energy: 19738144.748609055
[2022-04-08 03:09:46.946540]Total energy: 19863109.14791158
[2022-04-08 03:10:40.993959]Total energy: 19707990.37023942
[2022-04-08 03:11:31.134308]Total energy: 19694917.335639615
[2022-04-08 03:12:19.101868]Total energy: 19705811.709460672
[2022-04-08 03:13:07.160191]Total energy: 19713200.708402876
[2022-04-08 03:13:54.655255]Total energy: 19689362.25007608
[2022-04-08 03:14:45.249794]Total energy: 19760118.530896466
[2022-04-08 03:15:32.831971]Total energy: 19665032.08452253
[2022-04-08 03:16:20.484894]Total energy: 19706930.07476673
[2022-04-08 03:17:08.807446]Total energy: 19700494.616042253
[2022-04-08 03:17:56.503298]Total energy: 19625108.793387335
[2022-04-08 03:18:44.754641]Total energy: 19629388.979060233
[2022-04-08 03:19:32.844984]Total energy: 19743821.321106754
[2022-04-08 03:20:41.840992]Total energy: 19704411.73086143
[2022-04-08 03:21:47.314838]Total energy: 19653626.660510078
[2022-04-08 03:22:43.065666]Total energy: 19676518.644637253
[2022-04-08 03:23:42.003524]Total energy: 19657047.342850666
[2022-04-08 03:24:41.108875]Total energy: 19736254.38809688
[2022-04-08 03:25:32.755986]Total energy: 19685324.93320358
[2022-04-08 03:26:22.199651]Total energy: 19684850.9045628
[2022-04-08 03:27:15.754960]Total energy: 19669554.022688467
[2022-04-08 03:28:06.146034]Total energy: 19687145.88509673
[2022-04-08 03:28:54.854201]Total energy: 19705285.80692565
[2022-04-08 03:29:44.531532]Total energy: 19678470.076946445
[2022-04-08 03:30:52.323829]Total energy: 19649410.132328555
[2022-04-08 03:31:54.635856]Total energy: 19678795.091690104
[2022-04-08 03:32:47.626813]Total energy: 19731541.038256038
[2022-04-08 03:33:37.009897]Total energy: 19658574.902551305
[2022-04-08 03:34:25.946064]Total energy: 19760451.893673584
[2022-04-08 03:35:14.439934]Total energy: 19750979.59390383
[2022-04-08 03:36:02.098420]Total energy: 19698631.799415726
[2022-04-08 03:36:50.097312]Total energy: 19759446.673420932
[2022-04-08 03:37:38.195856]Total energy: 19698585.7700479
[2022-04-08 03:38:25.856177]Total energy: 19675963.945010193
[2022-04-08 03:39:14.000312]Total energy: 19716181.77962174
[2022-04-08 03:40:02.211029]Total energy: 19672832.07114993
[2022-04-08 03:41:00.148362]Total energy: 19691040.715604194
[2022-04-08 03:41:48.806970]Total energy: 19706777.276466936
[2022-04-08 03:42:37.990022]Total energy: 19695118.578187115
[2022-04-08 03:43:28.489860]Total energy: 19721407.564380065
[2022-04-08 03:44:16.558578]Total energy: 19701131.255318705
[2022-04-08 03:45:07.588424]Total energy: 19705995.32874336
[2022-04-08 03:45:55.773206]Total energy: 19630119.768478304
[2022-04-08 03:46:45.987389]Total energy: 19676526.493249413
[2022-04-08 03:47:34.208142]Total energy: 19691324.57861323
[2022-04-08 03:48:22.568669]Total energy: 19743893.62114935
[2022-04-08 03:49:09.994874]Total energy: 19690848.53916299
[2022-04-08 03:49:57.693376]Total energy: 19690857.967192397
[2022-04-08 03:51:01.497611]Total energy: 19716669.079329688
[2022-04-08 03:51:50.955736]Total energy: 19741614.867571592
[2022-04-08 03:52:40.195695]Total energy: 19726459.082222745
[2022-04-08 03:53:28.714586]Total energy: 19687758.545642056
[2022-04-08 03:54:16.993707]Total energy: 19687858.342063714
[2022-04-08 03:55:11.437720]Total energy: 19666715.510552436
[2022-04-08 03:56:14.310917]Total energy: 19700688.5910614
[2022-04-08 03:57:03.240880]Total energy: 19739024.31523066
[2022-04-08 03:57:51.781269]Total energy: 19690997.20572941
[2022-04-08 03:58:40.140625]Total energy: 19762084.18440217
[2022-04-08 03:59:32.249758]Total energy: 19638227.900577784
[2022-04-08 04:00:20.737159]Total energy: 19673592.663412973
[2022-04-08 04:01:32.910118]Total energy: 19706242.530593906
[2022-04-08 04:02:28.903236]Total energy: 19773524.1201079
[2022-04-08 04:03:18.127754]Total energy: 19697652.935528606
[2022-04-08 04:04:06.878731]Total energy: 19782022.565194014
[2022-04-08 04:04:54.691457]Total energy: 19664960.414827004
[2022-04-08 04:05:44.983403]Total energy: 19766377.095051087
[2022-04-08 04:06:32.778580]Total energy: 19705697.3198738
[2022-04-08 04:07:20.038253]Total energy: 19707229.782076597
[2022-04-08 04:08:07.749695]Total energy: 19740199.23999276
[2022-04-08 04:08:58.959049]Total energy: 19758690.280103203
[2022-04-08 04:09:46.900279]Total energy: 19691463.46042779
[2022-04-08 04:10:42.211706]Total energy: 19718611.572815716
[2022-04-08 04:11:40.760926]Total energy: 19694643.850600053
[2022-04-08 04:12:34.544672]Total energy: 19709918.59694703
[2022-04-08 04:13:22.512966]Total energy: 19674739.66562098
[2022-04-08 04:14:11.603835]Total energy: 19689043.076859828
[2022-04-08 04:15:00.079431]Total energy: 19687772.301129702
[2022-04-08 04:15:52.018021]Total energy: 19750722.425891522
[2022-04-08 04:16:39.978396]Total energy: 19737757.73044974
[2022-04-08 04:17:27.420373]Total energy: 19705122.62959354
[2022-04-08 04:18:16.076217]Total energy: 19667281.31264914
[2022-04-08 04:19:08.845972]Total energy: 19718485.53618363
[2022-04-08 04:19:56.668652]Total energy: 19624355.068625476
[2022-04-08 04:20:49.989535]Total energy: 19677458.234437756
[2022-04-08 04:21:48.921623]Total energy: 19683057.805206325
[2022-04-08 04:22:39.428841]Total energy: 19709877.427286368
[2022-04-08 04:23:28.286713]Total energy: 19717957.537837435
[2022-04-08 04:24:16.739038]Total energy: 19658632.18182459
[2022-04-08 04:25:11.283451]Total energy: 19689248.76037295
[2022-04-08 04:25:59.539121]Total energy: 19742046.54518893
[2022-04-08 04:26:47.520156]Total energy: 19669886.664998386
[2022-04-08 04:27:35.105068]Total energy: 19714032.025239293
[2022-04-08 04:28:25.627065]Total energy: 19703980.40432395
[2022-04-08 04:29:15.755409]Total energy: 19669281.969288994
[2022-04-08 04:30:06.242747]Total energy: 19637010.62638012
[2022-04-08 04:31:04.583550]Total energy: 19685934.36384754
[2022-04-08 04:31:59.441302]Total energy: 19733052.491223276
[2022-04-08 04:32:48.707925]Total energy: 19726902.82028242
[2022-04-08 04:33:37.503092]Total energy: 19661442.538572785
[2022-04-08 04:34:25.233366]Total energy: 19716638.525118906
[2022-04-08 04:35:15.227618]Total energy: 19637835.37109454
[2022-04-08 04:36:03.320987]Total energy: 19611661.57729459
[2022-04-08 04:36:51.688375]Total energy: 19530141.269950654
[2022-04-08 04:37:39.522814]Total energy: 19499831.44232519
[2022-04-08 04:38:29.175587]Total energy: 19529759.733989634
[2022-04-08 04:39:17.423062]Total energy: 19476088.783329256
[2022-04-08 04:40:06.547077]Total energy: 19428989.791168563
[2022-04-08 04:41:05.053379]Total energy: 19500091.764033467
[2022-04-08 04:42:01.541674]Total energy: 19544389.384558637
[2022-04-08 04:43:03.165211]Total energy: 19436524.58373249
[2022-04-08 04:44:01.395725]Total energy: 19422016.634568
[2022-04-08 04:45:04.755388]Total energy: 19534637.041841116
[2022-04-08 04:45:52.960351]Total energy: 19508439.806317534
[2022-04-08 04:46:40.806666]Total energy: 19510131.234086245
[2022-04-08 04:47:28.529648]Total energy: 19576532.611353863
[2022-04-08 04:48:19.777324]Total energy: 19567269.721611567
[2022-04-08 04:49:08.441067]Total energy: 19540950.01510623
[2022-04-08 04:49:56.723246]Total energy: 19553742.277296655
[2022-04-08 04:51:04.799977]Total energy: 19515264.222230807
[2022-04-08 04:52:11.527654]Total energy: 19547418.00024712
[2022-04-08 04:53:09.742608]Total energy: 19558427.693035103
[2022-04-08 04:54:06.652711]Total energy: 19562334.160522286
[2022-04-08 04:54:59.155365]Total energy: 19507559.878313206
[2022-04-08 04:55:47.630678]Total energy: 19566709.058196776
[2022-04-08 04:56:35.673945]Total energy: 19504421.183753192
[2022-04-08 04:57:25.209271]Total energy: 19512511.495061968
[2022-04-08 04:58:13.672745]Total energy: 19495029.687468402
[2022-04-08 04:59:02.525337]Total energy: 19518685.939838532
[2022-04-08 04:59:50.715024]Total energy: 19522910.46804862
[2022-04-08 05:00:40.440453]Total energy: 19527120.854957376
[2022-04-08 05:01:29.127076]Total energy: 19530784.916348346
[2022-04-08 05:02:16.846342]Total energy: 19579078.15289361
[2022-04-08 05:03:04.514455]Total energy: 19564030.1541263
[2022-04-08 05:03:54.005797]Total energy: 19558435.634285282
[2022-04-08 05:04:42.813929]Total energy: 19547866.8105706
[2022-04-08 05:05:35.264919]Total energy: 19501429.982593216
[2022-04-08 05:06:22.675247]Total energy: 19548297.286831334
[2022-04-08 05:07:10.456639]Total energy: 19579750.001850676
[2022-04-08 05:07:59.180678]Total energy: 19532927.990861658
[2022-04-08 05:08:47.564992]Total energy: 19520767.37995119
[2022-04-08 05:09:38.463896]Total energy: 19559348.712454423
[2022-04-08 05:10:37.510835]Total energy: 19504615.51833475
[2022-04-08 05:11:33.693673]Total energy: 19534860.368171655
[2022-04-08 05:12:35.359871]Total energy: 19581932.47328496
[2022-04-08 05:13:27.792171]Total energy: 19515241.766456254
[2022-04-08 05:14:19.121499]Total energy: 19551307.843413576
[2022-04-08 05:15:08.779896]Total energy: 19518614.017367892
[2022-04-08 05:15:59.553895]Total energy: 19532221.949713416
[2022-04-08 05:16:50.184543]Total energy: 19563630.815140933
[2022-04-08 05:17:40.855518]Total energy: 19549245.201406837
[2022-04-08 05:18:31.699494]Total energy: 19520370.55915519
[2022-04-08 05:19:23.983139]Total energy: 19540961.89952574
[2022-04-08 05:20:12.275019]Total energy: 19482807.382722728
[2022-04-08 05:21:04.694723]Total energy: 19550906.940484896
[2022-04-08 05:21:52.629196]Total energy: 19538518.52262725
[2022-04-08 05:22:40.543681]Total energy: 19529923.9832398
[2022-04-08 05:23:28.637839]Total energy: 19485230.312621973
[2022-04-08 05:24:16.086617]Total energy: 19557115.792460375
[2022-04-08 05:25:04.144625]Total energy: 19531645.540428
[2022-04-08 05:25:51.982558]Total energy: 19503687.118888672
[2022-04-08 05:26:40.481525]Total energy: 19537575.467501618
[2022-04-08 05:27:28.697187]Total energy: 19491390.662369706
[2022-04-08 05:28:17.324606]Total energy: 19541230.932712052
[2022-04-08 05:29:06.000873]Total energy: 19524528.43772498
[2022-04-08 05:29:53.632291]Total energy: 19509878.059899453
[2022-04-08 05:30:48.211814]Total energy: 19560226.836660396
[2022-04-08 05:31:37.694640]Total energy: 19521838.804654717
[2022-04-08 05:32:28.436677]Total energy: 19537167.988577005
[2022-04-08 05:33:17.107240]Total energy: 19474527.76548683
[2022-04-08 05:34:05.555174]Total energy: 19507567.850726757
[2022-04-08 05:35:01.924638]Total energy: 19478969.24162346
[2022-04-08 05:35:51.612512]Total energy: 19475159.729832366
[2022-04-08 05:36:42.109069]Total energy: 19549999.38469263
[2022-04-08 05:37:35.580562]Total energy: 19561293.538417857
[2022-04-08 05:38:25.544472]Total energy: 19524493.597278632
[2022-04-08 05:39:16.395753]Total energy: 19545813.177190233
[2022-04-08 05:40:05.793681]Total energy: 19540495.98938608
[2022-04-08 05:41:13.463020]Total energy: 19508336.95684856
[2022-04-08 05:42:14.854718]Total energy: 19517399.80038788
[2022-04-08 05:43:08.531746]Total energy: 19497417.664134555
[2022-04-08 05:44:00.334698]Total energy: 19564338.319729175
[2022-04-08 05:44:57.065954]Total energy: 19538514.53626153
[2022-04-08 05:45:46.613763]Total energy: 19566853.666362412
[2022-04-08 05:46:36.000072]Total energy: 19495757.645879522
[2022-04-08 05:47:25.223761]Total energy: 19516487.35583384
[2022-04-08 05:48:14.171724]Total energy: 19611443.93770837
[2022-04-08 05:49:03.607380]Total energy: 19501472.14719083
[2022-04-08 05:49:52.036393]Total energy: 19463450.49321721
[2022-04-08 05:50:46.861058]Total energy: 19555649.696666643
[2022-04-08 05:51:43.898412]Total energy: 19480125.82412774
[2022-04-08 05:52:41.895714]Total energy: 19502970.92561251
[2022-04-08 05:53:33.037930]Total energy: 19549775.915977597
[2022-04-08 05:54:22.952140]Total energy: 19583742.877803795
[2022-04-08 05:55:10.609577]Total energy: 19491496.313197114
[2022-04-08 05:55:58.752881]Total energy: 19546346.806115083
[2022-04-08 05:56:46.341682]Total energy: 19545158.408281133
[2022-04-08 05:57:34.077956]Total energy: 19501687.928107638
[2022-04-08 05:58:22.462081]Total energy: 19532489.969230387
[2022-04-08 05:59:11.312157]Total energy: 19507503.507848464
[2022-04-08 05:59:59.430249]Total energy: 19498604.53692125
[2022-04-08 06:00:55.420094]Total energy: 19529819.162935246
[2022-04-08 06:01:46.622474]Total energy: 19421547.312760085
[2022-04-08 06:02:35.868241]Total energy: 19589095.55173413
[2022-04-08 06:03:24.582174]Total energy: 19517257.755875744
[2022-04-08 06:04:12.905650]Total energy: 19469336.914842147
[2022-04-08 06:05:01.020080]Total energy: 19535890.526529536
[2022-04-08 06:05:48.959797]Total energy: 19515324.650396623
[2022-04-08 06:06:38.062785]Total energy: 19472154.568851944
[2022-04-08 06:07:25.928442]Total energy: 19536857.832315605
[2022-04-08 06:08:15.862632]Total energy: 19524382.608502883
[2022-04-08 06:09:04.067661]Total energy: 19518307.676700078
[2022-04-08 06:09:52.566401]Total energy: 19498063.921218675
[2022-04-08 06:10:54.586109]Total energy: 19493473.75175462
[2022-04-08 06:11:45.007434]Total energy: 19484745.884608764
[2022-04-08 06:12:33.620052]Total energy: 19476068.161612842
[2022-04-08 06:13:22.152295]Total energy: 19493786.58132294
[2022-04-08 06:14:10.052709]Total energy: 19535969.358195353
[2022-04-08 06:15:04.834558]Total energy: 19477733.175951745
[2022-04-08 06:16:09.741936]Total energy: 19466821.6580767
[2022-04-08 06:16:57.896166]Total energy: 19468072.684886552
[2022-04-08 06:17:45.433664]Total energy: 19513336.669158217
[2022-04-08 06:18:34.637723]Total energy: 19503773.556405384
[2022-04-08 06:19:29.498344]Total energy: 19539379.498012803
[2022-04-08 06:20:22.941025]Total energy: 19473291.054254726
[2022-04-08 06:21:21.195493]Total energy: 19513786.51079684
[2022-04-08 06:22:16.880821]Total energy: 19496322.91411855
[2022-04-08 06:23:15.486680]Total energy: 19443013.55586534
[2022-04-08 06:24:49.900140]Total energy: 19511101.993330214
[2022-04-08 06:25:45.350352]Total energy: 19498698.535359606
[2022-04-08 06:26:36.873271]Total energy: 19544635.511239897
[2022-04-08 06:27:28.925360]Total energy: 19518444.250158943
[2022-04-08 06:28:20.576287]Total energy: 19510490.6627009
[2022-04-08 06:29:14.182028]Total energy: 19539404.91729439
[2022-04-08 06:30:06.249625]Total energy: 19485990.920646973
[2022-04-08 06:30:58.597723]Total energy: 19478664.09529159
[2022-04-08 06:31:52.155414]Total energy: 19540175.38441073
[2022-04-08 06:32:45.970377]Total energy: 19481486.536344163
[2022-04-08 06:33:35.977986]Total energy: 19509716.536881667
[2022-04-08 06:34:24.790549]Total energy: 19527628.47577372
[2022-04-08 06:35:17.795391]Total energy: 19477055.49697778
[2022-04-08 06:36:07.269593]Total energy: 19485942.13993641
[2022-04-08 06:36:56.813006]Total energy: 19471705.387070835
[2022-04-08 06:37:45.460448]Total energy: 19485917.991615437
[2022-04-08 06:38:37.569503]Total energy: 19448238.46996023
[2022-04-08 06:39:25.209316]Total energy: 19540678.293209784
[2022-04-08 06:40:12.967713]Total energy: 19498855.92441139
[2022-04-08 06:41:07.750102]Total energy: 19494103.16279344
[2022-04-08 06:42:01.267353]Total energy: 19536894.334392764
[2022-04-08 06:42:50.897317]Total energy: 19500220.332598113
[2022-04-08 06:43:40.814324]Total energy: 19484075.535636205
[2022-04-08 06:44:28.676451]Total energy: 19512274.59321651
