initial: 113 - diverse_no_blind_seed
[2022-04-09 17:27:09.241143]Total energy: 19295591.630846687
[2022-04-09 17:28:26.836902]Total energy: 19316884.71207262
[2022-04-09 17:29:43.965474]Total energy: 19381088.686123945
[2022-04-09 17:31:13.086109]Total energy: 19311156.29413799
[2022-04-09 17:32:42.241406]Total energy: 19275890.070681743
[2022-04-09 17:34:01.971042]Total energy: 19335748.76314835
[2022-04-09 17:35:18.846070]Total energy: 19327979.518972367
[2022-04-09 17:36:37.056693]Total energy: 19378487.435756125
[2022-04-09 17:37:53.539274]Total energy: 19251366.595287263
[2022-04-09 17:39:10.523589]Total energy: 19294694.3268349
[2022-04-09 17:40:57.374386]Total energy: 19344861.102112688
[2022-04-09 17:42:23.363117]Total energy: 19338765.786185637
[2022-04-09 17:43:44.853356]Total energy: 19298609.958176844
[2022-04-09 17:45:01.841926]Total energy: 19320745.069660522
[2022-04-09 17:46:21.162474]Total energy: 19356350.902466312
[2022-04-09 17:47:42.531137]Total energy: 19298805.631054476
[2022-04-09 17:49:01.004643]Total energy: 19346833.921439316
[2022-04-09 17:50:17.569929]Total energy: 19307930.193649083
[2022-04-09 17:51:52.258619]Total energy: 19327279.672152918
[2022-04-09 17:53:22.122577]Total energy: 19318583.620630953
[2022-04-09 17:54:43.059832]Total energy: 19351276.698678732
[2022-04-09 17:55:59.563624]Total energy: 19293483.372493573
[2022-04-09 17:57:17.320256]Total energy: 19376661.29578003
[2022-04-09 17:58:35.312039]Total energy: 19320235.86902328
[2022-04-09 17:59:55.354060]Total energy: 19294282.798364703
[2022-04-09 18:01:33.688734]Total energy: 19331594.246386208
[2022-04-09 18:02:58.699037]Total energy: 19300809.946213696
[2022-04-09 18:04:15.567936]Total energy: 19240681.896559127
[2022-04-09 18:05:32.870333]Total energy: 19337556.32929675
[2022-04-09 18:06:50.093311]Total energy: 19229156.019468807
[2022-04-09 18:08:06.566209]Total energy: 19293950.935655363
[2022-04-09 18:09:24.033927]Total energy: 19209729.049457453
[2022-04-09 18:10:56.135130]Total energy: 19314176.27844763
[2022-04-09 18:12:16.994895]Total energy: 19370095.2025309
[2022-04-09 18:13:33.550551]Total energy: 19261161.323990837
[2022-04-09 18:14:50.895231]Total energy: 19223622.59879854
[2022-04-09 18:16:08.069689]Total energy: 19269990.735573515
[2022-04-09 18:17:24.939053]Total energy: 19258197.053880237
[2022-04-09 18:18:42.930901]Total energy: 19296454.640184965
[2022-04-09 18:20:00.874326]Total energy: 19221626.630044553
[2022-04-09 18:21:32.951649]Total energy: 19237908.735335536
[2022-04-09 18:23:15.468345]Total energy: 19242261.618445955
[2022-04-09 18:24:39.321703]Total energy: 19280066.975661185
[2022-04-09 18:25:57.225228]Total energy: 19248292.704130407
[2022-04-09 18:27:16.483460]Total energy: 19311637.35791483
[2022-04-09 18:28:33.664934]Total energy: 19353353.06525265
[2022-04-09 18:30:01.162668]Total energy: 19193518.05332366
[2022-04-09 18:31:37.838120]Total energy: 19272174.327211488
[2022-04-09 18:33:18.761327]Total energy: 19311700.044977993
[2022-04-09 18:34:41.201073]Total energy: 19250623.99634567
[2022-04-09 18:35:59.582691]Total energy: 19287021.073269844
[2022-04-09 18:37:17.064241]Total energy: 19268917.77287533
[2022-04-09 18:38:35.890375]Total energy: 19380284.295315545
[2022-04-09 18:39:52.510615]Total energy: 19300904.14630594
[2022-04-09 18:41:28.324326]Total energy: 19245955.86702871
[2022-04-09 18:42:46.688911]Total energy: 19298476.297765687
[2022-04-09 18:44:04.294277]Total energy: 19266321.160467256
[2022-04-09 18:45:20.845626]Total energy: 19258954.29840473
[2022-04-09 18:46:38.972040]Total energy: 19347268.510715134
[2022-04-09 18:47:55.516731]Total energy: 19341583.703188464
[2022-04-09 18:49:13.234389]Total energy: 19292107.091365587
[2022-04-09 18:51:12.120147]Total energy: 19285861.530452732
[2022-04-09 18:53:04.369367]Total energy: 19266716.457932767
[2022-04-09 18:54:22.684706]Total energy: 19297321.470895942
[2022-04-09 18:55:41.465928]Total energy: 19279264.51020853
[2022-04-09 18:56:59.479018]Total energy: 19243737.604970485
[2022-04-09 18:58:16.297474]Total energy: 19213691.830638807
[2022-04-09 18:59:32.659791]Total energy: 19252405.74206159
[2022-04-09 19:01:15.523649]Total energy: 19243201.179698307
[2022-04-09 19:02:58.527904]Total energy: 19292174.13111165
[2022-04-09 19:04:25.276869]Total energy: 19296632.279136147
[2022-04-09 19:05:46.042785]Total energy: 19269382.35140993
[2022-04-09 19:07:02.430321]Total energy: 19318288.39193931
[2022-04-09 19:08:19.076108]Total energy: 19273833.76316747
[2022-04-09 19:09:36.418217]Total energy: 19302851.025506288
[2022-04-09 19:11:11.814630]Total energy: 19279931.421494067
[2022-04-09 19:12:50.849660]Total energy: 19257147.3568993
[2022-04-09 19:14:18.975650]Total energy: 19234539.135236617
[2022-04-09 19:15:36.972745]Total energy: 19352592.477972824
[2022-04-09 19:17:33.053900]Total energy: 19294874.053562965
[2022-04-09 19:20:09.639035]Total energy: 19237319.72354114
[2022-04-09 19:21:41.520926]Total energy: 19336058.930803616
[2022-04-09 19:23:02.476808]Total energy: 19264923.627145413
[2022-04-09 19:24:18.797935]Total energy: 19308242.66214966
[2022-04-09 19:25:34.931010]Total energy: 19313065.332205355
[2022-04-09 19:26:51.483802]Total energy: 19194836.669456493
[2022-04-09 19:28:07.330415]Total energy: 19251133.09174145
[2022-04-09 19:29:26.107536]Total energy: 19266080.362118863
[2022-04-09 19:31:01.120348]Total energy: 19274919.259315297
[2022-04-09 19:32:39.218486]Total energy: 19338318.991971686
[2022-04-09 19:34:11.760813]Total energy: 19250864.870182037
[2022-04-09 19:35:39.341964]Total energy: 19280758.707256693
[2022-04-09 19:36:56.482254]Total energy: 19319141.988063846
[2022-04-09 19:38:13.876294]Total energy: 19204360.84795322
[2022-04-09 19:39:30.904676]Total energy: 19313196.613179494
[2022-04-09 19:40:53.532677]Total energy: 19264486.61539427
[2022-04-09 19:42:14.175036]Total energy: 19271484.77687883
[2022-04-09 19:43:31.071204]Total energy: 19296411.49887747
[2022-04-09 19:44:48.182297]Total energy: 19283532.079652216
[2022-04-09 19:46:06.245146]Total energy: 19272611.63963793
[2022-04-09 19:47:22.977748]Total energy: 19316272.088178698
[2022-04-09 19:48:39.474997]Total energy: 19245075.998879224
[2022-04-09 19:49:55.875853]Total energy: 19293615.15231589
[2022-04-09 19:51:31.666828]Total energy: 19290612.92538698
[2022-04-09 19:53:09.338619]Total energy: 19250076.066340737
[2022-04-09 19:54:40.683706]Total energy: 19244788.580635764
[2022-04-09 19:56:02.329184]Total energy: 19262172.509988006
[2022-04-09 19:57:20.858653]Total energy: 19310347.893139046
[2022-04-09 19:58:38.651594]Total energy: 19301195.6043829
[2022-04-09 19:59:57.917695]Total energy: 19304736.71426109
[2022-04-09 20:01:21.905538]Total energy: 19257854.944308028
[2022-04-09 20:02:43.154966]Total energy: 19277917.219989285
[2022-04-09 20:03:59.332122]Total energy: 19280306.536667656
[2022-04-09 20:05:15.759839]Total energy: 19287043.77051662
[2022-04-09 20:06:32.249483]Total energy: 19238766.196233924
[2022-04-09 20:07:49.748249]Total energy: 19341311.334559802
[2022-04-09 20:09:07.764540]Total energy: 19278734.250145037
[2022-04-09 20:10:56.218989]Total energy: 19282562.45289003
[2022-04-09 20:12:59.350237]Total energy: 19241703.272255022
[2022-04-09 20:14:40.680743]Total energy: 19231947.149254106
[2022-04-09 20:16:10.933430]Total energy: 19265442.601048145
[2022-04-09 20:17:35.335805]Total energy: 19284433.694914646
[2022-04-09 20:18:53.361537]Total energy: 19284877.84947721
[2022-04-09 20:20:10.919718]Total energy: 19277110.11384238
[2022-04-09 20:21:45.963334]Total energy: 19257989.022508197
[2022-04-09 20:23:20.222569]Total energy: 19240390.294393122
[2022-04-09 20:24:36.656166]Total energy: 19235304.80134433
[2022-04-09 20:25:53.308917]Total energy: 19252883.956712894
[2022-04-09 20:27:10.689646]Total energy: 19265731.750001404
[2022-04-09 20:28:27.455237]Total energy: 19266173.162040025
[2022-04-09 20:29:43.141939]Total energy: 19210794.749092296
[2022-04-09 20:31:09.722299]Total energy: 19205655.160855986
[2022-04-09 20:32:34.102722]Total energy: 19205532.33922575
[2022-04-09 20:33:53.716842]Total energy: 19246317.419300668
[2022-04-09 20:35:10.252526]Total energy: 19266460.12964764
[2022-04-09 20:36:28.731687]Total energy: 19258328.554833245
[2022-04-09 20:37:45.211433]Total energy: 19214572.72805852
[2022-04-09 20:39:03.784113]Total energy: 19185341.92040991
[2022-04-09 20:40:20.375231]Total energy: 19250214.288319543
[2022-04-09 20:41:50.254776]Total energy: 19206321.298077054
[2022-04-09 20:43:14.339928]Total energy: 19208440.70322472
[2022-04-09 20:44:39.503859]Total energy: 19220422.39733451
[2022-04-09 20:46:11.312940]Total energy: 19297451.71386967
[2022-04-09 20:47:29.080821]Total energy: 19193793.181508318
[2022-04-09 20:48:45.582297]Total energy: 19190771.39182938
[2022-04-09 20:50:02.727596]Total energy: 19260274.60353773
[2022-04-09 20:51:23.922471]Total energy: 19226511.70151286
[2022-04-09 20:52:52.234075]Total energy: 19210913.366880063
[2022-04-09 20:54:16.422611]Total energy: 19222859.487504102
[2022-04-09 20:55:35.449579]Total energy: 19151862.74144217
[2022-04-09 20:56:51.709714]Total energy: 19278372.34711334
[2022-04-09 20:58:09.736803]Total energy: 19193507.802073363
[2022-04-09 20:59:29.712005]Total energy: 19284081.231404673
[2022-04-09 21:01:05.553647]Total energy: 19252973.830410093
[2022-04-09 21:02:29.669491]Total energy: 19225320.490240507
[2022-04-09 21:03:54.562514]Total energy: 19242952.646303665
[2022-04-09 21:05:21.230309]Total energy: 19245359.49993594
[2022-04-09 21:06:50.928009]Total energy: 19277379.714787465
[2022-04-09 21:08:22.056153]Total energy: 19263877.292829417
[2022-04-09 21:09:52.364261]Total energy: 19206898.95457065
[2022-04-09 21:11:14.313680]Total energy: 19162203.281593144
[2022-04-09 21:12:30.562099]Total energy: 19202914.528777946
[2022-04-09 21:13:47.473966]Total energy: 19197771.83224322
[2022-04-09 21:15:05.506495]Total energy: 19247237.4983813
[2022-04-09 21:16:23.487452]Total energy: 19230585.548800264
[2022-04-09 21:17:39.986391]Total energy: 19237354.12995075
[2022-04-09 21:18:57.932877]Total energy: 19196780.83792462
[2022-04-09 21:20:16.302952]Total energy: 19227913.119527917
[2022-04-09 21:21:53.371110]Total energy: 19246765.50411514
[2022-04-09 21:23:20.582482]Total energy: 19249725.733078416
[2022-04-09 21:24:46.983961]Total energy: 19222763.96580196
[2022-04-09 21:26:06.463027]Total energy: 19209559.689136185
[2022-04-09 21:27:22.706571]Total energy: 19265204.450190835
[2022-04-09 21:28:39.201914]Total energy: 19241870.329800047
[2022-04-09 21:29:55.963296]Total energy: 19202647.960584074
[2022-04-09 21:31:37.366066]Total energy: 19184929.3003603
[2022-04-09 21:33:09.249041]Total energy: 19238291.362901162
[2022-04-09 21:34:41.772303]Total energy: 19236102.823127117
[2022-04-09 21:36:14.016788]Total energy: 19251004.40478793
[2022-04-09 21:37:35.620027]Total energy: 19241579.373791978
[2022-04-09 21:38:52.539329]Total energy: 19290948.114906467
[2022-04-09 21:40:09.400544]Total energy: 19229561.645918388
[2022-04-09 21:41:36.343714]Total energy: 19275784.49543378
[2022-04-09 21:43:03.937057]Total energy: 19232866.08116034
[2022-04-09 21:44:28.987786]Total energy: 19286991.574333057
[2022-04-09 21:45:47.694163]Total energy: 19219680.153101493
[2022-04-09 21:47:05.669380]Total energy: 19247754.693161044
[2022-04-09 21:48:22.101015]Total energy: 19227251.288789954
[2022-04-09 21:49:40.325898]Total energy: 19220863.73627921
[2022-04-09 21:51:23.977966]Total energy: 19242229.271261163
[2022-04-09 21:52:52.120061]Total energy: 19256419.962383304
[2022-04-09 21:54:13.197465]Total energy: 19201502.964908987
[2022-04-09 21:55:30.921413]Total energy: 19276409.668243412
[2022-04-09 21:56:48.607783]Total energy: 19298819.32839035
[2022-04-09 21:58:06.577670]Total energy: 19238673.021367613
[2022-04-09 21:59:23.699949]Total energy: 19282976.358614262
[2022-04-09 22:00:46.086838]Total energy: 19283395.397820614
[2022-04-09 22:02:12.747351]Total energy: 19207969.72971283
[2022-04-09 22:03:42.795035]Total energy: 19274185.15112274
[2022-04-09 22:05:14.753249]Total energy: 19191562.445923112
[2022-04-09 22:06:49.206970]Total energy: 19203516.60675233
[2022-04-09 22:08:06.511055]Total energy: 19249337.43175163
[2022-04-09 22:09:23.001271]Total energy: 19232666.52307405
[2022-04-09 22:10:56.307891]Total energy: 19235096.12000496
[2022-04-09 22:12:39.062551]Total energy: 19271861.505745765
[2022-04-09 22:14:11.565517]Total energy: 19232778.69834759
[2022-04-09 22:15:38.859141]Total energy: 19287370.43657364
[2022-04-09 22:16:57.370176]Total energy: 19181069.82719976
[2022-04-09 22:18:14.177428]Total energy: 19230475.84997479
[2022-04-09 22:19:32.647454]Total energy: 19263561.60975933
[2022-04-09 22:21:20.135924]Total energy: 19259712.821395453
[2022-04-09 22:22:54.079584]Total energy: 19232699.79029658
[2022-04-09 22:24:20.161656]Total energy: 19190320.37699978
[2022-04-09 22:25:37.953049]Total energy: 19314213.63685177
[2022-04-09 22:26:57.807963]Total energy: 19255830.714229085
[2022-04-09 22:28:16.457923]Total energy: 19230290.399197884
[2022-04-09 22:29:33.796890]Total energy: 19261462.3012148
[2022-04-09 22:31:09.007787]Total energy: 19188363.675666273
[2022-04-09 22:32:54.031252]Total energy: 19264208.37160999
[2022-04-09 22:34:15.759161]Total energy: 19268534.736245275
[2022-04-09 22:35:33.861706]Total energy: 19211341.609457627
[2022-04-09 22:36:52.118167]Total energy: 19308832.795315243
[2022-04-09 22:38:08.567330]Total energy: 19264585.94540759
[2022-04-09 22:39:24.712807]Total energy: 19182930.254795346
[2022-04-09 22:41:01.846599]Total energy: 19160087.324876517
[2022-04-09 22:42:41.708058]Total energy: 19205837.511242606
[2022-04-09 22:44:05.866990]Total energy: 19123805.04937014
[2022-04-09 22:45:22.461646]Total energy: 19253185.841248017
[2022-04-09 22:46:39.024868]Total energy: 19182494.370820515
[2022-04-09 22:47:55.617249]Total energy: 19219813.408640705
[2022-04-09 22:49:12.341488]Total energy: 19184095.455919024
[2022-04-09 22:50:38.565889]Total energy: 19176822.757478744
[2022-04-09 22:51:59.433859]Total energy: 19153125.91118709
[2022-04-09 22:53:15.893030]Total energy: 19188235.346373092
[2022-04-09 22:54:33.249240]Total energy: 19212824.51882951
[2022-04-09 22:55:51.879684]Total energy: 19169049.16656758
[2022-04-09 22:57:10.327290]Total energy: 19186819.370437313
[2022-04-09 22:58:27.087824]Total energy: 19233296.52161808
[2022-04-09 22:59:43.736737]Total energy: 19222428.589277364
[2022-04-09 23:01:14.309245]Total energy: 19256892.00728085
[2022-04-09 23:02:40.190416]Total energy: 19205569.78129849
[2022-04-09 23:04:05.810121]Total energy: 19149272.588867042
[2022-04-09 23:05:32.541590]Total energy: 19195065.23924492
[2022-04-09 23:06:59.893896]Total energy: 19221492.87030081
[2022-04-09 23:08:19.811854]Total energy: 19201120.072758995
[2022-04-09 23:09:37.562300]Total energy: 19214918.416373353
[2022-04-09 23:10:55.007179]Total energy: 19197659.442522444
[2022-04-09 23:12:11.902328]Total energy: 19243657.623226345
[2022-04-09 23:13:28.626922]Total energy: 19228734.85598362
[2022-04-09 23:14:48.220328]Total energy: 19235935.776199542
[2022-04-09 23:16:06.343034]Total energy: 19183770.089884542
[2022-04-09 23:17:23.936973]Total energy: 19232896.868624132
[2022-04-09 23:18:42.019176]Total energy: 19188224.17474958
[2022-04-09 23:19:59.082171]Total energy: 19139881.92522218
[2022-04-09 23:21:18.711108]Total energy: 19208005.52081325
[2022-04-09 23:22:42.019128]Total energy: 19183146.815898575
[2022-04-09 23:24:06.368543]Total energy: 19171384.193977408
[2022-04-09 23:25:30.330268]Total energy: 19186009.051562667
[2022-04-09 23:26:48.072006]Total energy: 19159620.082247093
[2022-04-09 23:28:07.031102]Total energy: 19215708.336726572
[2022-04-09 23:29:24.015362]Total energy: 19210966.686704606
[2022-04-09 23:31:13.037244]Total energy: 19254618.100183483
[2022-04-09 23:32:47.405157]Total energy: 19157605.049089152
[2022-04-09 23:34:14.492922]Total energy: 19213093.14775265
[2022-04-09 23:35:42.467166]Total energy: 19248867.792356346
[2022-04-09 23:37:15.480909]Total energy: 19189439.46728218
[2022-04-09 23:38:52.328914]Total energy: 19226406.373897906
[2022-04-09 23:40:19.689671]Total energy: 19198315.13812415
[2022-04-09 23:41:38.465771]Total energy: 19233196.24027606
[2022-04-09 23:42:57.857287]Total energy: 19187428.94031197
[2022-04-09 23:44:16.577380]Total energy: 19223960.81208565
[2022-04-09 23:45:36.043641]Total energy: 19141488.691883765
[2022-04-09 23:46:55.797915]Total energy: 19124216.12325439
[2022-04-09 23:48:15.113220]Total energy: 19233813.239312127
[2022-04-09 23:49:35.050389]Total energy: 19214020.825819902
[2022-04-09 23:51:01.229647]Total energy: 19165167.982956618
[2022-04-09 23:52:30.640130]Total energy: 19141694.96385589
[2022-04-09 23:54:02.285050]Total energy: 19239983.329026967
[2022-04-09 23:55:26.128598]Total energy: 19173375.13989
[2022-04-09 23:56:47.199536]Total energy: 19169836.744822394
[2022-04-09 23:58:07.557695]Total energy: 19208477.49133116
[2022-04-09 23:59:26.826031]Total energy: 19195418.03112933
[2022-04-10 00:00:49.140192]Total energy: 19188196.415316198
[2022-04-10 00:02:17.177349]Total energy: 19274385.20646291
[2022-04-10 00:03:44.703975]Total energy: 19264958.732423946
[2022-04-10 00:05:07.109238]Total energy: 19185176.96917294
[2022-04-10 00:06:27.247696]Total energy: 19264935.14130063
[2022-04-10 00:07:43.868779]Total energy: 19229054.044799305
[2022-04-10 00:09:01.491976]Total energy: 19256899.895271894
[2022-04-10 00:10:20.792429]Total energy: 19126020.96966762
[2022-04-10 00:12:02.221035]Total energy: 19242630.65202815
[2022-04-10 00:13:30.049332]Total energy: 19184009.449081395
[2022-04-10 00:14:59.259292]Total energy: 19219942.974183675
[2022-04-10 00:16:17.531007]Total energy: 19210898.061179783
[2022-04-10 00:17:34.921918]Total energy: 19247226.236049563
[2022-04-10 00:18:53.705952]Total energy: 19280386.328962635
[2022-04-10 00:20:10.699899]Total energy: 19210817.33313023
[2022-04-10 00:21:45.450936]Total energy: 19213814.439729843
[2022-04-10 00:23:15.090457]Total energy: 19185896.756845567
[2022-04-10 00:24:42.026889]Total energy: 19209673.285829954
[2022-04-10 00:26:05.392865]Total energy: 19165130.819400128
[2022-04-10 00:27:22.996652]Total energy: 19249697.166938346
[2022-04-10 00:28:40.051522]Total energy: 19233032.049963478
[2022-04-10 00:29:57.371113]Total energy: 19228692.179671124
[2022-04-10 00:31:14.417394]Total energy: 19165482.67985383
[2022-04-10 00:32:32.060263]Total energy: 19183281.364021786
[2022-04-10 00:33:49.566711]Total energy: 19234975.231185026
[2022-04-10 00:35:08.067499]Total energy: 19173051.78381502
[2022-04-10 00:36:26.563474]Total energy: 19224847.878337443
[2022-04-10 00:37:42.804503]Total energy: 19229037.456976432
[2022-04-10 00:39:01.282057]Total energy: 19214459.34107592
[2022-04-10 00:40:17.902137]Total energy: 19230141.95875755
[2022-04-10 00:41:56.076388]Total energy: 19213786.956820898
[2022-04-10 00:43:23.409092]Total energy: 19271440.457912814
[2022-04-10 00:44:49.869216]Total energy: 19193905.65707353
[2022-04-10 00:46:08.536017]Total energy: 19250486.895564962
[2022-04-10 00:47:28.614350]Total energy: 19201029.75179179
[2022-04-10 00:48:46.138248]Total energy: 19232385.143815096
[2022-04-10 00:50:02.742770]Total energy: 19164028.75129357
[2022-04-10 00:51:39.828953]Total energy: 19188631.23603793
[2022-04-10 00:53:08.194864]Total energy: 19249748.769400872
[2022-04-10 00:54:35.349052]Total energy: 19170078.156287823
[2022-04-10 00:56:07.322817]Total energy: 19211072.99672156
[2022-04-10 00:57:33.327543]Total energy: 19174151.46043113
[2022-04-10 00:58:58.321143]Total energy: 19182313.848964166
[2022-04-10 01:00:16.336447]Total energy: 19171722.838305812
[2022-04-10 01:01:33.789207]Total energy: 19153577.88434807
[2022-04-10 01:02:54.260240]Total energy: 19177681.686766066
[2022-04-10 01:04:11.362786]Total energy: 19163599.295450274
[2022-04-10 01:05:30.404992]Total energy: 19189796.133024406
[2022-04-10 01:06:48.910556]Total energy: 19149755.35674598
[2022-04-10 01:08:06.726066]Total energy: 19222732.014380235
[2022-04-10 01:09:24.589367]Total energy: 19174302.466192324
[2022-04-10 01:11:03.615786]Total energy: 19138493.38782881
[2022-04-10 01:12:42.728252]Total energy: 19204185.810179092
[2022-04-10 01:14:11.318867]Total energy: 19164136.787613753
[2022-04-10 01:15:39.184303]Total energy: 19154951.154544745
[2022-04-10 01:16:59.567648]Total energy: 19193853.383535936
[2022-04-10 01:18:18.047046]Total energy: 19191181.22944482
[2022-04-10 01:19:35.768850]Total energy: 19203408.128667332
[2022-04-10 01:20:53.540036]Total energy: 19209883.826245137
[2022-04-10 01:22:11.947178]Total energy: 19090943.431518838
[2022-04-10 01:23:29.350317]Total energy: 19234874.391273394
[2022-04-10 01:24:46.981194]Total energy: 19222900.46703053
[2022-04-10 01:26:04.509592]Total energy: 19254263.644902896
[2022-04-10 01:27:21.474467]Total energy: 19220062.296811637
[2022-04-10 01:28:39.352825]Total energy: 19227688.6217476
[2022-04-10 01:29:58.625519]Total energy: 19200235.38224738
[2022-04-10 01:31:37.864903]Total energy: 19219534.972503927
[2022-04-10 01:33:11.396642]Total energy: 19202823.48944284
[2022-04-10 01:34:29.826770]Total energy: 19200165.67838084
[2022-04-10 01:35:46.199898]Total energy: 19198434.710729983
[2022-04-10 01:37:03.203605]Total energy: 19220173.3367841
[2022-04-10 01:38:25.131400]Total energy: 19254351.35475696
[2022-04-10 01:39:42.986275]Total energy: 19186208.307841472
[2022-04-10 01:41:37.459305]Total energy: 19187825.106881794
[2022-04-10 01:43:06.359535]Total energy: 19207130.476513743
[2022-04-10 01:44:23.872822]Total energy: 19209228.08338102
[2022-04-10 01:45:41.823730]Total energy: 19253237.953258883
[2022-04-10 01:47:03.095131]Total energy: 19184473.772563536
[2022-04-10 01:48:19.550920]Total energy: 19247608.68547036
[2022-04-10 01:49:36.410598]Total energy: 19176739.330037497
[2022-04-10 01:50:52.815410]Total energy: 19234504.29267006
[2022-04-10 01:52:09.649832]Total energy: 19179676.225493673
[2022-04-10 01:53:25.892163]Total energy: 19250770.775237255
[2022-04-10 01:54:42.588963]Total energy: 19170396.681709465
[2022-04-10 01:55:58.528898]Total energy: 19143315.677832104
[2022-04-10 01:57:15.776717]Total energy: 19173741.83145005
[2022-04-10 01:58:33.586290]Total energy: 19201447.22762614
[2022-04-10 01:59:50.816148]Total energy: 19250703.13613162
[2022-04-10 02:01:27.077390]Total energy: 19260672.301830642
[2022-04-10 02:03:09.768983]Total energy: 19146763.395300087
[2022-04-10 02:04:37.934512]Total energy: 19278003.74158239
