initial: 100 - diverse_no_blind_seed
[2022-04-09 13:42:55.533733]Total energy: 18802902.662754487
[2022-04-09 13:44:15.987739]Total energy: 18808169.294669002
[2022-04-09 13:45:36.166859]Total energy: 18818893.50011218
[2022-04-09 13:46:57.598646]Total energy: 18821398.054352917
[2022-04-09 13:48:17.889792]Total energy: 18837362.61690549
[2022-04-09 13:49:40.245830]Total energy: 18773447.064598083
[2022-04-09 13:51:15.521420]Total energy: 18788554.934835974
[2022-04-09 13:53:03.116728]Total energy: 18776369.53998794
[2022-04-09 13:55:18.981478]Total energy: 18853476.676356222
[2022-04-09 13:57:32.763440]Total energy: 18827018.27965728
[2022-04-09 13:59:55.597364]Total energy: 18836669.315026548
[2022-04-09 14:02:13.155541]Total energy: 18812712.06333513
[2022-04-09 14:04:38.469930]Total energy: 18805127.020780504
[2022-04-09 14:06:51.415423]Total energy: 18823595.018302463
[2022-04-09 14:09:09.567036]Total energy: 18787210.567581624
[2022-04-09 14:11:26.168127]Total energy: 18839148.525221754
[2022-04-09 14:13:35.676814]Total energy: 18817770.04484055
[2022-04-09 14:15:37.864053]Total energy: 18841342.58072501
[2022-04-09 14:17:37.531734]Total energy: 18792911.050418112
[2022-04-09 14:19:29.627256]Total energy: 18865386.107990667
[2022-04-09 14:20:49.687183]Total energy: 18814012.222306594
[2022-04-09 14:22:12.128674]Total energy: 18776888.712870497
[2022-04-09 14:23:34.298215]Total energy: 18896108.432917554
[2022-04-09 14:24:54.177366]Total energy: 18770211.28580241
[2022-04-09 14:26:13.836435]Total energy: 18788844.865613785
[2022-04-09 14:27:33.874113]Total energy: 18825904.417798687
[2022-04-09 14:28:54.183128]Total energy: 18780950.8805411
[2022-04-09 14:30:16.266612]Total energy: 18834145.148268066
[2022-04-09 14:31:52.065112]Total energy: 18733338.01340154
[2022-04-09 14:33:18.126087]Total energy: 18782358.299716372
[2022-04-09 14:34:40.056951]Total energy: 18729505.882115155
[2022-04-09 14:36:01.045580]Total energy: 18729249.82106915
[2022-04-09 14:37:25.301819]Total energy: 18801549.961387478
[2022-04-09 14:38:47.715786]Total energy: 18767692.598007143
[2022-04-09 14:40:09.255330]Total energy: 18763312.657393865
[2022-04-09 14:41:53.230577]Total energy: 18770504.73703925
[2022-04-09 14:43:31.002793]Total energy: 18803182.036270622
[2022-04-09 14:45:08.367885]Total energy: 18786366.50053806
[2022-04-09 14:46:37.266349]Total energy: 18763909.658405133
[2022-04-09 14:48:00.586034]Total energy: 18761474.604854792
[2022-04-09 14:49:22.951383]Total energy: 18780447.589681085
[2022-04-09 14:51:08.517592]Total energy: 18796352.44884375
[2022-04-09 14:52:36.229753]Total energy: 18807368.19845003
[2022-04-09 14:53:59.082276]Total energy: 18773176.696165573
[2022-04-09 14:55:20.080874]Total energy: 18797126.760695413
[2022-04-09 14:56:39.784424]Total energy: 18775887.137336813
[2022-04-09 14:58:02.368052]Total energy: 18778703.67066569
[2022-04-09 14:59:20.973668]Total energy: 18834808.2854539
[2022-04-09 15:01:04.033845]Total energy: 18821228.722307425
[2022-04-09 15:02:30.324522]Total energy: 18807826.370391082
[2022-04-09 15:03:49.242848]Total energy: 18773622.50664693
[2022-04-09 15:05:08.957566]Total energy: 18803899.690973815
[2022-04-09 15:06:31.486176]Total energy: 18798889.012169793
[2022-04-09 15:07:49.939661]Total energy: 18730270.223465018
[2022-04-09 15:09:10.961380]Total energy: 18782303.53680525
[2022-04-09 15:11:05.133231]Total energy: 18797686.593137946
[2022-04-09 15:12:36.842432]Total energy: 18789541.574017316
[2022-04-09 15:14:05.587768]Total energy: 18783761.590476643
[2022-04-09 15:15:25.336372]Total energy: 18783948.52691362
[2022-04-09 15:16:44.956786]Total energy: 18789820.587886646
[2022-04-09 15:18:04.485009]Total energy: 18765295.648360778
[2022-04-09 15:19:24.030574]Total energy: 18791471.109393813
[2022-04-09 15:21:07.217601]Total energy: 18782028.87716613
[2022-04-09 15:22:38.625438]Total energy: 18724660.430258982
[2022-04-09 15:23:58.047325]Total energy: 18648198.07114134
[2022-04-09 15:25:20.516017]Total energy: 18606074.41346917
[2022-04-09 15:26:39.388437]Total energy: 18623447.373385943
[2022-04-09 15:27:57.434100]Total energy: 18599034.42090687
[2022-04-09 15:29:16.965669]Total energy: 18619188.785183568
[2022-04-09 15:30:59.094835]Total energy: 18603859.408637736
[2022-04-09 15:32:42.397543]Total energy: 18568068.074273255
[2022-04-09 15:34:07.542789]Total energy: 18639957.466009796
[2022-04-09 15:35:27.557382]Total energy: 18587310.042308815
[2022-04-09 15:36:46.951974]Total energy: 18584643.426390328
[2022-04-09 15:38:06.721399]Total energy: 18602315.60975012
[2022-04-09 15:39:25.585135]Total energy: 18629746.145174727
[2022-04-09 15:41:06.230884]Total energy: 18617781.673981983
[2022-04-09 15:42:44.797265]Total energy: 18602463.523013446
[2022-04-09 15:44:03.991840]Total energy: 18603162.761443477
[2022-04-09 15:45:23.382391]Total energy: 18554574.611053117
[2022-04-09 15:46:41.914764]Total energy: 18634235.699753813
[2022-04-09 15:48:01.087160]Total energy: 18677036.899044417
[2022-04-09 15:49:20.799097]Total energy: 18623880.992629983
[2022-04-09 15:50:47.167764]Total energy: 18644605.68940985
[2022-04-09 15:52:12.133018]Total energy: 18645897.81645385
[2022-04-09 15:53:31.173769]Total energy: 18678077.28048021
[2022-04-09 15:54:50.884763]Total energy: 18626954.580316655
[2022-04-09 15:56:11.193529]Total energy: 18569412.680927347
[2022-04-09 15:57:30.019292]Total energy: 18625862.813929576
[2022-04-09 15:58:50.272124]Total energy: 18652451.484251358
[2022-04-09 16:00:08.916785]Total energy: 18624519.81188764
[2022-04-09 16:01:36.947196]Total energy: 18640627.74429364
[2022-04-09 16:03:09.895912]Total energy: 18645838.0083074
[2022-04-09 16:04:29.873107]Total energy: 18666630.932528343
[2022-04-09 16:05:49.998652]Total energy: 18630076.714293867
[2022-04-09 16:07:08.483096]Total energy: 18588203.329428703
[2022-04-09 16:08:27.605812]Total energy: 18675180.130762007
[2022-04-09 16:09:45.538200]Total energy: 18665171.602305733
[2022-04-09 16:11:35.505923]Total energy: 18656532.52902194
[2022-04-09 16:13:07.063745]Total energy: 18648909.177266803
[2022-04-09 16:14:35.940539]Total energy: 18618922.924781315
[2022-04-09 16:16:03.593124]Total energy: 18630458.16910238
[2022-04-09 16:17:22.277301]Total energy: 18700846.76809817
[2022-04-09 16:18:42.046088]Total energy: 18621105.276473958
[2022-04-09 16:20:02.508527]Total energy: 18609777.81017605
[2022-04-09 16:21:37.015530]Total energy: 18659012.532649636
[2022-04-09 16:23:06.930325]Total energy: 18662902.90334635
[2022-04-09 16:24:33.020213]Total energy: 18639041.183009136
[2022-04-09 16:25:51.831034]Total energy: 18636346.254719306
[2022-04-09 16:27:12.094953]Total energy: 18678145.785604347
[2022-04-09 16:28:32.105793]Total energy: 18603425.624494966
[2022-04-09 16:29:51.894083]Total energy: 18612279.850332092
[2022-04-09 16:31:18.975448]Total energy: 18612791.468664166
[2022-04-09 16:32:51.248808]Total energy: 18647870.189160824
[2022-04-09 16:34:19.662817]Total energy: 18643384.95214658
[2022-04-09 16:35:40.017937]Total energy: 18598718.211737633
[2022-04-09 16:36:59.390633]Total energy: 18631638.819577187
[2022-04-09 16:38:19.060303]Total energy: 18648738.112635788
[2022-04-09 16:39:37.684440]Total energy: 18637136.306555513
[2022-04-09 16:41:12.423657]Total energy: 18647134.420672815
[2022-04-09 16:42:48.121775]Total energy: 18660556.102565356
[2022-04-09 16:44:12.884436]Total energy: 18695137.492576767
[2022-04-09 16:45:39.915456]Total energy: 18622645.104395162
[2022-04-09 16:46:58.910240]Total energy: 18709016.864573546
[2022-04-09 16:48:18.533344]Total energy: 18575484.39587442
[2022-04-09 16:49:37.767805]Total energy: 18561257.154950224
[2022-04-09 16:51:08.907937]Total energy: 18585782.04381896
[2022-04-09 16:52:37.678673]Total energy: 18635600.89477348
[2022-04-09 16:53:56.812250]Total energy: 18635154.600420382
[2022-04-09 16:55:16.910899]Total energy: 18656338.511921186
[2022-04-09 16:56:35.106816]Total energy: 18635859.284497153
[2022-04-09 16:57:54.458268]Total energy: 18620548.600941297
[2022-04-09 16:59:14.062556]Total energy: 18659653.314330313
[2022-04-09 17:00:38.374376]Total energy: 18621888.445951883
[2022-04-09 17:02:06.862071]Total energy: 18670514.80737952
[2022-04-09 17:03:29.891228]Total energy: 18607857.322687346
[2022-04-09 17:04:50.490056]Total energy: 18623475.887198236
[2022-04-09 17:06:10.891331]Total energy: 18713819.5819578
[2022-04-09 17:07:30.130264]Total energy: 18677131.749969058
[2022-04-09 17:08:49.125038]Total energy: 18651519.172322165
[2022-04-09 17:10:08.179958]Total energy: 18607459.891876344
[2022-04-09 17:11:36.221761]Total energy: 18652498.13035799
[2022-04-09 17:13:07.713078]Total energy: 18623313.437352113
[2022-04-09 17:14:34.749282]Total energy: 18654967.546270743
[2022-04-09 17:15:54.478082]Total energy: 18674138.145484157
[2022-04-09 17:17:14.115012]Total energy: 18622017.48365895
[2022-04-09 17:18:33.245218]Total energy: 18638053.478893876
[2022-04-09 17:19:52.029837]Total energy: 18584212.12470822
[2022-04-09 17:21:33.793076]Total energy: 18682003.65162734
[2022-04-09 17:23:13.156821]Total energy: 18654190.819245007
[2022-04-09 17:24:40.538996]Total energy: 18651091.96537495
[2022-04-09 17:26:00.054018]Total energy: 18626368.711088687
[2022-04-09 17:27:19.242171]Total energy: 18645823.235395625
[2022-04-09 17:28:39.002907]Total energy: 18649098.76869262
[2022-04-09 17:29:59.720960]Total energy: 18673358.625395413
[2022-04-09 17:31:40.966322]Total energy: 18650557.582818393
[2022-04-09 17:33:15.130956]Total energy: 18651412.280628912
[2022-04-09 17:34:37.528370]Total energy: 18669524.08010407
[2022-04-09 17:35:58.817022]Total energy: 18642109.212273993
[2022-04-09 17:37:18.288161]Total energy: 18662317.458836246
[2022-04-09 17:38:36.614458]Total energy: 18615490.141285524
[2022-04-09 17:39:56.159264]Total energy: 18657939.128314428
[2022-04-09 17:41:39.393049]Total energy: 18666489.321684178
[2022-04-09 17:43:15.838185]Total energy: 18638133.780429184
[2022-04-09 17:44:37.947733]Total energy: 18554974.07370919
[2022-04-09 17:45:59.602445]Total energy: 18609177.64675801
[2022-04-09 17:47:23.815091]Total energy: 18615203.351473674
[2022-04-09 17:48:41.590392]Total energy: 18583344.725484792
[2022-04-09 17:50:02.413940]Total energy: 18604929.01886753
[2022-04-09 17:51:41.452083]Total energy: 18604933.668924596
[2022-04-09 17:53:20.314369]Total energy: 18550174.047965545
[2022-04-09 17:54:46.570957]Total energy: 18552391.611374743
[2022-04-09 17:56:05.691455]Total energy: 18564547.14688855
[2022-04-09 17:57:25.285016]Total energy: 18461609.133983526
[2022-04-09 17:58:43.359544]Total energy: 18628495.719207115
[2022-04-09 18:00:05.720070]Total energy: 18563686.766515605
[2022-04-09 18:01:41.295866]Total energy: 18555565.997774057
[2022-04-09 18:03:08.330975]Total energy: 18615140.44318166
[2022-04-09 18:04:27.824514]Total energy: 18578443.103074215
[2022-04-09 18:05:46.454695]Total energy: 18606752.179453153
[2022-04-09 18:07:04.330287]Total energy: 18564428.732972484
[2022-04-09 18:08:22.282347]Total energy: 18588838.99094045
[2022-04-09 18:09:44.636263]Total energy: 18592512.506883364
[2022-04-09 18:11:11.705249]Total energy: 18601632.083410725
[2022-04-09 18:12:31.481241]Total energy: 18526109.831082046
[2022-04-09 18:13:49.010769]Total energy: 18572540.607277703
[2022-04-09 18:15:07.405397]Total energy: 18570035.40316428
[2022-04-09 18:16:26.390513]Total energy: 18578107.574648507
[2022-04-09 18:17:45.103623]Total energy: 18552357.84026558
[2022-04-09 18:19:04.233743]Total energy: 18604811.95630971
[2022-04-09 18:20:30.519828]Total energy: 18538667.288428016
[2022-04-09 18:22:13.892078]Total energy: 18563988.00159613
[2022-04-09 18:23:42.569565]Total energy: 18537687.65440901
[2022-04-09 18:25:01.595604]Total energy: 18591513.474881247
[2022-04-09 18:26:22.775299]Total energy: 18599938.155219574
[2022-04-09 18:27:42.034685]Total energy: 18562589.83075391
[2022-04-09 18:29:00.596692]Total energy: 18602249.500478625
[2022-04-09 18:31:03.646690]Total energy: 18583994.45829453
[2022-04-09 18:32:46.297876]Total energy: 18576387.65678198
[2022-04-09 18:34:08.890651]Total energy: 18554599.05700686
[2022-04-09 18:35:29.303041]Total energy: 18577795.37238404
[2022-04-09 18:36:49.009862]Total energy: 18566238.85459267
[2022-04-09 18:38:09.324986]Total energy: 18529881.36493644
[2022-04-09 18:39:28.804073]Total energy: 18555904.300137278
[2022-04-09 18:41:12.193485]Total energy: 18601853.268924374
[2022-04-09 18:42:47.215876]Total energy: 18575828.113221515
[2022-04-09 18:44:07.378457]Total energy: 18576415.339892633
[2022-04-09 18:45:26.642425]Total energy: 18602249.237468436
[2022-04-09 18:46:45.781772]Total energy: 18579733.428251386
[2022-04-09 18:48:04.798188]Total energy: 18578185.561365314
[2022-04-09 18:49:22.797039]Total energy: 18560603.484578345
[2022-04-09 18:51:34.094000]Total energy: 18611951.434985563
[2022-04-09 18:53:19.973990]Total energy: 18555600.49327446
[2022-04-09 18:54:39.679740]Total energy: 18582264.53084496
[2022-04-09 18:55:58.419675]Total energy: 18584390.811168972
[2022-04-09 18:57:16.454880]Total energy: 18540687.72861635
[2022-04-09 18:58:34.679991]Total energy: 18510761.480488773
[2022-04-09 18:59:52.916379]Total energy: 18558115.02961083
[2022-04-09 19:01:39.615639]Total energy: 18590175.315412167
[2022-04-09 19:03:22.263569]Total energy: 18590194.80267928
[2022-04-09 19:04:58.115131]Total energy: 18546175.201142028
[2022-04-09 19:06:28.954080]Total energy: 18618618.93782603
[2022-04-09 19:07:48.095392]Total energy: 18594821.368414253
[2022-04-09 19:09:06.902350]Total energy: 18605801.011045374
[2022-04-09 19:10:50.694984]Total energy: 18591115.219050374
[2022-04-09 19:12:33.984010]Total energy: 18533806.06697793
[2022-04-09 19:14:00.195615]Total energy: 18544345.559955858
[2022-04-09 19:15:24.634932]Total energy: 18581100.405997735
[2022-04-09 19:17:02.366247]Total energy: 18551422.503466964
[2022-04-09 19:19:44.288063]Total energy: 18587131.373158928
[2022-04-09 19:21:26.850069]Total energy: 18582447.59254591
[2022-04-09 19:22:57.063992]Total energy: 18577505.26951227
[2022-04-09 19:24:15.759553]Total energy: 18603474.044297338
[2022-04-09 19:25:34.219312]Total energy: 18620608.19913097
[2022-04-09 19:26:53.793705]Total energy: 18574942.88149562
[2022-04-09 19:28:13.376719]Total energy: 18559542.48401741
[2022-04-09 19:29:33.289929]Total energy: 18597814.88700755
[2022-04-09 19:31:14.164088]Total energy: 18568492.72903593
[2022-04-09 19:32:58.143254]Total energy: 18590941.52844514
[2022-04-09 19:34:32.744132]Total energy: 18580941.665820695
[2022-04-09 19:36:00.710526]Total energy: 18562158.127312087
[2022-04-09 19:37:19.045019]Total energy: 18516483.48958327
[2022-04-09 19:38:37.611475]Total energy: 18582932.41899913
[2022-04-09 19:39:56.051967]Total energy: 18554084.310413755
[2022-04-09 19:41:20.255117]Total energy: 18544073.7041423
[2022-04-09 19:42:41.748977]Total energy: 18575911.079822823
[2022-04-09 19:44:00.597296]Total energy: 18588014.693336792
[2022-04-09 19:45:21.117867]Total energy: 18543573.860390462
[2022-04-09 19:46:40.788578]Total energy: 18599753.464506157
[2022-04-09 19:47:59.302753]Total energy: 18562875.48479872
[2022-04-09 19:49:18.682840]Total energy: 18585305.42329002
[2022-04-09 19:50:58.430690]Total energy: 18561833.6182516
[2022-04-09 19:52:39.916049]Total energy: 18559958.17695947
[2022-04-09 19:54:09.062860]Total energy: 18593504.586665943
[2022-04-09 19:55:32.583546]Total energy: 18578130.455243044
[2022-04-09 19:56:51.065159]Total energy: 18557974.51662036
[2022-04-09 19:58:09.101199]Total energy: 18552132.6458085
[2022-04-09 19:59:29.793401]Total energy: 18620109.458434653
[2022-04-09 20:01:08.068641]Total energy: 18554052.122827433
[2022-04-09 20:02:32.572745]Total energy: 18540168.994925775
[2022-04-09 20:03:51.565489]Total energy: 18571843.290541828
[2022-04-09 20:05:10.948677]Total energy: 18580472.375593197
[2022-04-09 20:06:29.037948]Total energy: 18573117.5838496
[2022-04-09 20:07:46.743478]Total energy: 18488227.05825944
[2022-04-09 20:09:07.419883]Total energy: 18600146.257437628
[2022-04-09 20:11:05.209414]Total energy: 18504024.9065274
[2022-04-09 20:13:10.681179]Total energy: 18497204.637915537
[2022-04-09 20:14:54.246785]Total energy: 18534597.512419026
[2022-04-09 20:16:29.218592]Total energy: 18585597.16879182
[2022-04-09 20:17:49.844373]Total energy: 18553207.303041156
[2022-04-09 20:19:09.318218]Total energy: 18516251.721897613
[2022-04-09 20:20:52.023394]Total energy: 18524376.13373644
[2022-04-09 20:22:37.563320]Total energy: 18517663.500179667
[2022-04-09 20:24:03.351550]Total energy: 18498388.82669565
[2022-04-09 20:25:21.988486]Total energy: 18540660.457328986
[2022-04-09 20:26:40.497876]Total energy: 18529313.98161655
[2022-04-09 20:27:58.790488]Total energy: 18484741.809815083
[2022-04-09 20:29:16.745942]Total energy: 18548484.9356874
[2022-04-09 20:30:58.288364]Total energy: 18488835.94750483
[2022-04-09 20:32:25.996581]Total energy: 18502764.13974148
[2022-04-09 20:33:47.544684]Total energy: 18534802.26080237
[2022-04-09 20:35:07.409087]Total energy: 18534295.541333012
[2022-04-09 20:36:26.051653]Total energy: 18517570.213472884
[2022-04-09 20:37:43.753999]Total energy: 18494101.673111025
[2022-04-09 20:39:02.412018]Total energy: 18523767.426793795
[2022-04-09 20:40:19.842249]Total energy: 18527823.147038672
[2022-04-09 20:42:04.546232]Total energy: 18540636.43476057
[2022-04-09 20:43:45.056150]Total energy: 18478547.522665113
[2022-04-09 20:45:20.705243]Total energy: 18494569.94159763
[2022-04-09 20:46:41.771619]Total energy: 18564296.318391576
[2022-04-09 20:48:00.551811]Total energy: 18550110.026845075
[2022-04-09 20:49:19.292849]Total energy: 18566422.437871683
[2022-04-09 20:50:42.729862]Total energy: 18542842.030692104
[2022-04-09 20:52:17.748538]Total energy: 18548552.477598775
[2022-04-09 20:53:49.171554]Total energy: 18551151.59810217
[2022-04-09 20:55:13.899287]Total energy: 18516602.33645235
[2022-04-09 20:56:31.228737]Total energy: 18551253.223630805
[2022-04-09 20:57:49.138063]Total energy: 18511571.457084488
[2022-04-09 20:59:06.567834]Total energy: 18522380.702011928
[2022-04-09 21:00:59.143424]Total energy: 18541772.803833157
[2022-04-09 21:02:29.675777]Total energy: 18521928.708180014
[2022-04-09 21:04:00.386170]Total energy: 18539291.36482525
[2022-04-09 21:05:35.607886]Total energy: 18529947.333341252
[2022-04-09 21:07:07.813484]Total energy: 18535703.08215771
[2022-04-09 21:08:42.032926]Total energy: 18462635.163833044
[2022-04-09 21:10:12.478099]Total energy: 18516056.731036417
[2022-04-09 21:11:31.032370]Total energy: 18561128.977062523
[2022-04-09 21:12:49.528844]Total energy: 18516649.13181192
[2022-04-09 21:14:07.912266]Total energy: 18516587.180967897
[2022-04-09 21:15:26.537801]Total energy: 18499136.980918705
[2022-04-09 21:16:44.829752]Total energy: 18540464.613360975
[2022-04-09 21:18:03.388012]Total energy: 18509446.37248345
[2022-04-09 21:19:21.642391]Total energy: 18513804.478239052
[2022-04-09 21:21:16.232825]Total energy: 18526152.961471114
[2022-04-09 21:23:04.288836]Total energy: 18563350.857978787
[2022-04-09 21:24:36.506004]Total energy: 18562038.75318427
[2022-04-09 21:26:01.695361]Total energy: 18532820.227792233
[2022-04-09 21:27:20.074007]Total energy: 18502086.499594003
[2022-04-09 21:28:38.817030]Total energy: 18553423.807117257
[2022-04-09 21:29:57.383674]Total energy: 18559895.58123491
[2022-04-09 21:31:43.746585]Total energy: 18569956.266600776
[2022-04-09 21:33:30.894970]Total energy: 18508702.49735447
[2022-04-09 21:35:08.978068]Total energy: 18487815.811915785
[2022-04-09 21:36:49.122642]Total energy: 18560515.566731617
[2022-04-09 21:38:14.212464]Total energy: 18517268.633408595
[2022-04-09 21:39:31.232124]Total energy: 18509477.395411994
[2022-04-09 21:41:18.749268]Total energy: 18536508.213433333
[2022-04-09 21:42:59.190517]Total energy: 18514128.23270012
[2022-04-09 21:44:29.943954]Total energy: 18512218.031496827
[2022-04-09 21:45:48.257956]Total energy: 18506155.42008192
[2022-04-09 21:47:06.640145]Total energy: 18526752.960779753
[2022-04-09 21:48:25.003216]Total energy: 18523530.03122345
[2022-04-09 21:49:43.191463]Total energy: 18541696.328623753
[2022-04-09 21:51:26.656991]Total energy: 18559984.907842543
[2022-04-09 21:53:06.243920]Total energy: 18550729.109466538
[2022-04-09 21:54:31.735869]Total energy: 18515105.982716806
[2022-04-09 21:55:49.805109]Total energy: 18538102.14473506
[2022-04-09 21:57:08.401449]Total energy: 18542917.795691192
[2022-04-09 21:58:30.006849]Total energy: 18457561.202813104
[2022-04-09 21:59:48.477734]Total energy: 18620567.571538538
[2022-04-09 22:01:15.094468]Total energy: 18623912.783185057
[2022-04-09 22:02:47.945632]Total energy: 18646869.12240237
[2022-04-09 22:04:22.145802]Total energy: 18592675.803983185
[2022-04-09 22:06:01.093554]Total energy: 18588967.154588703
[2022-04-09 22:07:24.625791]Total energy: 18672058.733264774
[2022-04-09 22:08:43.295913]Total energy: 18605142.92450674
[2022-04-09 22:10:01.425407]Total energy: 18610201.84092998
[2022-04-09 22:11:43.819466]Total energy: 18609204.084973685
[2022-04-09 22:13:35.085331]Total energy: 18569809.339001175
[2022-04-09 22:15:00.975692]Total energy: 18667861.98229895
[2022-04-09 22:16:20.132655]Total energy: 18633712.00258672
[2022-04-09 22:17:40.207713]Total energy: 18619687.79369716
[2022-04-09 22:19:03.111523]Total energy: 18630506.3624506
[2022-04-09 22:20:30.974952]Total energy: 18648358.183986377
[2022-04-09 22:22:30.494602]Total energy: 18646871.91161925
[2022-04-09 22:24:08.326792]Total energy: 18677889.36486662
[2022-04-09 22:25:31.424276]Total energy: 18623812.49600545
[2022-04-09 22:26:52.136592]Total energy: 18664630.6204124
[2022-04-09 22:28:10.645794]Total energy: 18604745.309511848
[2022-04-09 22:29:29.494322]Total energy: 18608534.55026777
[2022-04-09 22:31:11.015870]Total energy: 18654258.456183724
[2022-04-09 22:32:59.402374]Total energy: 18603471.63663299
[2022-04-09 22:34:17.450873]Total energy: 18611915.553678583
[2022-04-09 22:35:37.559894]Total energy: 18583567.843399085
[2022-04-09 22:36:57.258614]Total energy: 18605331.74553462
[2022-04-09 22:38:15.976602]Total energy: 18609806.465303417
[2022-04-09 22:39:34.604960]Total energy: 18582938.690544568
[2022-04-09 22:41:16.176171]Total energy: 18577971.238599002
[2022-04-09 22:43:02.000245]Total energy: 18610559.00924219
[2022-04-09 22:44:25.801490]Total energy: 18596005.99827575
[2022-04-09 22:45:44.309712]Total energy: 18556240.909149453
[2022-04-09 22:47:02.689793]Total energy: 18591533.50417457
[2022-04-09 22:48:21.600253]Total energy: 18626681.533098184
[2022-04-09 22:49:39.981960]Total energy: 18600797.15761894
[2022-04-09 22:51:07.728347]Total energy: 18569139.959686294
[2022-04-09 22:52:33.100390]Total energy: 18592704.312119223
[2022-04-09 22:53:52.206447]Total energy: 18585986.59572393
[2022-04-09 22:55:11.339088]Total energy: 18603763.89139349
[2022-04-09 22:56:30.548988]Total energy: 18588681.962440383
[2022-04-09 22:57:49.726010]Total energy: 18603965.058291007
[2022-04-09 22:59:10.057209]Total energy: 18584964.758531105
[2022-04-09 23:00:48.258412]Total energy: 18536758.07751074
[2022-04-09 23:02:32.331737]Total energy: 18618633.33634751
[2022-04-09 23:04:05.161620]Total energy: 18583149.291566506
[2022-04-09 23:05:39.533924]Total energy: 18576008.63623417
[2022-04-09 23:07:15.403883]Total energy: 18604923.84350172
[2022-04-09 23:08:41.951671]Total energy: 18606502.88877412
[2022-04-09 23:10:01.065687]Total energy: 18584128.938182916
[2022-04-09 23:11:19.337775]Total energy: 18584543.895518176
[2022-04-09 23:12:36.040659]Total energy: 18602312.764005
[2022-04-09 23:13:52.574956]Total energy: 18598316.892873462
[2022-04-09 23:15:14.988063]Total energy: 18589680.906669736
[2022-04-09 23:16:33.463679]Total energy: 18630595.800519828
[2022-04-09 23:17:50.769654]Total energy: 18566235.054677855
[2022-04-09 23:19:09.007488]Total energy: 18569422.517215338
[2022-04-09 23:20:51.797297]Total energy: 18587036.19321574
[2022-04-09 23:22:27.293289]Total energy: 18582125.66593339
[2022-04-09 23:23:58.314896]Total energy: 18576451.97351189
[2022-04-09 23:25:29.087208]Total energy: 18550738.27179746
[2022-04-09 23:26:48.011847]Total energy: 18617913.733525027
[2022-04-09 23:28:07.328702]Total energy: 18612252.48158568
[2022-04-09 23:29:25.404339]Total energy: 18598759.791391976
[2022-04-09 23:31:14.426190]Total energy: 18570646.476669107
[2022-04-09 23:32:59.093202]Total energy: 18631601.805964366
[2022-04-09 23:34:47.109601]Total energy: 18598896.27392797
[2022-04-09 23:36:24.938139]Total energy: 18562181.676457465
[2022-04-09 23:38:03.661151]Total energy: 18694635.20880159
[2022-04-09 23:39:31.563923]Total energy: 18623264.050802615
[2022-04-09 23:40:50.543310]Total energy: 18632346.652187143
[2022-04-09 23:42:08.376834]Total energy: 18542510.275640327
[2022-04-09 23:43:26.868013]Total energy: 18578547.54091867
[2022-04-09 23:44:45.434983]Total energy: 18565757.82904273
[2022-04-09 23:46:04.926919]Total energy: 18611367.030113947
