initial: 112 - diverse_seed
[2022-04-08 02:55:23.859976]Total energy: 16944284.142215345
[2022-04-08 02:56:40.476872]Total energy: 16997105.241183586
[2022-04-08 02:57:58.789626]Total energy: 16968529.875654023
[2022-04-08 02:59:16.317181]Total energy: 16937075.979171988
[2022-04-08 03:01:06.286684]Total energy: 16957484.133071832
[2022-04-08 03:02:43.245777]Total energy: 16975673.263538063
[2022-04-08 03:04:03.121146]Total energy: 16975436.904612236
[2022-04-08 03:05:21.726697]Total energy: 17019812.74538158
[2022-04-08 03:06:40.770449]Total energy: 16964855.547088064
[2022-04-08 03:07:57.934657]Total energy: 16960057.187408015
[2022-04-08 03:09:16.656648]Total energy: 16981800.876607373
[2022-04-08 03:10:41.493259]Total energy: 16962458.396648988
[2022-04-08 03:12:05.118058]Total energy: 16982762.425772037
[2022-04-08 03:13:24.276936]Total energy: 16965494.839985132
[2022-04-08 03:14:45.406398]Total energy: 16989985.36121268
[2022-04-08 03:16:03.421503]Total energy: 16949683.102939993
[2022-04-08 03:17:23.034321]Total energy: 16968213.610920984
[2022-04-08 03:18:41.298350]Total energy: 16986595.930814978
[2022-04-08 03:20:01.734036]Total energy: 16960828.289948694
[2022-04-08 03:21:40.493106]Total energy: 16984455.659454573
[2022-04-08 03:23:15.236412]Total energy: 16949407.267223917
[2022-04-08 03:24:50.481091]Total energy: 16935549.1224842
[2022-04-08 03:26:18.744539]Total energy: 16972730.748727754
[2022-04-08 03:27:41.786254]Total energy: 16976418.610897996
[2022-04-08 03:28:59.285033]Total energy: 16952524.399909362
[2022-04-08 03:30:17.810599]Total energy: 16944965.115987703
[2022-04-08 03:31:45.331559]Total energy: 16941170.06192887
[2022-04-08 03:33:12.304196]Total energy: 16973785.01121301
[2022-04-08 03:34:32.636141]Total energy: 17024973.486685805
[2022-04-08 03:35:50.925211]Total energy: 16954227.418713626
[2022-04-08 03:37:09.578798]Total energy: 16953695.35294478
[2022-04-08 03:38:29.276636]Total energy: 16971914.154626943
[2022-04-08 03:39:47.653073]Total energy: 16967015.954253566
[2022-04-08 03:41:13.690202]Total energy: 16923713.538723607
[2022-04-08 03:42:33.189536]Total energy: 16924624.33254042
[2022-04-08 03:43:52.939542]Total energy: 16932463.938666333
[2022-04-08 03:45:14.149878]Total energy: 16946610.832204398
[2022-04-08 03:46:37.838948]Total energy: 16966837.824602917
[2022-04-08 03:47:55.270612]Total energy: 16957841.52918749
[2022-04-08 03:49:13.876390]Total energy: 16960367.701947987
[2022-04-08 03:50:57.517454]Total energy: 16963142.290596418
[2022-04-08 03:52:19.020901]Total energy: 16918738.4313351
[2022-04-08 03:53:39.116107]Total energy: 16948235.34380795
[2022-04-08 03:55:01.501840]Total energy: 16987125.531859297
[2022-04-08 03:56:33.018759]Total energy: 16989278.89811236
[2022-04-08 03:57:52.384366]Total energy: 16950197.109803166
[2022-04-08 03:59:14.720452]Total energy: 16961820.82605916
[2022-04-08 04:00:59.509936]Total energy: 16930014.91633039
[2022-04-08 04:02:41.074988]Total energy: 16956206.433282714
[2022-04-08 04:03:58.907009]Total energy: 16921201.67421077
[2022-04-08 04:05:17.679257]Total energy: 17006129.53819673
[2022-04-08 04:06:36.858539]Total energy: 16944882.533415165
[2022-04-08 04:07:54.052858]Total energy: 16954217.523110654
[2022-04-08 04:09:15.074249]Total energy: 16998224.17704726
[2022-04-08 04:10:38.406312]Total energy: 16957545.0122272
[2022-04-08 04:12:05.777944]Total energy: 16924877.088016063
[2022-04-08 04:13:25.404887]Total energy: 16963449.250868496
[2022-04-08 04:14:43.658739]Total energy: 16912178.12911219
[2022-04-08 04:16:03.212546]Total energy: 16979186.73198087
[2022-04-08 04:17:20.566430]Total energy: 16907747.494851526
[2022-04-08 04:18:41.551811]Total energy: 16927289.191367716
[2022-04-08 04:19:58.913315]Total energy: 16988905.034242395
[2022-04-08 04:21:24.562529]Total energy: 16945297.189448643
[2022-04-08 04:22:50.853416]Total energy: 16971976.00941112
[2022-04-08 04:24:08.647959]Total energy: 16954177.58826364
[2022-04-08 04:25:31.692692]Total energy: 16991095.388943795
[2022-04-08 04:26:49.282940]Total energy: 16915505.967550576
[2022-04-08 04:28:06.357905]Total energy: 16950969.575977243
[2022-04-08 04:29:26.419929]Total energy: 16966129.06773684
[2022-04-08 04:30:53.542554]Total energy: 16948629.6228424
[2022-04-08 04:32:23.915190]Total energy: 16941345.77940449
[2022-04-08 04:33:43.013740]Total energy: 16967124.72338774
[2022-04-08 04:35:02.745501]Total energy: 16946901.674945585
[2022-04-08 04:36:22.556322]Total energy: 16969434.19738348
[2022-04-08 04:37:40.624582]Total energy: 16930642.983048316
[2022-04-08 04:38:59.903407]Total energy: 16949952.370778654
[2022-04-08 04:40:18.183392]Total energy: 16970906.08694509
[2022-04-08 04:41:59.678502]Total energy: 16974431.45492105
[2022-04-08 04:43:38.869862]Total energy: 16941726.783248954
[2022-04-08 04:45:12.446753]Total energy: 16964889.764614765
[2022-04-08 04:46:30.314232]Total energy: 16929732.32981056
[2022-04-08 04:47:47.809002]Total energy: 16980469.60633222
[2022-04-08 04:49:07.205494]Total energy: 16950422.5573331
[2022-04-08 04:50:52.277840]Total energy: 16987292.970348146
[2022-04-08 04:52:43.889749]Total energy: 16984270.892901544
[2022-04-08 04:54:18.002649]Total energy: 16958943.718230642
[2022-04-08 04:55:43.943140]Total energy: 16936362.39787502
[2022-04-08 04:57:02.804353]Total energy: 16919570.356643014
[2022-04-08 04:58:20.880888]Total energy: 16958364.029769022
[2022-04-08 04:59:38.757446]Total energy: 16937009.700280603
[2022-04-08 05:01:01.893182]Total energy: 16931257.700133108
[2022-04-08 05:02:23.358324]Total energy: 16953880.2822021
[2022-04-08 05:03:41.131599]Total energy: 16921543.470828254
[2022-04-08 05:05:00.403064]Total energy: 16919699.716141056
[2022-04-08 05:06:22.403046]Total energy: 16978881.238622215
[2022-04-08 05:07:40.322553]Total energy: 16935776.18636376
[2022-04-08 05:08:59.744493]Total energy: 17024904.178239293
[2022-04-08 05:10:19.772794]Total energy: 16934058.09642582
[2022-04-08 05:11:59.659305]Total energy: 16949207.37266619
[2022-04-08 05:13:27.144363]Total energy: 16894003.650070727
[2022-04-08 05:14:46.119619]Total energy: 16976946.046195608
[2022-04-08 05:16:03.984770]Total energy: 17016796.494111862
[2022-04-08 05:17:21.492369]Total energy: 17011552.120540395
[2022-04-08 05:18:40.445625]Total energy: 17067036.30189221
[2022-04-08 05:20:00.169117]Total energy: 16998334.434230715
[2022-04-08 05:21:21.878141]Total energy: 17018758.841184042
[2022-04-08 05:22:39.744174]Total energy: 17009727.021409456
[2022-04-08 05:23:57.056601]Total energy: 16997401.816750877
[2022-04-08 05:25:15.026540]Total energy: 16947772.62795806
[2022-04-08 05:26:33.822153]Total energy: 17004475.735612683
[2022-04-08 05:27:52.504897]Total energy: 17020460.923656486
[2022-04-08 05:29:12.053302]Total energy: 17000032.97464649
[2022-04-08 05:30:38.906822]Total energy: 16983439.102001604
[2022-04-08 05:32:03.231429]Total energy: 16984211.088055022
[2022-04-08 05:33:21.895913]Total energy: 16997231.011059128
[2022-04-08 05:34:39.826039]Total energy: 17019778.70491303
[2022-04-08 05:36:04.876864]Total energy: 16976096.287296016
[2022-04-08 05:37:26.664726]Total energy: 16960080.337912176
[2022-04-08 05:38:43.454537]Total energy: 17017438.006817065
[2022-04-08 05:40:01.896949]Total energy: 17048127.57992087
[2022-04-08 05:41:40.521926]Total energy: 17000271.09056452
[2022-04-08 05:43:11.459618]Total energy: 16957119.47893651
[2022-04-08 05:44:41.591629]Total energy: 16990810.4251565
[2022-04-08 05:46:00.535874]Total energy: 17004731.797879912
[2022-04-08 05:47:20.793870]Total energy: 17003185.471178778
[2022-04-08 05:48:39.199703]Total energy: 16991227.765902862
[2022-04-08 05:49:58.418508]Total energy: 16968633.875598088
[2022-04-08 05:51:24.175782]Total energy: 17011471.695106436
[2022-04-08 05:52:55.264610]Total energy: 16983724.58747439
[2022-04-08 05:54:15.656530]Total energy: 17064651.68857921
[2022-04-08 05:55:33.658835]Total energy: 16980628.02629221
[2022-04-08 05:56:51.757505]Total energy: 17019094.25627396
[2022-04-08 05:58:09.676839]Total energy: 16985932.984514486
[2022-04-08 05:59:27.490222]Total energy: 16980103.67504041
[2022-04-08 06:00:56.345814]Total energy: 17010764.474158462
[2022-04-08 06:02:21.298276]Total energy: 16980138.07698647
[2022-04-08 06:03:40.415289]Total energy: 16974584.46266434
[2022-04-08 06:04:58.364301]Total energy: 16980239.395884257
[2022-04-08 06:06:15.928339]Total energy: 16994336.029021244
[2022-04-08 06:07:34.704062]Total energy: 17002400.28983728
[2022-04-08 06:08:54.175921]Total energy: 17001966.95432558
[2022-04-08 06:10:11.584613]Total energy: 16976492.112686537
[2022-04-08 06:11:33.216498]Total energy: 16986401.32759155
[2022-04-08 06:12:51.905797]Total energy: 17012370.811086476
[2022-04-08 06:14:11.249543]Total energy: 17004492.353041466
[2022-04-08 06:15:50.019546]Total energy: 16946163.479675326
[2022-04-08 06:17:09.320229]Total energy: 16989274.92150389
[2022-04-08 06:18:27.602980]Total energy: 16964007.426581856
[2022-04-08 06:19:49.187176]Total energy: 16991004.06000355
[2022-04-08 06:21:19.924873]Total energy: 16943537.23969805
[2022-04-08 06:22:43.659903]Total energy: 16990521.91007467
[2022-04-08 06:24:55.578473]Total energy: 16990000.917097066
[2022-04-08 06:26:17.278657]Total energy: 17016465.39134994
[2022-04-08 06:27:35.663153]Total energy: 16981346.26683034
[2022-04-08 06:28:55.808871]Total energy: 16970172.36469832
[2022-04-08 06:30:14.529962]Total energy: 17039534.382545184
[2022-04-08 06:31:34.324968]Total energy: 16984806.901383482
[2022-04-08 06:32:55.864076]Total energy: 16962997.85563574
[2022-04-08 06:34:13.907530]Total energy: 16976823.501257114
[2022-04-08 06:35:34.636954]Total energy: 16981181.51975842
[2022-04-08 06:36:52.350603]Total energy: 16969474.019551303
[2022-04-08 06:38:09.251017]Total energy: 16918907.89436606
[2022-04-08 06:39:28.180646]Total energy: 16975392.64898784
[2022-04-08 06:40:54.592179]Total energy: 16996955.14096964
[2022-04-08 06:42:18.826109]Total energy: 16959804.924974877
[2022-04-08 06:43:37.846242]Total energy: 16976500.457300685
[2022-04-08 06:44:56.177794]Total energy: 16951234.872914024
[2022-04-08 06:46:14.649880]Total energy: 16990126.343328558
[2022-04-08 06:47:32.584948]Total energy: 17005311.820432983
[2022-04-08 06:48:53.051892]Total energy: 16969185.947372302
[2022-04-08 06:50:12.872486]Total energy: 16969312.12648104
[2022-04-08 06:51:40.209767]Total energy: 17026124.305039678
[2022-04-08 06:53:09.766347]Total energy: 16978151.52259089
[2022-04-08 06:54:42.063452]Total energy: 17007451.076909132
[2022-04-08 06:56:18.293650]Total energy: 16993864.41623059
[2022-04-08 06:57:36.397030]Total energy: 16977824.812087752
[2022-04-08 06:58:54.412688]Total energy: 16996593.083915167
[2022-04-08 07:00:13.117277]Total energy: 16985421.67698529
[2022-04-08 07:01:45.445615]Total energy: 16959784.204231877
[2022-04-08 07:03:12.331238]Total energy: 16998724.668472048
[2022-04-08 07:04:37.356006]Total energy: 16977312.406186264
[2022-04-08 07:05:56.755520]Total energy: 16986836.114561528
[2022-04-08 07:07:15.923938]Total energy: 16955265.749303866
[2022-04-08 07:08:34.646149]Total energy: 16999845.829405874
[2022-04-08 07:09:54.654937]Total energy: 17010811.415498264
[2022-04-08 07:11:12.351973]Total energy: 17017519.624283843
[2022-04-08 07:12:31.063237]Total energy: 16969357.174342662
[2022-04-08 07:13:49.375184]Total energy: 16994320.06673571
[2022-04-08 07:15:08.376022]Total energy: 16962994.01971479
[2022-04-08 07:16:28.149769]Total energy: 16964420.751826536
[2022-04-08 07:17:46.672164]Total energy: 16990723.423970755
[2022-04-08 07:19:04.350823]Total energy: 17017477.909207717
[2022-04-08 07:20:30.899246]Total energy: 16967097.700741783
[2022-04-08 07:22:07.371644]Total energy: 16974378.851533923
[2022-04-08 07:23:24.609448]Total energy: 16944090.967541434
[2022-04-08 07:24:42.313413]Total energy: 16956458.527614377
[2022-04-08 07:26:02.087811]Total energy: 16956160.23315829
[2022-04-08 07:27:18.142743]Total energy: 17014403.107135333
[2022-04-08 07:28:34.816845]Total energy: 16943604.05101397
[2022-04-08 07:29:52.720541]Total energy: 17022651.324412815
[2022-04-08 07:31:18.762559]Total energy: 16994823.202329744
[2022-04-08 07:32:54.017158]Total energy: 17032652.122364648
[2022-04-08 07:34:13.500173]Total energy: 17012546.57309631
[2022-04-08 07:35:30.560398]Total energy: 16994632.175392285
[2022-04-08 07:36:46.492335]Total energy: 17007679.634195056
[2022-04-08 07:38:03.532041]Total energy: 16985565.592671208
[2022-04-08 07:39:20.445343]Total energy: 16974737.81499051
[2022-04-08 07:40:53.736737]Total energy: 16973442.677623488
[2022-04-08 07:42:18.571147]Total energy: 16965233.133621205
[2022-04-08 07:43:36.521062]Total energy: 16973536.32580419
[2022-04-08 07:44:54.523672]Total energy: 16967971.706077527
[2022-04-08 07:46:12.058141]Total energy: 16957673.520062316
[2022-04-08 07:47:29.168530]Total energy: 16981338.518111557
[2022-04-08 07:48:47.735761]Total energy: 16969034.800768707
[2022-04-08 07:50:08.705562]Total energy: 17005358.54985688
[2022-04-08 07:51:26.708703]Total energy: 16987777.349296127
[2022-04-08 07:52:43.993789]Total energy: 16954693.90635589
[2022-04-08 07:54:01.775041]Total energy: 17018360.541861214
[2022-04-08 07:55:20.600876]Total energy: 17026225.324733745
[2022-04-08 07:56:38.365987]Total energy: 16973812.608010616
[2022-04-08 07:57:56.929836]Total energy: 16953514.78074214
[2022-04-08 07:59:13.944582]Total energy: 17003485.161791217
[2022-04-08 08:00:42.113244]Total energy: 16966919.79183022
[2022-04-08 08:02:08.857506]Total energy: 16983992.78254662
[2022-04-08 08:03:27.120442]Total energy: 16941587.291230988
[2022-04-08 08:04:45.795861]Total energy: 16999285.577776816
[2022-04-08 08:06:03.391663]Total energy: 16970664.30568121
[2022-04-08 08:07:20.762154]Total energy: 17026640.759382024
[2022-04-08 08:08:37.816605]Total energy: 16960913.653813116
[2022-04-08 08:09:54.956663]Total energy: 17009269.185517818
[2022-04-08 08:11:33.488452]Total energy: 16987163.298067354
[2022-04-08 08:13:13.155370]Total energy: 17006760.698605563
[2022-04-08 08:14:30.647838]Total energy: 16926994.569849283
[2022-04-08 08:15:48.854330]Total energy: 17012150.658875234
[2022-04-08 08:17:06.923737]Total energy: 16967476.89466156
[2022-04-08 08:18:24.033201]Total energy: 16946398.164146617
[2022-04-08 08:19:41.001375]Total energy: 17007383.157245595
[2022-04-08 08:21:24.822540]Total energy: 16948491.56766844
[2022-04-08 08:22:56.889919]Total energy: 16952871.84920356
[2022-04-08 08:24:15.086249]Total energy: 16979460.63979493
[2022-04-08 08:25:31.813804]Total energy: 17041476.548648916
[2022-04-08 08:26:50.121961]Total energy: 16966538.95210089
[2022-04-08 08:28:07.940092]Total energy: 16983241.174044453
[2022-04-08 08:29:25.618250]Total energy: 16977805.1462836
[2022-04-08 08:31:08.897938]Total energy: 16983530.717674714
[2022-04-08 08:32:35.269475]Total energy: 16968660.68238214
[2022-04-08 08:33:54.714152]Total energy: 17003568.33494913
[2022-04-08 08:35:18.053913]Total energy: 16925858.111515146
[2022-04-08 08:36:42.749358]Total energy: 17001148.08747683
[2022-04-08 08:37:59.159505]Total energy: 16990540.749198675
[2022-04-08 08:39:20.333693]Total energy: 16918889.594680008
[2022-04-08 08:41:00.099203]Total energy: 16951791.28337408
[2022-04-08 08:42:38.224521]Total energy: 16975022.472391598
[2022-04-08 08:44:03.111564]Total energy: 16965199.101173777
[2022-04-08 08:45:24.768106]Total energy: 16973798.273181118
[2022-04-08 08:46:43.568858]Total energy: 16977753.64614141
[2022-04-08 08:48:04.043057]Total energy: 16973425.1399414
[2022-04-08 08:49:21.797016]Total energy: 16961604.673633654
[2022-04-08 08:50:51.209044]Total energy: 16987911.359342765
[2022-04-08 08:52:23.660622]Total energy: 16978187.939904533
[2022-04-08 08:54:01.739662]Total energy: 16950870.842717085
[2022-04-08 08:55:28.135305]Total energy: 16995555.363518577
[2022-04-08 08:56:46.908165]Total energy: 16981246.97390405
[2022-04-08 08:58:04.436223]Total energy: 16956295.77406549
[2022-04-08 08:59:23.121212]Total energy: 16967806.959265858
[2022-04-08 09:00:56.280398]Total energy: 16977282.626623996
[2022-04-08 09:02:36.269837]Total energy: 16974849.412298266
[2022-04-08 09:03:57.390774]Total energy: 16937797.73561602
[2022-04-08 09:05:20.463306]Total energy: 16991043.5826222
[2022-04-08 09:06:38.072598]Total energy: 16981024.546511453
[2022-04-08 09:07:57.396191]Total energy: 16983978.492031485
[2022-04-08 09:09:14.763923]Total energy: 16975319.282253247
[2022-04-08 09:10:39.673445]Total energy: 16948278.698781203
[2022-04-08 09:12:15.532728]Total energy: 17001352.975218475
[2022-04-08 09:13:43.728221]Total energy: 16929525.206263468
[2022-04-08 09:15:03.104334]Total energy: 16991269.72759123
[2022-04-08 09:16:20.364363]Total energy: 16985633.217488457
[2022-04-08 09:17:37.623747]Total energy: 17001161.972373284
[2022-04-08 09:18:57.193198]Total energy: 16986484.26875071
[2022-04-08 09:20:14.945818]Total energy: 17004691.08804802
[2022-04-08 09:21:47.586219]Total energy: 17010269.733541578
[2022-04-08 09:23:13.348482]Total energy: 16978201.83152175
