initial: all - diverse_no_blind_all
[2022-04-09 16:49:25.043173]Total energy: 16936028.05135792
[2022-04-09 16:51:00.719081]Total energy: 16993738.75210706
[2022-04-09 16:52:33.377362]Total energy: 16947862.65676193
[2022-04-09 16:53:49.078267]Total energy: 16926885.892210625
[2022-04-09 16:55:03.644603]Total energy: 16982879.834738016
[2022-04-09 16:56:16.939559]Total energy: 16915037.980714563
[2022-04-09 16:57:31.011843]Total energy: 16906260.275431514
[2022-04-09 16:58:44.569744]Total energy: 16915483.520962156
[2022-04-09 16:59:58.850965]Total energy: 16912999.121602215
[2022-04-09 17:01:18.064434]Total energy: 16936698.56729524
[2022-04-09 17:02:41.903654]Total energy: 16942879.450787537
[2022-04-09 17:03:59.746863]Total energy: 16899013.35335295
[2022-04-09 17:05:14.259095]Total energy: 16922043.234691035
[2022-04-09 17:06:28.709646]Total energy: 16898641.60793306
[2022-04-09 17:07:42.980701]Total energy: 16945059.67631363
[2022-04-09 17:08:57.022467]Total energy: 16912109.728107877
[2022-04-09 17:10:10.966260]Total energy: 16927186.915301908
[2022-04-09 17:11:34.834748]Total energy: 16926043.133616783
[2022-04-09 17:13:01.492216]Total energy: 16918272.059141994
[2022-04-09 17:14:22.927900]Total energy: 16912919.224835224
[2022-04-09 17:15:37.988511]Total energy: 16886499.16834083
[2022-04-09 17:16:52.251232]Total energy: 16888900.491818644
[2022-04-09 17:18:06.507549]Total energy: 16948331.047432166
[2022-04-09 17:19:20.594102]Total energy: 16914400.642821938
[2022-04-09 17:21:00.284264]Total energy: 16941850.847862247
[2022-04-09 17:22:37.560848]Total energy: 16934360.3297423
[2022-04-09 17:24:02.870539]Total energy: 16917867.00502044
[2022-04-09 17:25:17.197258]Total energy: 16924776.45589337
[2022-04-09 17:26:30.784455]Total energy: 16937525.588425662
[2022-04-09 17:27:45.279978]Total energy: 16910658.46875639
[2022-04-09 17:28:58.535275]Total energy: 16907160.95577844
[2022-04-09 17:30:13.180081]Total energy: 16915529.62778626
[2022-04-09 17:31:48.923793]Total energy: 16922181.38481217
[2022-04-09 17:33:14.760743]Total energy: 16942839.23255307
[2022-04-09 17:34:31.805992]Total energy: 16951032.390895646
[2022-04-09 17:35:47.220789]Total energy: 16924753.51524535
[2022-04-09 17:37:00.436073]Total energy: 16938105.408786252
[2022-04-09 17:38:13.990782]Total energy: 16921085.12522681
[2022-04-09 17:39:29.834167]Total energy: 16848527.83509757
[2022-04-09 17:41:19.853645]Total energy: 16945868.353995454
[2022-04-09 17:42:51.980915]Total energy: 16946142.607363272
[2022-04-09 17:44:09.099569]Total energy: 16944532.426514946
[2022-04-09 17:45:25.801298]Total energy: 16948268.767748166
[2022-04-09 17:46:43.611574]Total energy: 16959912.095234618
[2022-04-09 17:47:59.065063]Total energy: 16916308.987993546
[2022-04-09 17:49:13.764828]Total energy: 16914851.08663285
[2022-04-09 17:51:05.139730]Total energy: 16893817.53550915
[2022-04-09 17:52:55.556479]Total energy: 16941029.289107237
[2022-04-09 17:54:13.542838]Total energy: 16934526.099979423
[2022-04-09 17:55:27.767285]Total energy: 16947301.633700024
[2022-04-09 17:56:43.140440]Total energy: 16907463.32931521
[2022-04-09 17:57:56.980202]Total energy: 16884177.98870026
[2022-04-09 17:59:11.737838]Total energy: 16919570.13486313
[2022-04-09 18:01:00.716473]Total energy: 16918041.51066122
[2022-04-09 18:02:36.050232]Total energy: 16947367.897739556
[2022-04-09 18:03:50.731626]Total energy: 16936517.636155717
[2022-04-09 18:05:04.643737]Total energy: 16922566.848016087
[2022-04-09 18:06:18.424740]Total energy: 16953003.229632962
[2022-04-09 18:07:33.360168]Total energy: 16909832.258221228
[2022-04-09 18:08:48.708711]Total energy: 16944111.21585291
[2022-04-09 18:10:04.521181]Total energy: 16903241.520551477
[2022-04-09 18:11:19.998698]Total energy: 16962071.530892644
[2022-04-09 18:12:35.756710]Total energy: 16939028.39877022
[2022-04-09 18:13:50.988723]Total energy: 16936990.218062703
[2022-04-09 18:15:05.985190]Total energy: 16891978.544982456
[2022-04-09 18:16:23.479558]Total energy: 16924186.66660359
[2022-04-09 18:17:39.620802]Total energy: 16924957.073434535
[2022-04-09 18:18:55.398506]Total energy: 16965313.58943665
[2022-04-09 18:20:11.371226]Total energy: 16937705.93031853
[2022-04-09 18:21:48.872689]Total energy: 16971620.534097243
[2022-04-09 18:23:27.844932]Total energy: 16866519.19355278
[2022-04-09 18:24:50.738068]Total energy: 16960104.764007814
[2022-04-09 18:26:05.636002]Total energy: 16951213.849678837
[2022-04-09 18:27:20.160447]Total energy: 16883969.427115507
[2022-04-09 18:28:35.148397]Total energy: 16926204.664844334
[2022-04-09 18:29:59.915064]Total energy: 16972252.965384714
[2022-04-09 18:31:39.642228]Total energy: 16914349.873516273
[2022-04-09 18:33:18.783047]Total energy: 16938287.654008202
[2022-04-09 18:34:41.171894]Total energy: 16924842.86301525
[2022-04-09 18:35:56.389720]Total energy: 16908550.04302468
[2022-04-09 18:37:13.512254]Total energy: 16938653.257352956
[2022-04-09 18:38:30.914226]Total energy: 16924155.993947
[2022-04-09 18:39:46.118424]Total energy: 16893172.416835155
[2022-04-09 18:41:25.724381]Total energy: 16957424.62374497
[2022-04-09 18:42:45.214040]Total energy: 16916141.27543552
[2022-04-09 18:44:01.970298]Total energy: 16941886.43987922
[2022-04-09 18:45:18.093122]Total energy: 16914045.606203854
[2022-04-09 18:46:34.947524]Total energy: 16916694.819264725
[2022-04-09 18:47:53.825460]Total energy: 16872168.28776592
[2022-04-09 18:49:08.907238]Total energy: 16951492.590793658
[2022-04-09 18:51:15.188794]Total energy: 16976001.61609132
[2022-04-09 18:53:06.703247]Total energy: 16968357.623939466
[2022-04-09 18:54:26.074398]Total energy: 16946997.134284753
[2022-04-09 18:55:40.795088]Total energy: 16891781.397797093
[2022-04-09 18:56:57.516439]Total energy: 16886657.464798857
[2022-04-09 18:58:11.836439]Total energy: 16928846.48290551
[2022-04-09 18:59:26.811157]Total energy: 16967849.902291343
[2022-04-09 19:01:11.750468]Total energy: 16936673.476734333
[2022-04-09 19:02:52.822244]Total energy: 16877088.23225276
[2022-04-09 19:04:25.929798]Total energy: 16941549.11170142
[2022-04-09 19:05:44.274882]Total energy: 16907090.924118124
[2022-04-09 19:06:59.908985]Total energy: 16934251.796518963
[2022-04-09 19:08:15.447326]Total energy: 16931242.09681986
[2022-04-09 19:09:31.185103]Total energy: 16924616.030449275
[2022-04-09 19:11:09.997700]Total energy: 16910327.213441893
[2022-04-09 19:12:48.655106]Total energy: 16967414.220244993
[2022-04-09 19:14:17.024731]Total energy: 16889892.964942362
[2022-04-09 19:15:34.507342]Total energy: 16881529.426172767
[2022-04-09 19:17:18.543806]Total energy: 16909060.43732107
[2022-04-09 19:19:53.965324]Total energy: 16906681.037248038
[2022-04-09 19:21:33.749818]Total energy: 16872664.669499
[2022-04-09 19:22:55.429387]Total energy: 16871341.340190887
[2022-04-09 19:24:13.265262]Total energy: 16873103.8654486
[2022-04-09 19:25:27.331878]Total energy: 16936249.022957254
[2022-04-09 19:26:42.302959]Total energy: 16916701.27410949
[2022-04-09 19:27:56.256363]Total energy: 16873527.87075117
[2022-04-09 19:29:13.157514]Total energy: 16907712.685774352
[2022-04-09 19:30:50.871358]Total energy: 16898709.306095514
[2022-04-09 19:32:28.925712]Total energy: 16874002.149457194
[2022-04-09 19:33:57.298433]Total energy: 16899474.548444003
[2022-04-09 19:35:30.587007]Total energy: 16916555.137284562
[2022-04-09 19:36:50.773865]Total energy: 16904647.52598759
[2022-04-09 19:38:08.781559]Total energy: 16894915.518547125
[2022-04-09 19:39:26.630974]Total energy: 16885711.176917143
[2022-04-09 19:40:47.173085]Total energy: 16897929.537800375
[2022-04-09 19:42:07.177726]Total energy: 16919695.66136837
[2022-04-09 19:43:23.823751]Total energy: 16895195.28959491
[2022-04-09 19:44:39.596119]Total energy: 16875652.95770627
[2022-04-09 19:45:55.250246]Total energy: 16941061.489149686
[2022-04-09 19:47:11.727500]Total energy: 16896494.543749236
[2022-04-09 19:48:26.559497]Total energy: 16903142.38009313
[2022-04-09 19:49:42.016249]Total energy: 16904711.176416058
[2022-04-09 19:51:21.435817]Total energy: 16860287.523189656
[2022-04-09 19:53:02.240103]Total energy: 16894965.221316114
[2022-04-09 19:54:34.175615]Total energy: 16867295.24171007
[2022-04-09 19:55:54.400277]Total energy: 16907503.216113564
[2022-04-09 19:57:08.176456]Total energy: 16873546.28779987
[2022-04-09 19:58:22.294110]Total energy: 16870546.84161629
[2022-04-09 19:59:39.086785]Total energy: 16873277.67311965
[2022-04-09 20:01:08.561150]Total energy: 16897176.476326365
[2022-04-09 20:02:29.904183]Total energy: 16886490.167211562
[2022-04-09 20:03:44.347417]Total energy: 16919438.671059094
[2022-04-09 20:04:59.950806]Total energy: 16867257.019622553
[2022-04-09 20:06:14.479336]Total energy: 16864071.596365083
[2022-04-09 20:07:30.598186]Total energy: 16909807.994323898
[2022-04-09 20:08:47.136556]Total energy: 16897371.632037524
[2022-04-09 20:10:03.524126]Total energy: 16885496.665896006
[2022-04-09 20:11:42.135837]Total energy: 16904690.042664807
[2022-04-09 20:13:31.792800]Total energy: 16873682.179808017
[2022-04-09 20:15:10.445978]Total energy: 16914049.265438315
[2022-04-09 20:16:35.670443]Total energy: 16898896.67977193
[2022-04-09 20:17:53.483821]Total energy: 16875163.77062175
[2022-04-09 20:19:08.957892]Total energy: 16876865.907803513
[2022-04-09 20:20:49.035543]Total energy: 16867763.47385813
[2022-04-09 20:22:34.594549]Total energy: 16929047.98981404
[2022-04-09 20:23:59.885330]Total energy: 16906455.152282014
[2022-04-09 20:25:15.418604]Total energy: 16885018.410856757
[2022-04-09 20:26:31.387384]Total energy: 16889568.862667862
[2022-04-09 20:27:45.950396]Total energy: 16889325.42549952
[2022-04-09 20:28:59.689558]Total energy: 16908529.098368667
[2022-04-09 20:30:15.726501]Total energy: 16905301.639009356
[2022-04-09 20:31:38.937172]Total energy: 16927574.16096265
[2022-04-09 20:32:58.172013]Total energy: 16851335.52942524
[2022-04-09 20:34:18.290869]Total energy: 16928963.112694215
[2022-04-09 20:35:33.258094]Total energy: 16930580.548817612
[2022-04-09 20:36:48.000941]Total energy: 16949924.4618216
[2022-04-09 20:38:02.323024]Total energy: 16879529.786471967
[2022-04-09 20:39:17.827039]Total energy: 16891461.561340358
[2022-04-09 20:40:53.273259]Total energy: 16885924.24021309
[2022-04-09 20:42:48.233542]Total energy: 16894644.078029796
[2022-04-09 20:44:27.513618]Total energy: 16903113.113025323
[2022-04-09 20:46:02.322285]Total energy: 16898790.87235618
[2022-04-09 20:47:18.504156]Total energy: 16902900.234136898
[2022-04-09 20:48:32.912145]Total energy: 16870175.95611835
[2022-04-09 20:49:48.860570]Total energy: 16886201.74456945
[2022-04-09 20:51:10.293677]Total energy: 16898146.120299913
[2022-04-09 20:52:42.024324]Total energy: 16921301.67946537
[2022-04-09 20:54:14.955257]Total energy: 16907327.631780494
[2022-04-09 20:55:37.946274]Total energy: 16862799.571549017
[2022-04-09 20:56:53.157085]Total energy: 16884489.468811233
[2022-04-09 20:58:08.987537]Total energy: 16914298.918643545
[2022-04-09 20:59:27.955825]Total energy: 16896984.58403445
[2022-04-09 21:01:07.335731]Total energy: 16895039.77951218
[2022-04-09 21:02:33.062229]Total energy: 16904829.825591274
[2022-04-09 21:04:04.187045]Total energy: 16889032.75780226
[2022-04-09 21:05:35.627032]Total energy: 16888741.83802385
[2022-04-09 21:07:06.228954]Total energy: 16898948.048532642
[2022-04-09 21:08:32.567134]Total energy: 16937743.526121963
[2022-04-09 21:10:06.080708]Total energy: 16910879.504592285
[2022-04-09 21:11:24.723869]Total energy: 16890473.295339916
[2022-04-09 21:12:41.189989]Total energy: 16867556.92803755
[2022-04-09 21:13:56.073266]Total energy: 16896997.13878645
[2022-04-09 21:15:11.968077]Total energy: 16923857.195227765
[2022-04-09 21:16:28.851513]Total energy: 16901645.03152206
[2022-04-09 21:17:43.363076]Total energy: 16917762.364620548
[2022-04-09 21:18:57.821130]Total energy: 16914702.97113455
[2022-04-09 21:20:11.497393]Total energy: 16896174.127008688
[2022-04-09 21:21:53.459137]Total energy: 16901246.737586487
[2022-04-09 21:23:29.560908]Total energy: 16919091.624452494
[2022-04-09 21:24:58.745525]Total energy: 16921512.20803812
[2022-04-09 21:26:12.936716]Total energy: 16867147.99884564
[2022-04-09 21:27:27.084309]Total energy: 16928743.64564921
[2022-04-09 21:28:41.241167]Total energy: 16908824.439592335
[2022-04-09 21:29:54.745591]Total energy: 16921087.847889178
[2022-04-09 21:31:39.172924]Total energy: 16899180.049537353
[2022-04-09 21:33:20.887129]Total energy: 16907876.12295667
[2022-04-09 21:34:56.441137]Total energy: 16880884.624120105
[2022-04-09 21:36:28.083495]Total energy: 16892635.60747055
[2022-04-09 21:37:41.290058]Total energy: 16872833.362632263
[2022-04-09 21:38:54.680195]Total energy: 16908383.29251125
[2022-04-09 21:40:08.733877]Total energy: 16853259.38400617
[2022-04-09 21:41:37.656703]Total energy: 16914455.561382312
[2022-04-09 21:43:08.991248]Total energy: 16877245.097829815
[2022-04-09 21:44:30.477436]Total energy: 16877048.691681884
[2022-04-09 21:45:44.737600]Total energy: 16873081.36846241
[2022-04-09 21:46:59.321320]Total energy: 16848921.41096059
[2022-04-09 21:48:13.634519]Total energy: 16876726.03224449
[2022-04-09 21:49:27.173082]Total energy: 16855969.568738643
[2022-04-09 21:51:15.363696]Total energy: 16893575.47246568
[2022-04-09 21:52:51.488686]Total energy: 16891556.60527829
[2022-04-09 21:54:10.676677]Total energy: 16849702.701689675
[2022-04-09 21:55:24.921922]Total energy: 16832891.740529627
[2022-04-09 21:56:40.692754]Total energy: 16894237.940919038
[2022-04-09 21:57:54.574943]Total energy: 16924344.884960998
[2022-04-09 21:59:09.049767]Total energy: 16915139.230302595
[2022-04-09 22:00:29.603885]Total energy: 16918251.903560918
[2022-04-09 22:01:55.282542]Total energy: 16926960.854380097
[2022-04-09 22:03:20.505312]Total energy: 16878033.745828252
[2022-04-09 22:04:50.767276]Total energy: 16926032.767231926
[2022-04-09 22:06:16.836214]Total energy: 16919647.07052152
[2022-04-09 22:07:40.385314]Total energy: 16886213.69079004
[2022-04-09 22:08:54.505840]Total energy: 16920062.364978902
[2022-04-09 22:10:08.351198]Total energy: 16914570.276516244
[2022-04-09 22:11:46.908052]Total energy: 16885913.41927252
[2022-04-09 22:13:33.186090]Total energy: 16879740.162040606
[2022-04-09 22:14:56.428821]Total energy: 16909396.32706848
[2022-04-09 22:16:10.081422]Total energy: 16884974.858366605
[2022-04-09 22:17:25.018338]Total energy: 16918313.487142112
[2022-04-09 22:18:43.450755]Total energy: 16890025.171079423
[2022-04-09 22:19:57.281385]Total energy: 16926877.36315781
[2022-04-09 22:21:34.936808]Total energy: 16913141.552125726
[2022-04-09 22:23:03.674714]Total energy: 16929791.74264837
[2022-04-09 22:24:25.784257]Total energy: 16917924.895245016
[2022-04-09 22:25:39.541686]Total energy: 16894473.332867105
[2022-04-09 22:26:54.734045]Total energy: 16913357.90843289
[2022-04-09 22:28:08.242577]Total energy: 16911649.107139975
[2022-04-09 22:29:22.562983]Total energy: 16911321.404297024
[2022-04-09 22:31:02.215335]Total energy: 16890743.357895795
[2022-04-09 22:32:47.364379]Total energy: 16909136.89519026
[2022-04-09 22:34:10.065478]Total energy: 16913348.54915055
[2022-04-09 22:35:24.684966]Total energy: 16897352.24162329
[2022-04-09 22:36:39.277127]Total energy: 16956743.20630697
[2022-04-09 22:37:52.860564]Total energy: 16924878.784733012
[2022-04-09 22:39:07.160449]Total energy: 16886774.33072194
[2022-04-09 22:40:20.952619]Total energy: 16851135.098889045
[2022-04-09 22:42:05.000494]Total energy: 16936334.0178549
[2022-04-09 22:43:33.284486]Total energy: 16909706.883822884
[2022-04-09 22:44:53.298743]Total energy: 16934889.618625995
[2022-04-09 22:46:06.914832]Total energy: 16894223.67438911
[2022-04-09 22:47:20.255288]Total energy: 16879744.002619322
[2022-04-09 22:48:35.472580]Total energy: 16886300.414243832
[2022-04-09 22:49:50.345582]Total energy: 16912087.840859454
[2022-04-09 22:51:12.544424]Total energy: 16924021.28912488
[2022-04-09 22:52:36.099247]Total energy: 16893392.38449561
[2022-04-09 22:53:49.693020]Total energy: 16929826.21773555
[2022-04-09 22:55:04.647760]Total energy: 16912139.599103272
[2022-04-09 22:56:20.173253]Total energy: 16866749.329233035
[2022-04-09 22:57:35.453446]Total energy: 16898254.132812932
[2022-04-09 22:58:49.271922]Total energy: 16872848.72485393
[2022-04-09 23:00:04.998951]Total energy: 16884237.271457788
[2022-04-09 23:01:33.074131]Total energy: 16874155.485122625
[2022-04-09 23:03:10.688685]Total energy: 16876443.17181751
[2022-04-09 23:04:39.846671]Total energy: 16889865.740161885
[2022-04-09 23:06:11.126570]Total energy: 16887908.421775542
[2022-04-09 23:07:33.568066]Total energy: 16875009.643205382
[2022-04-09 23:08:49.036281]Total energy: 16888470.950168513
[2022-04-09 23:10:04.239732]Total energy: 16947630.86033132
[2022-04-09 23:11:19.071511]Total energy: 16872030.49103663
[2022-04-09 23:12:33.371132]Total energy: 16887455.351054814
[2022-04-09 23:13:47.003682]Total energy: 16928646.720673054
[2022-04-09 23:15:05.360552]Total energy: 16901617.309350837
[2022-04-09 23:16:20.797119]Total energy: 16890857.613845225
[2022-04-09 23:17:34.539319]Total energy: 16901932.289448507
[2022-04-09 23:18:49.539348]Total energy: 16887438.571146354
[2022-04-09 23:20:03.873819]Total energy: 16939867.874132454
[2022-04-09 23:21:23.731171]Total energy: 16896748.0717678
[2022-04-09 23:22:49.538675]Total energy: 16962905.503854636
[2022-04-09 23:24:14.374522]Total energy: 16874890.610889293
[2022-04-09 23:25:36.510097]Total energy: 16859597.188141584
[2022-04-09 23:26:50.750975]Total energy: 16896787.49406381
[2022-04-09 23:28:05.750651]Total energy: 16897410.036695167
[2022-04-09 23:29:19.925067]Total energy: 16871381.201712422
[2022-04-09 23:31:08.322392]Total energy: 16924254.896068092
[2022-04-09 23:32:47.115789]Total energy: 16912831.669030137
[2022-04-09 23:34:15.788425]Total energy: 16893447.303940393
[2022-04-09 23:35:45.093098]Total energy: 16869759.595126286
[2022-04-09 23:37:18.851909]Total energy: 16892506.26728328
[2022-04-09 23:38:56.433305]Total energy: 16940113.54009973
[2022-04-09 23:40:16.350797]Total energy: 16887542.181050137
[2022-04-09 23:41:31.389030]Total energy: 16874525.04234528
[2022-04-09 23:42:45.401551]Total energy: 16909248.780838087
[2022-04-09 23:43:59.212632]Total energy: 16923800.01822897
[2022-04-09 23:45:14.009514]Total energy: 16906145.36355023
[2022-04-09 23:46:27.302875]Total energy: 16917814.996516965
[2022-04-09 23:47:41.310156]Total energy: 16919486.525782928
[2022-04-09 23:48:54.684239]Total energy: 16868881.79040619
[2022-04-09 23:50:08.718821]Total energy: 16840170.321737252
[2022-04-09 23:51:30.435810]Total energy: 16867620.372084916
[2022-04-09 23:53:01.471287]Total energy: 16883842.735287327
[2022-04-09 23:54:23.793279]Total energy: 16877993.32350901
[2022-04-09 23:55:38.898977]Total energy: 16888956.487860624
[2022-04-09 23:56:53.246939]Total energy: 16868644.451094437
[2022-04-09 23:58:08.634649]Total energy: 16901579.793688998
[2022-04-09 23:59:22.713955]Total energy: 16880720.94475526
[2022-04-10 00:00:41.278513]Total energy: 16867533.5736749
[2022-04-10 00:02:07.741666]Total energy: 16856268.076529734
[2022-04-10 00:03:35.394901]Total energy: 16915501.219919037
[2022-04-10 00:05:04.122840]Total energy: 16856147.320088975
[2022-04-10 00:06:21.557365]Total energy: 16858099.860345438
[2022-04-10 00:07:36.817667]Total energy: 16860752.40075624
[2022-04-10 00:08:51.603904]Total energy: 16878171.389738254
[2022-04-10 00:10:07.178014]Total energy: 16874555.687209334
[2022-04-10 00:11:29.526405]Total energy: 16914357.47362068
[2022-04-10 00:12:58.259015]Total energy: 16907142.74305103
[2022-04-10 00:14:33.103177]Total energy: 16869019.5115745
[2022-04-10 00:15:58.509049]Total energy: 16858251.525720995
[2022-04-10 00:17:13.627007]Total energy: 16844692.84008985
[2022-04-10 00:18:31.135846]Total energy: 16881188.133888472
[2022-04-10 00:19:45.427500]Total energy: 16861758.36592151
[2022-04-10 00:21:36.302754]Total energy: 16920031.31415838
[2022-04-10 00:23:08.417961]Total energy: 16860990.125770275
[2022-04-10 00:24:35.353655]Total energy: 16889533.457582444
[2022-04-10 00:25:55.906658]Total energy: 16855378.332978014
[2022-04-10 00:27:12.409820]Total energy: 16874968.430112552
[2022-04-10 00:28:27.510862]Total energy: 16887903.312267095
[2022-04-10 00:29:42.346824]Total energy: 16869079.524696067
[2022-04-10 00:30:56.976232]Total energy: 16831832.1377904
[2022-04-10 00:32:11.002725]Total energy: 16861059.308975913
[2022-04-10 00:33:25.758290]Total energy: 16891083.195069924
[2022-04-10 00:34:42.430337]Total energy: 16866921.01410993
[2022-04-10 00:35:59.291874]Total energy: 16892966.554844446
[2022-04-10 00:37:14.147423]Total energy: 16894552.10851281
[2022-04-10 00:38:28.094442]Total energy: 16893299.75699724
[2022-04-10 00:39:42.747801]Total energy: 16873181.68254828
[2022-04-10 00:41:23.617291]Total energy: 16857801.87580748
[2022-04-10 00:43:09.100626]Total energy: 16909090.57353497
[2022-04-10 00:44:44.419389]Total energy: 16859603.922397725
[2022-04-10 00:46:05.166847]Total energy: 16905648.409879938
[2022-04-10 00:47:20.645340]Total energy: 16879180.94391692
[2022-04-10 00:48:34.986682]Total energy: 16872605.818732683
[2022-04-10 00:49:49.110063]Total energy: 16882992.111786462
[2022-04-10 00:51:30.416275]Total energy: 16900155.659452397
[2022-04-10 00:53:09.229980]Total energy: 16885938.736517947
[2022-04-10 00:54:38.901725]Total energy: 16910947.77086816
[2022-04-10 00:56:09.468319]Total energy: 16856834.78906362
