initial: all - diverse_no_blind_all
[2022-04-09 17:12:50.808676]Total energy: 17080994.682145298
[2022-04-09 17:14:13.836525]Total energy: 17097308.80346411
[2022-04-09 17:15:32.646780]Total energy: 17108352.473460224
[2022-04-09 17:16:49.871738]Total energy: 17111529.735677127
[2022-04-09 17:18:08.708885]Total energy: 17046859.02792634
[2022-04-09 17:19:27.205211]Total energy: 17048568.098790556
[2022-04-09 17:21:01.169886]Total energy: 17151926.09156636
[2022-04-09 17:22:41.595967]Total energy: 17059426.99319093
[2022-04-09 17:24:10.759100]Total energy: 17137880.667473935
[2022-04-09 17:25:30.588354]Total energy: 17096998.116523955
[2022-04-09 17:26:49.792961]Total energy: 17071169.09763436
[2022-04-09 17:28:08.034812]Total energy: 17066089.005412746
[2022-04-09 17:29:28.150492]Total energy: 17087047.500167966
[2022-04-09 17:31:04.719463]Total energy: 17043123.14494717
[2022-04-09 17:32:34.305334]Total energy: 17084094.65960197
[2022-04-09 17:33:54.505090]Total energy: 17085398.213547457
[2022-04-09 17:35:12.550036]Total energy: 17091246.02123745
[2022-04-09 17:36:33.464497]Total energy: 17101121.524621923
[2022-04-09 17:37:52.146922]Total energy: 17059808.83732761
[2022-04-09 17:39:11.483847]Total energy: 17127509.294746276
[2022-04-09 17:41:01.931941]Total energy: 17114926.45677653
[2022-04-09 17:42:43.457695]Total energy: 17062321.265139822
[2022-04-09 17:44:08.304302]Total energy: 17088078.704797667
[2022-04-09 17:45:29.365954]Total energy: 17093866.40712921
[2022-04-09 17:46:55.267260]Total energy: 17088429.86498508
[2022-04-09 17:48:13.443936]Total energy: 17106028.54910318
[2022-04-09 17:49:32.850655]Total energy: 17088509.47292099
[2022-04-09 17:51:20.587584]Total energy: 17070876.019203205
[2022-04-09 17:52:57.755396]Total energy: 17056984.10590167
[2022-04-09 17:54:18.257447]Total energy: 17032087.376003582
[2022-04-09 17:55:36.588762]Total energy: 17062517.67779956
[2022-04-09 17:56:54.759443]Total energy: 17040524.647498243
[2022-04-09 17:58:15.110862]Total energy: 17034147.36180985
[2022-04-09 17:59:37.277849]Total energy: 17064983.269352537
[2022-04-09 18:01:15.147369]Total energy: 17093695.895289373
[2022-04-09 18:02:41.039024]Total energy: 17032178.866475057
[2022-04-09 18:04:00.555227]Total energy: 17088753.258935854
[2022-04-09 18:05:19.985254]Total energy: 17067631.671977267
[2022-04-09 18:06:38.389088]Total energy: 16997159.48600362
[2022-04-09 18:07:56.381803]Total energy: 17056339.083716575
[2022-04-09 18:09:14.009873]Total energy: 17073301.87896515
[2022-04-09 18:10:51.827153]Total energy: 17043646.0315699
[2022-04-09 18:12:11.486994]Total energy: 17033955.75350234
[2022-04-09 18:13:29.374430]Total energy: 17080221.73637621
[2022-04-09 18:14:50.091798]Total energy: 17054111.07234488
[2022-04-09 18:16:09.673653]Total energy: 17046047.070210867
[2022-04-09 18:17:30.066492]Total energy: 17021488.859281585
[2022-04-09 18:18:49.414237]Total energy: 17075754.105768643
[2022-04-09 18:20:09.993954]Total energy: 17089864.659184292
[2022-04-09 18:21:43.946437]Total energy: 17050539.989287004
[2022-04-09 18:23:14.659192]Total energy: 17078596.327841543
[2022-04-09 18:24:34.863026]Total energy: 17073365.573766362
[2022-04-09 18:25:53.393997]Total energy: 17024710.933612816
[2022-04-09 18:27:14.192750]Total energy: 17005685.047666695
[2022-04-09 18:28:34.780278]Total energy: 17061181.10106491
[2022-04-09 18:30:01.369009]Total energy: 17030444.376803223
[2022-04-09 18:31:43.553411]Total energy: 17073962.88153903
[2022-04-09 18:33:14.571200]Total energy: 17065195.46483792
[2022-04-09 18:34:35.858964]Total energy: 17050214.04786082
[2022-04-09 18:35:54.331441]Total energy: 17099355.713497348
[2022-04-09 18:37:11.587846]Total energy: 17011146.45680574
[2022-04-09 18:38:29.762205]Total energy: 17053667.201472674
[2022-04-09 18:39:47.741176]Total energy: 17006662.741505094
[2022-04-09 18:41:23.844192]Total energy: 17054203.222978227
[2022-04-09 18:42:46.156630]Total energy: 17045181.821241632
[2022-04-09 18:44:06.673471]Total energy: 17062497.20648516
[2022-04-09 18:45:24.536202]Total energy: 17048658.247436523
[2022-04-09 18:46:44.360767]Total energy: 17096189.229904234
[2022-04-09 18:48:01.570967]Total energy: 17034195.88995635
[2022-04-09 18:49:18.941896]Total energy: 17053751.96488968
[2022-04-09 18:51:18.959153]Total energy: 17064494.893250026
[2022-04-09 18:53:09.295360]Total energy: 17094094.74098557
[2022-04-09 18:54:29.410247]Total energy: 17078670.915277727
[2022-04-09 18:55:47.369955]Total energy: 17083778.78788068
[2022-04-09 18:57:05.114271]Total energy: 17044831.763072662
[2022-04-09 18:58:22.230476]Total energy: 17020733.14889946
[2022-04-09 18:59:40.162685]Total energy: 17061976.84959411
[2022-04-09 19:01:22.522045]Total energy: 17110378.174582765
[2022-04-09 19:03:03.814045]Total energy: 17065743.65789957
[2022-04-09 19:04:33.969385]Total energy: 17051802.432891157
[2022-04-09 19:06:01.412837]Total energy: 17046306.981260657
[2022-04-09 19:07:19.457723]Total energy: 17085491.94271642
[2022-04-09 19:08:38.422513]Total energy: 17045452.565177843
[2022-04-09 19:09:56.755013]Total energy: 17110710.89860219
[2022-04-09 19:11:33.370569]Total energy: 17045931.649794105
[2022-04-09 19:12:58.965852]Total energy: 17083397.39429978
[2022-04-09 19:14:21.296206]Total energy: 17094822.106087424
[2022-04-09 19:15:40.598282]Total energy: 17006616.901590385
[2022-04-09 19:17:54.245810]Total energy: 17075585.852405574
[2022-04-09 19:20:14.076115]Total energy: 17053706.36113874
[2022-04-09 19:21:43.512049]Total energy: 17012124.383167684
[2022-04-09 19:23:03.958322]Total energy: 17060406.416586027
[2022-04-09 19:24:22.612677]Total energy: 17051897.31269091
[2022-04-09 19:25:40.997704]Total energy: 17040487.99697764
[2022-04-09 19:26:58.654697]Total energy: 17023273.78493524
[2022-04-09 19:28:17.468559]Total energy: 17051597.691289976
[2022-04-09 19:29:36.148387]Total energy: 17036570.130483676
[2022-04-09 19:31:16.461056]Total energy: 17045181.103415992
[2022-04-09 19:32:44.513735]Total energy: 17071749.463408574
[2022-04-09 19:34:16.054186]Total energy: 17012921.11572593
[2022-04-09 19:35:40.516428]Total energy: 17020131.58877642
[2022-04-09 19:36:59.515834]Total energy: 17053541.52493847
[2022-04-09 19:38:18.258598]Total energy: 17037308.258859783
[2022-04-09 19:39:36.302996]Total energy: 17078206.290387757
[2022-04-09 19:41:01.096487]Total energy: 17050828.529183686
[2022-04-09 19:42:20.156528]Total energy: 17067096.80271934
[2022-04-09 19:43:38.392087]Total energy: 17085021.176827434
[2022-04-09 19:44:56.699356]Total energy: 17076939.03057361
[2022-04-09 19:46:16.631366]Total energy: 17067389.9422465
[2022-04-09 19:47:34.762954]Total energy: 17035578.58309393
[2022-04-09 19:48:53.966479]Total energy: 17034043.69593941
[2022-04-09 19:50:12.201303]Total energy: 17049090.907737333
[2022-04-09 19:51:48.906568]Total energy: 17025107.583800897
[2022-04-09 19:53:19.313369]Total energy: 17083679.57012245
[2022-04-09 19:54:45.010697]Total energy: 17026594.860685524
[2022-04-09 19:56:04.452744]Total energy: 17033270.43236405
[2022-04-09 19:57:23.261729]Total energy: 17032902.58582445
[2022-04-09 19:58:40.296273]Total energy: 17050010.58186909
[2022-04-09 20:00:01.424603]Total energy: 17065588.17308113
[2022-04-09 20:01:30.674256]Total energy: 17056470.0760826
[2022-04-09 20:02:52.460321]Total energy: 17096880.651638687
[2022-04-09 20:04:11.124394]Total energy: 17028551.742907926
[2022-04-09 20:05:29.023778]Total energy: 17076928.95697151
[2022-04-09 20:06:46.628115]Total energy: 17063378.537498146
[2022-04-09 20:08:04.326348]Total energy: 17098563.336481735
[2022-04-09 20:09:20.836800]Total energy: 17077690.531505726
[2022-04-09 20:11:05.810131]Total energy: 17064992.097812068
[2022-04-09 20:13:04.542900]Total energy: 17058384.000091717
[2022-04-09 20:14:40.972220]Total energy: 17043269.154540554
[2022-04-09 20:16:10.967365]Total energy: 17043026.895373195
[2022-04-09 20:17:36.088318]Total energy: 16988403.08314352
[2022-04-09 20:18:52.908481]Total energy: 17052832.226320222
[2022-04-09 20:20:09.556177]Total energy: 17009942.329949975
[2022-04-09 20:21:42.937101]Total energy: 17034449.99869105
[2022-04-09 20:23:18.498743]Total energy: 17054838.359727003
[2022-04-09 20:24:34.770331]Total energy: 16996576.55121212
[2022-04-09 20:25:51.621336]Total energy: 17006940.999044005
[2022-04-09 20:27:07.370243]Total energy: 17055588.51071209
[2022-04-09 20:28:22.768726]Total energy: 17018136.83062137
[2022-04-09 20:29:37.699873]Total energy: 17036920.915447433
[2022-04-09 20:31:07.042875]Total energy: 16994514.24563328
[2022-04-09 20:32:32.047164]Total energy: 16996814.322262377
[2022-04-09 20:33:53.031706]Total energy: 17002064.62351563
[2022-04-09 20:35:11.790146]Total energy: 16996078.214447368
[2022-04-09 20:36:32.864408]Total energy: 17021969.95932514
[2022-04-09 20:37:49.934359]Total energy: 17031532.101936042
[2022-04-09 20:39:08.188149]Total energy: 17025030.31165567
[2022-04-09 20:40:39.906117]Total energy: 17018745.820739035
[2022-04-09 20:42:31.476355]Total energy: 17004324.20982102
[2022-04-09 20:44:11.551960]Total energy: 17036386.303463776
[2022-04-09 20:45:45.615008]Total energy: 17013488.76086154
[2022-04-09 20:47:02.323838]Total energy: 17012784.793987777
[2022-04-09 20:48:19.784419]Total energy: 17035170.664381422
[2022-04-09 20:49:34.978084]Total energy: 17022880.753387902
[2022-04-09 20:50:55.600172]Total energy: 16983031.820077714
[2022-04-09 20:52:26.724372]Total energy: 17008679.90421508
[2022-04-09 20:53:54.490558]Total energy: 17027108.125706773
[2022-04-09 20:55:18.319909]Total energy: 17006486.806710575
[2022-04-09 20:56:33.392624]Total energy: 17016021.240851562
[2022-04-09 20:57:48.756809]Total energy: 16975617.11396898
[2022-04-09 20:59:04.202513]Total energy: 17009614.004292265
[2022-04-09 21:00:43.857714]Total energy: 17010878.485722043
[2022-04-09 21:02:23.859189]Total energy: 17005273.653843276
[2022-04-09 21:03:50.415847]Total energy: 17032083.937964443
[2022-04-09 21:05:18.414340]Total energy: 17072857.124686908
[2022-04-09 21:06:49.483737]Total energy: 17040461.185143873
[2022-04-09 21:08:22.694059]Total energy: 17035743.60406349
[2022-04-09 21:09:57.574423]Total energy: 17036189.390569165
[2022-04-09 21:11:22.311241]Total energy: 17024847.28282755
[2022-04-09 21:12:38.703509]Total energy: 17017007.096913215
[2022-04-09 21:13:54.195490]Total energy: 17028131.91849197
[2022-04-09 21:15:10.827349]Total energy: 17041413.51583459
[2022-04-09 21:16:26.984504]Total energy: 17033289.259246558
[2022-04-09 21:17:42.473863]Total energy: 16972296.995779328
[2022-04-09 21:18:58.386859]Total energy: 17030447.38509962
[2022-04-09 21:20:13.739818]Total energy: 16985568.27801105
[2022-04-09 21:21:51.312919]Total energy: 17007955.26902368
[2022-04-09 21:23:29.692476]Total energy: 17024139.9394002
[2022-04-09 21:24:58.373873]Total energy: 17055945.9954533
[2022-04-09 21:26:15.691264]Total energy: 17023670.41097542
[2022-04-09 21:27:31.913762]Total energy: 17036401.751891263
[2022-04-09 21:28:47.495797]Total energy: 17016705.18597154
[2022-04-09 21:30:07.002758]Total energy: 17030997.448502835
[2022-04-09 21:31:45.217423]Total energy: 17021907.089553323
[2022-04-09 21:33:30.634565]Total energy: 16988432.402243525
[2022-04-09 21:35:07.415817]Total energy: 17057521.181477714
[2022-04-09 21:36:37.905847]Total energy: 17027378.21741497
[2022-04-09 21:38:06.695183]Total energy: 17028690.57510628
[2022-04-09 21:39:25.089801]Total energy: 17014230.60577648
[2022-04-09 21:41:07.925192]Total energy: 16983642.474791307
[2022-04-09 21:42:53.431196]Total energy: 17001281.078468416
[2022-04-09 21:44:27.449893]Total energy: 17043144.36590144
[2022-04-09 21:45:47.479570]Total energy: 17006099.541408516
[2022-04-09 21:47:06.829859]Total energy: 17005694.1486841
[2022-04-09 21:48:26.520615]Total energy: 17018759.37250186
[2022-04-09 21:49:46.051675]Total energy: 17033849.376985423
[2022-04-09 21:51:26.332840]Total energy: 17025768.90820888
[2022-04-09 21:53:09.931894]Total energy: 17020021.654401544
[2022-04-09 21:54:38.933190]Total energy: 17013880.432753984
[2022-04-09 21:55:57.808962]Total energy: 17041481.523015935
[2022-04-09 21:57:17.056521]Total energy: 17039788.0195447
[2022-04-09 21:58:38.422771]Total energy: 16986792.509182513
[2022-04-09 21:59:57.082482]Total energy: 17017251.72018575
[2022-04-09 22:01:27.212281]Total energy: 17020402.685087997
[2022-04-09 22:03:00.730787]Total energy: 16952318.607583333
[2022-04-09 22:04:40.381142]Total energy: 17012477.155093137
[2022-04-09 22:06:17.629236]Total energy: 17011570.10399231
[2022-04-09 22:07:51.585835]Total energy: 17047162.85555541
[2022-04-09 22:09:14.519488]Total energy: 16985289.840671666
[2022-04-09 22:10:52.865567]Total energy: 17008633.64496372
[2022-04-09 22:12:36.111052]Total energy: 17044984.469852038
[2022-04-09 22:14:10.261086]Total energy: 17029119.753157184
[2022-04-09 22:15:44.711416]Total energy: 17020529.088366598
[2022-04-09 22:17:09.612079]Total energy: 17040176.29164102
[2022-04-09 22:18:36.214116]Total energy: 17007135.102452528
[2022-04-09 22:19:58.227614]Total energy: 17029620.22331496
[2022-04-09 22:21:37.072274]Total energy: 16989999.51499719
[2022-04-09 22:23:19.249405]Total energy: 17030781.485024944
[2022-04-09 22:24:46.736675]Total energy: 17045199.09058725
[2022-04-09 22:26:08.241401]Total energy: 16989628.44406111
[2022-04-09 22:27:35.254304]Total energy: 17045927.033168018
[2022-04-09 22:29:04.761155]Total energy: 17026403.32538194
[2022-04-09 22:30:56.957878]Total energy: 17004915.43654334
[2022-04-09 22:32:45.913402]Total energy: 17032336.700162854
[2022-04-09 22:34:19.059842]Total energy: 16980463.421512086
[2022-04-09 22:35:46.093192]Total energy: 17009876.035787437
[2022-04-09 22:37:17.610028]Total energy: 16984080.68744133
[2022-04-09 22:38:44.863934]Total energy: 17046798.581752166
[2022-04-09 22:40:08.721683]Total energy: 16995655.853441585
[2022-04-09 22:41:51.924790]Total energy: 17001655.979535293
[2022-04-09 22:43:30.761503]Total energy: 16972996.376153674
[2022-04-09 22:44:59.919698]Total energy: 16968779.46917153
[2022-04-09 22:46:23.495343]Total energy: 17025132.17608901
[2022-04-09 22:47:52.425130]Total energy: 17017841.643826295
[2022-04-09 22:49:16.056280]Total energy: 17013730.46847736
[2022-04-09 22:50:48.371189]Total energy: 16950436.519729648
[2022-04-09 22:52:18.795502]Total energy: 16939454.45547498
[2022-04-09 22:53:45.042234]Total energy: 17013310.098543894
[2022-04-09 22:55:12.682385]Total energy: 16982297.036808223
[2022-04-09 22:56:44.728716]Total energy: 17003648.57028788
[2022-04-09 22:58:05.600646]Total energy: 16998015.37641012
[2022-04-09 22:59:27.896327]Total energy: 17014742.2063675
[2022-04-09 23:01:08.032726]Total energy: 16989605.206538882
[2022-04-09 23:02:52.148251]Total energy: 16974231.321702372
[2022-04-09 23:04:25.556854]Total energy: 16985437.970960632
[2022-04-09 23:05:54.731922]Total energy: 17044502.534134746
[2022-04-09 23:07:25.237485]Total energy: 16965482.393634614
[2022-04-09 23:08:50.076750]Total energy: 16981849.918255422
[2022-04-09 23:10:10.765697]Total energy: 16970809.380592246
[2022-04-09 23:11:28.618239]Total energy: 17027312.77484569
[2022-04-09 23:12:45.538687]Total energy: 17048861.270135913
[2022-04-09 23:14:02.596863]Total energy: 16990241.400117494
[2022-04-09 23:15:21.914807]Total energy: 16996849.52146524
[2022-04-09 23:16:40.054686]Total energy: 16999827.78195354
[2022-04-09 23:17:57.221720]Total energy: 16996584.394396745
[2022-04-09 23:19:14.597896]Total energy: 16984963.672223095
[2022-04-09 23:20:48.803214]Total energy: 17015636.99335212
[2022-04-09 23:22:23.099192]Total energy: 17040773.106486768
[2022-04-09 23:23:51.999741]Total energy: 16999391.179090288
[2022-04-09 23:25:23.250703]Total energy: 17001739.17894876
[2022-04-09 23:26:44.319827]Total energy: 17011380.2998855
[2022-04-09 23:28:01.659463]Total energy: 16952025.85961111
[2022-04-09 23:29:19.477554]Total energy: 16973624.764111545
[2022-04-09 23:31:05.354648]Total energy: 16940723.60745957
[2022-04-09 23:32:46.639490]Total energy: 16986446.745005526
[2022-04-09 23:34:18.109605]Total energy: 16983111.60798217
[2022-04-09 23:35:50.730913]Total energy: 17005464.19453659
[2022-04-09 23:37:25.248495]Total energy: 16953360.23170414
[2022-04-09 23:39:04.900265]Total energy: 16977380.315840516
[2022-04-09 23:40:35.875776]Total energy: 16997612.71054795
[2022-04-09 23:41:52.599765]Total energy: 16964317.38605488
[2022-04-09 23:43:09.737813]Total energy: 16973309.883809485
[2022-04-09 23:44:27.425562]Total energy: 16966712.763244525
[2022-04-09 23:45:46.173412]Total energy: 17025806.12367862
[2022-04-09 23:47:06.152181]Total energy: 16975225.541491438
[2022-04-09 23:48:27.217121]Total energy: 16962178.411693793
[2022-04-09 23:49:46.541974]Total energy: 16992406.541351736
[2022-04-09 23:51:08.943573]Total energy: 16992870.636836223
[2022-04-09 23:52:37.737705]Total energy: 17028847.34725572
[2022-04-09 23:54:10.140272]Total energy: 16995325.031909026
[2022-04-09 23:55:32.956650]Total energy: 16989948.975157727
[2022-04-09 23:56:53.299559]Total energy: 16989568.02921448
[2022-04-09 23:58:14.850667]Total energy: 16990983.620891158
[2022-04-09 23:59:36.604961]Total energy: 16981440.033410903
[2022-04-10 00:01:01.829866]Total energy: 16983192.89510559
[2022-04-10 00:02:27.020429]Total energy: 16991879.391898464
[2022-04-10 00:03:59.159259]Total energy: 16954901.84762666
[2022-04-10 00:05:28.274499]Total energy: 16945728.428013645
[2022-04-10 00:06:47.869848]Total energy: 17015995.870392144
[2022-04-10 00:08:06.731711]Total energy: 16973812.120773602
[2022-04-10 00:09:29.776884]Total energy: 17011249.60995741
[2022-04-10 00:11:11.183513]Total energy: 16981956.67956782
[2022-04-10 00:12:47.550561]Total energy: 16986976.32196614
[2022-04-10 00:14:26.043406]Total energy: 17017617.53406471
[2022-04-10 00:15:56.878868]Total energy: 16992202.84353595
[2022-04-10 00:17:17.203890]Total energy: 16990954.32601994
[2022-04-10 00:18:36.550790]Total energy: 16960470.53984742
[2022-04-10 00:19:54.360803]Total energy: 16997449.032837294
[2022-04-10 00:21:38.109583]Total energy: 17028203.24274841
[2022-04-10 00:23:11.702471]Total energy: 16989132.21597428
[2022-04-10 00:24:42.065666]Total energy: 16977370.945113476
[2022-04-10 00:26:07.746241]Total energy: 16958195.900163967
[2022-04-10 00:27:25.145989]Total energy: 16996925.557477437
[2022-04-10 00:28:43.243460]Total energy: 16974050.56923502
[2022-04-10 00:30:03.414377]Total energy: 17005859.99255292
[2022-04-10 00:31:20.604926]Total energy: 16979582.660639413
[2022-04-10 00:32:39.163047]Total energy: 16931508.961303547
[2022-04-10 00:33:58.351949]Total energy: 16974480.608418237
[2022-04-10 00:35:18.938328]Total energy: 16983897.559516475
[2022-04-10 00:36:37.764005]Total energy: 17002341.120030805
[2022-04-10 00:37:55.537078]Total energy: 17022503.524122026
[2022-04-10 00:39:16.137826]Total energy: 16968099.622396186
[2022-04-10 00:41:03.230097]Total energy: 16965639.626247533
[2022-04-10 00:42:47.100072]Total energy: 16990327.400612127
[2022-04-10 00:44:19.204584]Total energy: 16985071.454289164
[2022-04-10 00:45:46.016725]Total energy: 16989113.589343242
[2022-04-10 00:47:04.691785]Total energy: 17028913.432748128
[2022-04-10 00:48:22.795675]Total energy: 16962210.63161494
[2022-04-10 00:49:41.023182]Total energy: 17016960.748647008
[2022-04-10 00:51:22.737947]Total energy: 17008377.699629422
[2022-04-10 00:53:03.373258]Total energy: 16984683.872095402
[2022-04-10 00:54:35.877278]Total energy: 16974428.96127863
[2022-04-10 00:56:08.804686]Total energy: 16974285.370782655
[2022-04-10 00:57:43.252132]Total energy: 16964841.493620995
[2022-04-10 00:59:07.162213]Total energy: 16992104.323668383
[2022-04-10 01:00:24.571039]Total energy: 16974625.292753007
[2022-04-10 01:01:39.635123]Total energy: 16989111.182083577
[2022-04-10 01:02:56.746873]Total energy: 16976971.249835007
[2022-04-10 01:04:13.343470]Total energy: 16971984.938900195
[2022-04-10 01:05:32.007519]Total energy: 16929816.381649632
[2022-04-10 01:06:49.458673]Total energy: 16974292.23864665
[2022-04-10 01:08:07.779061]Total energy: 16948439.58776256
[2022-04-10 01:09:24.555840]Total energy: 16969848.01487923
[2022-04-10 01:11:02.850680]Total energy: 16947328.224001236
[2022-04-10 01:12:56.563161]Total energy: 16938357.218481783
[2022-04-10 01:14:37.334864]Total energy: 16993233.62208067
[2022-04-10 01:16:07.246823]Total energy: 16962442.730765842
[2022-04-10 01:17:31.006040]Total energy: 16935245.608732883
[2022-04-10 01:18:46.296764]Total energy: 16970452.584968
[2022-04-10 01:20:01.481437]Total energy: 16953081.777360164
[2022-04-10 01:21:18.477074]Total energy: 16929032.49471043
[2022-04-10 01:22:36.570873]Total energy: 16961849.230268408
[2022-04-10 01:23:53.968668]Total energy: 16956462.153917696
[2022-04-10 01:25:11.568278]Total energy: 16974672.266160797
[2022-04-10 01:26:28.219371]Total energy: 16926795.210768573
[2022-04-10 01:27:46.450347]Total energy: 16958437.75166393
[2022-04-10 01:29:03.629939]Total energy: 16945366.85346396
[2022-04-10 01:30:22.399932]Total energy: 16907232.466309518
[2022-04-10 01:31:55.908359]Total energy: 17007358.47316571
[2022-04-10 01:33:25.619016]Total energy: 16988913.69201238
[2022-04-10 01:34:42.199327]Total energy: 16969199.19794844
[2022-04-10 01:35:58.756723]Total energy: 16965984.032340523
[2022-04-10 01:37:15.896814]Total energy: 16947448.32719605
[2022-04-10 01:38:37.822275]Total energy: 16986499.41251679
[2022-04-10 01:39:56.120818]Total energy: 16933689.676250458
[2022-04-10 01:41:49.859706]Total energy: 16984278.6390747
[2022-04-10 01:43:09.013085]Total energy: 16981747.685700506
[2022-04-10 01:44:24.848354]Total energy: 16975431.034542322
[2022-04-10 01:45:42.126548]Total energy: 16953567.20279164
[2022-04-10 01:47:02.990088]Total energy: 16944368.342213497
[2022-04-10 01:48:20.623220]Total energy: 16948586.613980588
[2022-04-10 01:49:37.569342]Total energy: 16947665.452925235
[2022-04-10 01:50:54.024705]Total energy: 16957283.992575772
[2022-04-10 01:52:10.897309]Total energy: 16986703.474981785
[2022-04-10 01:53:27.639945]Total energy: 16938745.166938733
[2022-04-10 01:54:45.539048]Total energy: 16931132.749738913
[2022-04-10 01:56:03.845178]Total energy: 16961464.824960455
[2022-04-10 01:57:21.496332]Total energy: 16909678.690402467
[2022-04-10 01:58:38.709924]Total energy: 16962485.353944007
[2022-04-10 01:59:55.902063]Total energy: 16964520.248580795
[2022-04-10 02:01:31.694508]Total energy: 16941687.20901406
[2022-04-10 02:03:00.978198]Total energy: 16967483.19053778
[2022-04-10 02:04:29.041078]Total energy: 16977870.988088343
[2022-04-10 02:05:58.306852]Total energy: 16938974.861459564
[2022-04-10 02:07:25.040823]Total energy: 16946603.09712631
[2022-04-10 02:08:41.884804]Total energy: 16962515.261216458
[2022-04-10 02:09:58.474144]Total energy: 16958811.95602402
