initial: 118 - diverse_no_blind_seed
[2022-04-09 21:40:33.133179]Total energy: 38151820.99452249
[2022-04-09 21:42:05.871550]Total energy: 38162511.034477375
[2022-04-09 21:43:40.899196]Total energy: 37966084.96024008
[2022-04-09 21:45:04.625681]Total energy: 37943320.03492978
[2022-04-09 21:46:25.502867]Total energy: 37993919.38649145
[2022-04-09 21:47:46.151172]Total energy: 37983231.07678457
[2022-04-09 21:49:06.327849]Total energy: 38086422.16166383
[2022-04-09 21:50:51.445355]Total energy: 37860439.57717454
[2022-04-09 21:52:40.002238]Total energy: 38007547.831561394
[2022-04-09 21:54:06.174644]Total energy: 37986872.69797854
[2022-04-09 21:55:27.275948]Total energy: 38060168.0187554
[2022-04-09 21:56:49.362371]Total energy: 37907435.85303027
[2022-04-09 21:58:10.274262]Total energy: 38200530.8522164
[2022-04-09 21:59:30.245178]Total energy: 38031691.054507285
[2022-04-09 22:00:54.342953]Total energy: 38057062.33478019
[2022-04-09 22:02:21.709442]Total energy: 38041250.9985818
[2022-04-09 22:03:54.367589]Total energy: 38259676.24416686
[2022-04-09 22:05:29.788359]Total energy: 38045192.75317262
[2022-04-09 22:06:56.788243]Total energy: 37978698.02872834
[2022-04-09 22:08:17.377155]Total energy: 37955048.805457704
[2022-04-09 22:09:38.236480]Total energy: 37982207.90663664
[2022-04-09 22:11:25.277263]Total energy: 38021760.757150926
[2022-04-09 22:13:16.698138]Total energy: 37995150.85124954
[2022-04-09 22:14:46.884149]Total energy: 37935701.23449934
[2022-04-09 22:16:07.432897]Total energy: 37922701.097305045
[2022-04-09 22:17:28.531210]Total energy: 38143738.810417734
[2022-04-09 22:18:52.784815]Total energy: 38023879.13177587
[2022-04-09 22:20:13.519530]Total energy: 38060509.7294139
[2022-04-09 22:21:40.983535]Total energy: 37944347.910555474
[2022-04-09 22:23:15.515628]Total energy: 38159887.454012826
[2022-04-09 22:24:40.556328]Total energy: 38074996.22965193
[2022-04-09 22:26:01.036067]Total energy: 37984766.549228474
[2022-04-09 22:27:22.117211]Total energy: 38167499.47676077
[2022-04-09 22:28:42.769258]Total energy: 37991339.51295801
[2022-04-09 22:30:05.571999]Total energy: 38138697.876179025
[2022-04-09 22:31:49.416204]Total energy: 38073076.537274376
[2022-04-09 22:33:16.095022]Total energy: 37991149.3111659
[2022-04-09 22:34:36.562932]Total energy: 37973940.4375221
[2022-04-09 22:35:57.424969]Total energy: 37999135.66583814
[2022-04-09 22:37:18.470665]Total energy: 37854896.95966547
[2022-04-09 22:38:39.001098]Total energy: 38017981.19619274
[2022-04-09 22:39:59.691789]Total energy: 37876812.382386595
[2022-04-09 22:41:45.029510]Total energy: 38161375.784513876
[2022-04-09 22:43:34.039067]Total energy: 38137236.93629359
[2022-04-09 22:45:02.617810]Total energy: 37944590.478455216
[2022-04-09 22:46:23.452237]Total energy: 38139309.462994225
[2022-04-09 22:47:44.172491]Total energy: 37907487.12333059
[2022-04-09 22:49:05.276997]Total energy: 37871266.50270632
[2022-04-09 22:50:27.748978]Total energy: 38041574.183366396
[2022-04-09 22:51:48.646947]Total energy: 37933474.342206456
[2022-04-09 22:53:09.183522]Total energy: 38066810.41181251
[2022-04-09 22:54:29.979448]Total energy: 37892504.39602453
[2022-04-09 22:55:50.467595]Total energy: 37762119.74294968
[2022-04-09 22:57:12.004506]Total energy: 38134690.95673225
[2022-04-09 22:58:32.096955]Total energy: 38043995.60867325
[2022-04-09 22:59:53.126370]Total energy: 38029611.40322686
[2022-04-09 23:01:30.904410]Total energy: 37951415.20857084
[2022-04-09 23:03:01.910361]Total energy: 38079980.91102344
[2022-04-09 23:04:34.618926]Total energy: 37980246.32195268
[2022-04-09 23:06:08.406891]Total energy: 38236706.82484413
[2022-04-09 23:07:34.713855]Total energy: 37745650.44090439
[2022-04-09 23:08:56.419360]Total energy: 37982023.839231655
[2022-04-09 23:10:16.646322]Total energy: 37864851.983553864
[2022-04-09 23:11:37.144924]Total energy: 37971185.776517935
[2022-04-09 23:12:58.013472]Total energy: 37919760.4948383
[2022-04-09 23:14:21.864902]Total energy: 37904594.64957342
[2022-04-09 23:15:43.716215]Total energy: 37861251.35021311
[2022-04-09 23:17:04.912751]Total energy: 37872869.143298954
[2022-04-09 23:18:25.710718]Total energy: 37942166.92602023
[2022-04-09 23:19:46.185415]Total energy: 37872192.70073918
[2022-04-09 23:21:25.036810]Total energy: 37895856.9254732
[2022-04-09 23:23:00.794293]Total energy: 37965497.6707577
[2022-04-09 23:24:34.666670]Total energy: 37840473.876084976
[2022-04-09 23:26:01.628637]Total energy: 37842302.6603279
[2022-04-09 23:27:22.467236]Total energy: 38014644.936593115
[2022-04-09 23:28:43.385307]Total energy: 37837642.52758424
[2022-04-09 23:30:05.378680]Total energy: 37969317.03497396
[2022-04-09 23:31:36.451621]Total energy: 37832180.544172786
[2022-04-09 23:33:08.452385]Total energy: 37910356.266485654
[2022-04-09 23:34:54.181647]Total energy: 37808670.51434673
[2022-04-09 23:36:34.690493]Total energy: 37849869.69167956
[2022-04-09 23:38:15.737219]Total energy: 37845449.98609856
[2022-04-09 23:39:44.584529]Total energy: 37954809.99035252
[2022-04-09 23:41:06.230641]Total energy: 37927205.9631241
[2022-04-09 23:42:27.152414]Total energy: 37981791.188648224
[2022-04-09 23:43:46.768767]Total energy: 37883216.70365782
[2022-04-09 23:45:07.255953]Total energy: 37753735.812484704
[2022-04-09 23:46:28.945977]Total energy: 37857433.1818376
[2022-04-09 23:47:49.470110]Total energy: 37894036.946304195
[2022-04-09 23:49:10.028876]Total energy: 37748600.77687662
[2022-04-09 23:50:48.446237]Total energy: 37954366.45126027
[2022-04-09 23:52:27.155324]Total energy: 37906370.2819298
[2022-04-09 23:53:55.051186]Total energy: 37956872.97933145
[2022-04-09 23:55:19.572482]Total energy: 38060436.34777562
[2022-04-09 23:56:40.817008]Total energy: 37985470.47151769
[2022-04-09 23:58:01.795699]Total energy: 38053002.64695007
[2022-04-09 23:59:22.125474]Total energy: 37946142.88732979
[2022-04-10 00:01:08.651746]Total energy: 37886353.8906568
[2022-04-10 00:02:48.843226]Total energy: 37801056.36038094
[2022-04-10 00:04:26.362214]Total energy: 37868420.43669004
[2022-04-10 00:05:56.491790]Total energy: 37862215.65724347
[2022-04-10 00:07:17.032603]Total energy: 37875877.8119944
[2022-04-10 00:08:37.940790]Total energy: 37783651.49509233
[2022-04-10 00:09:59.392356]Total energy: 37877920.09059632
[2022-04-10 00:11:41.349540]Total energy: 37937608.203271426
[2022-04-10 00:13:21.449127]Total energy: 37831816.178329006
[2022-04-10 00:14:54.697354]Total energy: 37905943.56223536
[2022-04-10 00:16:14.876214]Total energy: 38106086.74287262
[2022-04-10 00:17:36.503123]Total energy: 37824650.87596434
[2022-04-10 00:18:57.324747]Total energy: 37833638.60302247
[2022-04-10 00:20:17.712837]Total energy: 37759009.461773634
[2022-04-10 00:21:55.083897]Total energy: 37826724.167687565
[2022-04-10 00:23:39.447308]Total energy: 37932180.493206166
[2022-04-10 00:25:16.559221]Total energy: 37882170.97273069
[2022-04-10 00:26:44.145937]Total energy: 37863179.011775605
[2022-04-10 00:28:04.083607]Total energy: 37900044.49984493
[2022-04-10 00:29:23.659072]Total energy: 38044974.78227131
[2022-04-10 00:30:44.110472]Total energy: 37996004.713785574
[2022-04-10 00:32:03.356632]Total energy: 37824088.269145966
[2022-04-10 00:33:23.633019]Total energy: 37950926.678032815
[2022-04-10 00:34:46.067176]Total energy: 38048992.73738205
[2022-04-10 00:36:08.340932]Total energy: 37807192.18743601
[2022-04-10 00:37:28.970141]Total energy: 37958609.51013385
[2022-04-10 00:38:50.305570]Total energy: 37970475.03140108
[2022-04-10 00:40:09.744636]Total energy: 38091443.23947629
[2022-04-10 00:41:43.712391]Total energy: 37915081.6854367
[2022-04-10 00:43:21.792582]Total energy: 38001920.482045725
[2022-04-10 00:44:49.637436]Total energy: 37933438.106053084
[2022-04-10 00:46:10.622959]Total energy: 37999206.47576246
[2022-04-10 00:47:33.329025]Total energy: 37789532.876938954
[2022-04-10 00:48:53.681667]Total energy: 38026901.79259329
[2022-04-10 00:50:14.229763]Total energy: 37871343.933197804
[2022-04-10 00:51:54.290407]Total energy: 37966507.9042743
[2022-04-10 00:53:25.485186]Total energy: 37959479.716534205
[2022-04-10 00:54:59.070896]Total energy: 38081941.52076397
[2022-04-10 00:56:32.379214]Total energy: 37794416.08972197
[2022-04-10 00:58:05.988655]Total energy: 37882232.46778321
[2022-04-10 00:59:32.328023]Total energy: 38038477.765191995
[2022-04-10 01:00:52.453238]Total energy: 37819710.099694565
[2022-04-10 01:02:13.440221]Total energy: 37982169.008400954
[2022-04-10 01:03:34.077664]Total energy: 37910972.41149903
[2022-04-10 01:04:54.967783]Total energy: 37823100.85551501
[2022-04-10 01:06:15.990902]Total energy: 37921071.851045795
[2022-04-10 01:07:37.422020]Total energy: 37946254.42733409
[2022-04-10 01:08:57.391435]Total energy: 37827799.969318636
[2022-04-10 01:10:17.934483]Total energy: 37896837.999842346
[2022-04-10 01:12:01.752617]Total energy: 37852075.20555694
[2022-04-10 01:13:39.267576]Total energy: 37954272.31947846
[2022-04-10 01:15:12.386005]Total energy: 37882560.42495579
[2022-04-10 01:16:41.154065]Total energy: 37834668.880748756
[2022-04-10 01:18:01.483488]Total energy: 37827374.11646104
[2022-04-10 01:19:22.638192]Total energy: 37689909.2231033
[2022-04-10 01:20:43.251015]Total energy: 37867276.055524334
[2022-04-10 01:22:03.717894]Total energy: 37910097.78184389
[2022-04-10 01:23:24.435262]Total energy: 38035398.57748009
[2022-04-10 01:24:44.932632]Total energy: 37906397.5187084
[2022-04-10 01:26:05.905900]Total energy: 38023122.86196631
[2022-04-10 01:27:27.151098]Total energy: 37792947.242905274
[2022-04-10 01:28:47.775911]Total energy: 37967859.9122598
[2022-04-10 01:30:10.803431]Total energy: 37943337.86919861
[2022-04-10 01:31:41.366022]Total energy: 37820688.96155514
[2022-04-10 01:33:23.716800]Total energy: 37727657.0316873
[2022-04-10 01:34:50.448805]Total energy: 37726220.94408753
[2022-04-10 01:36:10.934034]Total energy: 37784111.62443921
[2022-04-10 01:37:30.965958]Total energy: 37950855.446291395
[2022-04-10 01:38:55.465813]Total energy: 37928265.48423073
[2022-04-10 01:40:16.364625]Total energy: 37758350.55831123
[2022-04-10 01:41:54.311835]Total energy: 37797914.95766506
[2022-04-10 01:43:25.172257]Total energy: 37767946.92374685
[2022-04-10 01:44:45.985440]Total energy: 37879321.81634415
[2022-04-10 01:46:07.107345]Total energy: 37701427.205762625
[2022-04-10 01:47:31.493100]Total energy: 37915225.651443414
[2022-04-10 01:48:51.872527]Total energy: 37857913.26864777
[2022-04-10 01:50:12.005848]Total energy: 37778151.72272987
[2022-04-10 01:51:32.475096]Total energy: 37768317.18298602
[2022-04-10 01:52:52.336383]Total energy: 37753749.63527567
[2022-04-10 01:54:12.177328]Total energy: 37793079.80117546
[2022-04-10 01:55:32.793411]Total energy: 37829264.26796375
[2022-04-10 01:56:53.124972]Total energy: 37851782.95922748
[2022-04-10 01:58:13.301241]Total energy: 37776304.14380324
[2022-04-10 01:59:33.901153]Total energy: 37820504.064478636
[2022-04-10 02:01:18.924456]Total energy: 37797426.81868577
[2022-04-10 02:03:08.128272]Total energy: 37807363.577301666
[2022-04-10 02:04:41.254666]Total energy: 37814577.18194484
[2022-04-10 02:06:16.937940]Total energy: 37906847.606791295
[2022-04-10 02:07:44.891814]Total energy: 37755183.554065876
[2022-04-10 02:09:06.763282]Total energy: 37952274.634546034
[2022-04-10 02:10:27.006907]Total energy: 37707676.341271475
[2022-04-10 02:11:48.943014]Total energy: 37808587.51969731
[2022-04-10 02:13:09.146768]Total energy: 37842709.62826332
[2022-04-10 02:14:29.623166]Total energy: 37605048.359182484
[2022-04-10 02:15:50.122813]Total energy: 37848400.36982078
[2022-04-10 02:17:11.042625]Total energy: 37716901.480160795
[2022-04-10 02:18:32.123263]Total energy: 37718845.38083989
[2022-04-10 02:19:51.945396]Total energy: 37787381.276549876
[2022-04-10 02:21:53.484121]Total energy: 37874268.44242346
[2022-04-10 02:23:58.915333]Total energy: 37842204.176874295
[2022-04-10 02:25:29.637194]Total energy: 37873248.0863696
[2022-04-10 02:26:49.573771]Total energy: 37870042.79097371
[2022-04-10 02:28:09.946370]Total energy: 37811671.63615844
[2022-04-10 02:29:30.146232]Total energy: 37769545.629121915
[2022-04-10 02:30:57.906307]Total energy: 37823164.351603955
[2022-04-10 02:32:34.281198]Total energy: 37586630.81940129
[2022-04-10 02:34:13.829920]Total energy: 37666782.26082713
[2022-04-10 02:35:54.671270]Total energy: 37821218.59888963
[2022-04-10 02:37:27.304422]Total energy: 37849815.237863764
[2022-04-10 02:38:47.493490]Total energy: 37876728.575628914
[2022-04-10 02:40:07.319997]Total energy: 37875800.49078171
[2022-04-10 02:41:27.208099]Total energy: 37793096.89728603
[2022-04-10 02:42:47.138914]Total energy: 37853449.08160242
