initial: 101 - diverse_seed
[2022-04-07 23:14:45.494086]Total energy: 19888671.56530321
[2022-04-07 23:16:53.937086]Total energy: 19722461.966710974
[2022-04-07 23:18:50.836796]Total energy: 19789365.812467225
[2022-04-07 23:21:04.659971]Total energy: 19722224.03422452
[2022-04-07 23:23:06.191012]Total energy: 19741004.269354645
[2022-04-07 23:25:00.215963]Total energy: 19845745.94904747
[2022-04-07 23:26:54.576900]Total energy: 19726332.84527705
[2022-04-07 23:28:50.350194]Total energy: 19851724.503692552
[2022-04-07 23:31:02.516034]Total energy: 19830207.438206427
[2022-04-07 23:33:11.735513]Total energy: 19722215.97909433
[2022-04-07 23:35:07.752331]Total energy: 19706143.474322483
[2022-04-07 23:37:02.343470]Total energy: 19728792.030960593
[2022-04-07 23:38:58.788423]Total energy: 19716750.02668895
[2022-04-07 23:41:05.825008]Total energy: 19702571.955359418
[2022-04-07 23:43:07.552122]Total energy: 19770681.257785004
[2022-04-07 23:45:01.878960]Total energy: 19701392.345582984
[2022-04-07 23:46:56.867241]Total energy: 19691068.93587571
[2022-04-07 23:48:52.997889]Total energy: 19688302.798455585
[2022-04-07 23:51:11.810681]Total energy: 19678646.56943884
[2022-04-07 23:53:25.740425]Total energy: 19769617.55142143
[2022-04-07 23:55:30.749672]Total energy: 19664700.075713098
[2022-04-07 23:57:28.555164]Total energy: 19794764.788328566
[2022-04-07 23:59:30.115399]Total energy: 19721116.28069089
[2022-04-08 00:01:22.749616]Total energy: 19637402.228370443
[2022-04-08 00:03:17.300134]Total energy: 19687983.851113103
[2022-04-08 00:05:15.253063]Total energy: 19664122.19498095
[2022-04-08 00:07:13.023273]Total energy: 19686280.796598826
[2022-04-08 00:09:11.010765]Total energy: 19705496.98280409
[2022-04-08 00:11:09.389799]Total energy: 19707705.83759383
[2022-04-08 00:13:05.518838]Total energy: 19640719.73928019
[2022-04-08 00:15:02.380023]Total energy: 19754291.654808026
[2022-04-08 00:16:56.955158]Total energy: 19731063.82941854
[2022-04-08 00:18:53.100116]Total energy: 19685775.54151851
[2022-04-08 00:20:59.004927]Total energy: 19772322.174193792
[2022-04-08 00:23:01.412816]Total energy: 19763752.366146304
[2022-04-08 00:24:56.574261]Total energy: 19757479.406333745
[2022-04-08 00:26:49.339605]Total energy: 19729749.288673602
[2022-04-08 00:28:45.323322]Total energy: 19741969.673487034
[2022-04-08 00:30:51.218422]Total energy: 19771466.428694148
[2022-04-08 00:32:51.602427]Total energy: 19717071.776151564
[2022-04-08 00:34:47.887838]Total energy: 19670797.21714408
[2022-04-08 00:36:43.343611]Total energy: 19713258.335671518
[2022-04-08 00:38:41.101585]Total energy: 19698325.488549866
[2022-04-08 00:41:00.114949]Total energy: 19711369.607320055
[2022-04-08 00:43:03.296196]Total energy: 19701973.643019058
[2022-04-08 00:44:57.415779]Total energy: 19737603.30783081
[2022-04-08 00:46:51.887322]Total energy: 19661555.808101874
[2022-04-08 00:48:46.530326]Total energy: 19708646.14339045
[2022-04-08 00:50:45.882922]Total energy: 19775624.37809198
[2022-04-08 00:52:43.416155]Total energy: 19686551.336425263
[2022-04-08 00:54:38.108628]Total energy: 19684059.950891875
[2022-04-08 00:56:31.095704]Total energy: 19714715.00528682
[2022-04-08 00:58:27.677636]Total energy: 19688229.56689811
[2022-04-08 01:00:21.541627]Total energy: 19682192.658429336
[2022-04-08 01:02:10.377893]Total energy: 19723408.844995815
[2022-04-08 01:03:55.603121]Total energy: 19753391.323935058
[2022-04-08 01:05:41.528867]Total energy: 19676444.33127852
[2022-04-08 01:07:26.364248]Total energy: 19682618.069931816
[2022-04-08 01:09:08.749941]Total energy: 19723253.94603617
[2022-04-08 01:11:01.478514]Total energy: 19666744.809977587
[2022-04-08 01:12:48.392023]Total energy: 19759339.5176469
[2022-04-08 01:14:32.210363]Total energy: 19748080.15288747
[2022-04-08 01:16:15.577569]Total energy: 19725435.826057382
[2022-04-08 01:18:01.089741]Total energy: 19652794.458515115
[2022-04-08 01:19:42.345156]Total energy: 19673866.64607192
[2022-04-08 01:21:35.217604]Total energy: 19756814.466432385
[2022-04-08 01:23:16.238299]Total energy: 19704773.740767963
[2022-04-08 01:24:53.773680]Total energy: 19692869.475241553
[2022-04-08 01:26:32.153006]Total energy: 19693051.76891029
[2022-04-08 01:28:09.895453]Total energy: 19681469.078260526
[2022-04-08 01:29:48.872774]Total energy: 19696998.132104624
[2022-04-08 01:31:28.641011]Total energy: 19711020.069965776
[2022-04-08 01:33:09.438155]Total energy: 19730923.172788348
[2022-04-08 01:34:48.731708]Total energy: 19726042.8128794
[2022-04-08 01:36:42.276285]Total energy: 19703125.151214704
[2022-04-08 01:38:20.785001]Total energy: 19750797.24084502
[2022-04-08 01:39:58.023298]Total energy: 19735939.47199617
[2022-04-08 01:41:43.691604]Total energy: 19764341.326633308
[2022-04-08 01:43:29.617408]Total energy: 19776515.05741824
[2022-04-08 01:45:10.960963]Total energy: 19746447.579309583
[2022-04-08 01:46:52.132994]Total energy: 19647857.504227206
[2022-04-08 01:48:30.520047]Total energy: 19646530.35516022
[2022-04-08 01:50:08.457517]Total energy: 19690792.438820407
[2022-04-08 01:51:51.427731]Total energy: 19731459.54211472
[2022-04-08 01:53:32.268795]Total energy: 19574326.887039926
[2022-04-08 01:55:10.255617]Total energy: 19739058.380966928
[2022-04-08 01:56:49.524819]Total energy: 19788791.54819104
[2022-04-08 01:58:27.594606]Total energy: 19814553.280909542
[2022-04-08 02:00:08.969200]Total energy: 19776709.02546459
[2022-04-08 02:01:55.882174]Total energy: 19758589.45545959
[2022-04-08 02:03:44.535397]Total energy: 19772491.347548526
[2022-04-08 02:05:25.488831]Total energy: 19792329.05225564
[2022-04-08 02:07:02.316785]Total energy: 19792595.074633703
[2022-04-08 02:08:39.973920]Total energy: 19778889.458073545
[2022-04-08 02:10:19.543532]Total energy: 19746098.08547373
[2022-04-08 02:12:01.235638]Total energy: 19844969.611370753
[2022-04-08 02:13:37.475482]Total energy: 19783702.270686608
[2022-04-08 02:15:16.964093]Total energy: 19723967.512672607
[2022-04-08 02:16:51.853579]Total energy: 19704579.059031032
[2022-04-08 02:18:28.941021]Total energy: 19785984.67445632
[2022-04-08 02:20:03.914239]Total energy: 19786319.916166086
[2022-04-08 02:21:48.581678]Total energy: 19727372.546439514
[2022-04-08 02:23:42.589914]Total energy: 19775633.448215
[2022-04-08 02:25:32.943536]Total energy: 19805224.66315396
[2022-04-08 02:27:08.832405]Total energy: 19802980.395448685
[2022-04-08 02:28:44.398078]Total energy: 19813672.781526174
[2022-04-08 02:30:19.508914]Total energy: 19718033.345521383
[2022-04-08 02:32:07.009887]Total energy: 19864878.989126887
[2022-04-08 02:33:46.807470]Total energy: 19790846.34538668
[2022-04-08 02:35:21.056658]Total energy: 19826010.95794831
[2022-04-08 02:36:58.448216]Total energy: 19797314.446258895
[2022-04-08 02:38:34.634746]Total energy: 19793283.968253333
[2022-04-08 02:40:11.388269]Total energy: 19786937.09173763
[2022-04-08 02:41:54.834033]Total energy: 19714034.716404393
[2022-04-08 02:43:37.043936]Total energy: 19746420.746676914
[2022-04-08 02:45:14.634539]Total energy: 19745269.88697251
[2022-04-08 02:46:51.223466]Total energy: 19741301.864929352
[2022-04-08 02:48:27.614968]Total energy: 19692819.308376167
[2022-04-08 02:50:03.945401]Total energy: 19712727.664899927
[2022-04-08 02:51:45.415981]Total energy: 19719477.74598409
[2022-04-08 02:53:30.271761]Total energy: 19769292.440326374
[2022-04-08 02:55:09.690168]Total energy: 19699982.484270092
[2022-04-08 02:56:45.284702]Total energy: 19807009.579427138
[2022-04-08 02:58:20.373338]Total energy: 19697767.26964637
[2022-04-08 02:59:59.911112]Total energy: 19732391.530382723
[2022-04-08 03:01:51.441826]Total energy: 19776532.848469816
[2022-04-08 03:03:35.445598]Total energy: 19735149.4264013
[2022-04-08 03:05:11.970683]Total energy: 19735665.061118856
[2022-04-08 03:06:48.831042]Total energy: 19755250.51535245
[2022-04-08 03:08:25.428664]Total energy: 19765784.643457092
[2022-04-08 03:10:01.513963]Total energy: 19733699.842534557
[2022-04-08 03:11:37.919541]Total energy: 19823341.578809526
[2022-04-08 03:13:14.831859]Total energy: 19791767.180692732
[2022-04-08 03:14:55.045503]Total energy: 19717323.518689014
[2022-04-08 03:16:31.062727]Total energy: 19812660.528222974
[2022-04-08 03:18:06.444907]Total energy: 19737078.649640225
[2022-04-08 03:19:45.687876]Total energy: 19669042.657518726
[2022-04-08 03:21:35.375061]Total energy: 19754453.50733588
[2022-04-08 03:23:25.957972]Total energy: 19716141.873687748
[2022-04-08 03:25:19.069732]Total energy: 19710596.607259925
[2022-04-08 03:27:03.341757]Total energy: 19720090.636575956
[2022-04-08 03:28:41.926147]Total energy: 19739564.208626688
[2022-04-08 03:30:18.697559]Total energy: 19735079.247547287
[2022-04-08 03:32:22.662233]Total energy: 19751887.064887796
[2022-04-08 03:34:05.666283]Total energy: 19764235.888223547
[2022-04-08 03:35:45.136159]Total energy: 19702051.63019078
[2022-04-08 03:37:27.140769]Total energy: 19795672.722025555
[2022-04-08 03:39:08.329696]Total energy: 19644322.06505626
[2022-04-08 03:40:50.168850]Total energy: 19745491.002296895
[2022-04-08 03:42:30.300419]Total energy: 19726217.329007585
[2022-04-08 03:44:10.114907]Total energy: 19662091.663357385
[2022-04-08 03:45:51.104847]Total energy: 19768959.07507069
[2022-04-08 03:47:31.832312]Total energy: 19671884.698740553
[2022-04-08 03:49:08.102481]Total energy: 19729351.698419727
[2022-04-08 03:51:02.736021]Total energy: 19676450.80558247
[2022-04-08 03:52:39.702501]Total energy: 19775881.800853048
[2022-04-08 03:54:18.843603]Total energy: 19743759.930410985
[2022-04-08 03:56:07.979536]Total energy: 19715085.96036682
[2022-04-08 03:57:44.350679]Total energy: 19714971.15361652
[2022-04-08 03:59:23.111286]Total energy: 19732485.46076352
[2022-04-08 04:01:11.227636]Total energy: 19733639.0696562
[2022-04-08 04:02:58.532307]Total energy: 19753263.86055193
[2022-04-08 04:04:33.495089]Total energy: 19773725.896594558
[2022-04-08 04:06:12.887511]Total energy: 19713003.963840514
[2022-04-08 04:07:49.731471]Total energy: 19787089.373277258
[2022-04-08 04:09:31.680440]Total energy: 19734839.749082856
[2022-04-08 04:11:18.193031]Total energy: 19681822.33322513
[2022-04-08 04:13:10.553467]Total energy: 19695453.25708435
[2022-04-08 04:14:49.764094]Total energy: 19760768.536584545
[2022-04-08 04:16:33.093727]Total energy: 19803633.574489318
[2022-04-08 04:18:09.227623]Total energy: 19750991.4195342
[2022-04-08 04:19:46.320237]Total energy: 19841173.93773458
[2022-04-08 04:21:21.842700]Total energy: 19735864.368063875
[2022-04-08 04:22:56.578034]Total energy: 19766940.177987903
[2022-04-08 04:24:31.644268]Total energy: 19797091.374146096
[2022-04-08 04:26:06.131639]Total energy: 19814712.401103668
[2022-04-08 04:27:39.865673]Total energy: 19719447.851731665
[2022-04-08 04:29:15.615015]Total energy: 19774675.167701524
[2022-04-08 04:31:07.361672]Total energy: 19716684.01844148
[2022-04-08 04:32:56.939799]Total energy: 19730943.855815552
[2022-04-08 04:34:32.944832]Total energy: 19711484.70936707
[2022-04-08 04:36:10.101034]Total energy: 19823320.5830008
[2022-04-08 04:37:49.716292]Total energy: 19780788.503611654
[2022-04-08 04:39:27.380541]Total energy: 19672169.46039625
[2022-04-08 04:41:23.658911]Total energy: 19756844.32719872
[2022-04-08 04:43:15.778083]Total energy: 19704142.375152804
[2022-04-08 04:45:07.988666]Total energy: 19756602.609443523
[2022-04-08 04:46:45.128792]Total energy: 19745166.411460053
[2022-04-08 04:48:25.325943]Total energy: 19738097.11700422
[2022-04-08 04:50:00.833589]Total energy: 19676249.36222457
[2022-04-08 04:51:57.295563]Total energy: 19784476.922009017
[2022-04-08 04:53:51.540084]Total energy: 19694047.0554986
[2022-04-08 04:55:35.519061]Total energy: 19792356.32750365
[2022-04-08 04:57:11.698755]Total energy: 19703221.27171642
[2022-04-08 04:58:50.259492]Total energy: 19744894.785782177
[2022-04-08 05:00:30.836517]Total energy: 19710170.800458673
[2022-04-08 05:02:07.881768]Total energy: 19757157.294201136
[2022-04-08 05:03:45.272681]Total energy: 19780080.57944572
[2022-04-08 05:05:21.981705]Total energy: 19661982.99522314
[2022-04-08 05:07:00.364349]Total energy: 19671798.33627714
[2022-04-08 05:08:38.647361]Total energy: 19699160.242921136
[2022-04-08 05:10:16.103246]Total energy: 19727794.13384929
[2022-04-08 05:12:03.624777]Total energy: 19614629.09766238
[2022-04-08 05:13:49.151786]Total energy: 19792422.830380175
[2022-04-08 05:15:25.438084]Total energy: 19771326.472053707
[2022-04-08 05:17:01.375925]Total energy: 19708779.53372613
[2022-04-08 05:18:37.921465]Total energy: 19770318.65093995
[2022-04-08 05:20:14.616859]Total energy: 19814262.800622612
[2022-04-08 05:21:48.978526]Total energy: 19792772.873732653
[2022-04-08 05:23:24.988979]Total energy: 19746364.53907158
[2022-04-08 05:25:00.132376]Total energy: 19719699.278200578
[2022-04-08 05:26:36.514452]Total energy: 19736296.12822394
[2022-04-08 05:28:13.143668]Total energy: 19689853.496358395
[2022-04-08 05:29:50.640819]Total energy: 19736814.6088671
[2022-04-08 05:31:33.065275]Total energy: 19658411.976579167
[2022-04-08 05:33:10.453369]Total energy: 19619232.622371342
[2022-04-08 05:34:47.708487]Total energy: 19757687.100145716
[2022-04-08 05:36:29.049617]Total energy: 19681434.977635168
[2022-04-08 05:38:09.822225]Total energy: 19637782.13228166
[2022-04-08 05:39:48.779195]Total energy: 19671571.223763224
[2022-04-08 05:41:38.906438]Total energy: 19697339.457038585
[2022-04-08 05:43:25.444741]Total energy: 19712248.397058256
[2022-04-08 05:45:08.316338]Total energy: 19670032.13292223
[2022-04-08 05:46:46.514384]Total energy: 19634906.473633762
[2022-04-08 05:48:23.515263]Total energy: 19690233.89795843
[2022-04-08 05:50:00.544665]Total energy: 19752748.643047
[2022-04-08 05:51:37.482313]Total energy: 19716745.10249028
[2022-04-08 05:53:12.934688]Total energy: 19629113.4145394
[2022-04-08 05:54:50.659613]Total energy: 19687721.160982944
[2022-04-08 05:56:31.187719]Total energy: 19675591.71177494
[2022-04-08 05:58:10.008409]Total energy: 19750716.830542825
[2022-04-08 05:59:47.731966]Total energy: 19708842.80736254
[2022-04-08 06:01:26.558961]Total energy: 19665567.589065645
[2022-04-08 06:03:04.530678]Total energy: 19727749.921932854
[2022-04-08 06:04:39.906214]Total energy: 19718168.72250664
[2022-04-08 06:06:14.102432]Total energy: 19679316.177945122
[2022-04-08 06:07:49.835479]Total energy: 19669055.744588275
[2022-04-08 06:09:26.311720]Total energy: 19707277.24792735
[2022-04-08 06:11:03.401622]Total energy: 19652667.629781798
[2022-04-08 06:12:39.168405]Total energy: 19749906.722688112
[2022-04-08 06:14:14.402884]Total energy: 19676533.67898275
[2022-04-08 06:16:10.686852]Total energy: 19660946.76998376
[2022-04-08 06:17:47.817344]Total energy: 19742568.291263685
[2022-04-08 06:19:28.899055]Total energy: 19716295.394607417
[2022-04-08 06:21:22.443864]Total energy: 19710458.32061966
[2022-04-08 06:23:03.628586]Total energy: 19710314.88754944
[2022-04-08 06:25:30.869952]Total energy: 19672591.435553703
[2022-04-08 06:27:10.220858]Total energy: 19629056.542802975
[2022-04-08 06:28:51.419998]Total energy: 19718181.760232948
[2022-04-08 06:30:30.523498]Total energy: 19700498.7317357
[2022-04-08 06:32:09.766694]Total energy: 19731660.10044368
[2022-04-08 06:33:48.672710]Total energy: 19629327.052359562
[2022-04-08 06:35:30.391538]Total energy: 19673827.815374136
[2022-04-08 06:37:10.262127]Total energy: 19662203.785828188
[2022-04-08 06:38:52.756034]Total energy: 19678247.33234383
[2022-04-08 06:40:29.260364]Total energy: 19740969.5221321
[2022-04-08 06:42:09.842610]Total energy: 19801737.7798014
[2022-04-08 06:43:50.161744]Total energy: 19650153.25686609
[2022-04-08 06:45:27.551736]Total energy: 19679427.39715861
[2022-04-08 06:47:07.486126]Total energy: 19703122.736886755
[2022-04-08 06:48:45.753828]Total energy: 19616280.703947175
[2022-04-08 06:50:37.883069]Total energy: 19662101.34060893
[2022-04-08 06:52:39.172321]Total energy: 19767327.692411214
[2022-04-08 06:54:27.114105]Total energy: 19731978.439739015
[2022-04-08 06:56:20.947794]Total energy: 19741110.69452837
[2022-04-08 06:57:58.241622]Total energy: 19671876.65344357
[2022-04-08 06:59:30.790644]Total energy: 19658249.621219117
[2022-04-08 07:01:21.394353]Total energy: 19668553.63982746
[2022-04-08 07:03:07.408758]Total energy: 19645238.15970028
[2022-04-08 07:04:56.881338]Total energy: 19705082.574598342
[2022-04-08 07:06:34.643381]Total energy: 19689318.986968867
[2022-04-08 07:08:14.180930]Total energy: 19639662.857319497
[2022-04-08 07:09:52.878523]Total energy: 19692360.269689675
[2022-04-08 07:11:31.456503]Total energy: 19744023.91359463
[2022-04-08 07:13:10.944564]Total energy: 19669514.908655018
[2022-04-08 07:14:46.373072]Total energy: 19700380.826317687
[2022-04-08 07:16:24.362034]Total energy: 19636180.207683265
[2022-04-08 07:18:03.572966]Total energy: 19695706.2171329
[2022-04-08 07:19:38.571517]Total energy: 19743902.535668388
[2022-04-08 07:21:24.859444]Total energy: 19687661.610511806
[2022-04-08 07:23:11.092884]Total energy: 19667584.054921072
[2022-04-08 07:24:47.249224]Total energy: 19691446.798110615
[2022-04-08 07:26:25.980414]Total energy: 19702330.333350603
[2022-04-08 07:28:02.127896]Total energy: 19685366.80607828
[2022-04-08 07:29:38.134231]Total energy: 19695331.65253931
[2022-04-08 07:31:25.038022]Total energy: 19666590.854460716
[2022-04-08 07:33:08.704495]Total energy: 19663014.503082745
[2022-04-08 07:34:44.201563]Total energy: 19728481.762686368
[2022-04-08 07:36:22.740577]Total energy: 19640434.065348223
[2022-04-08 07:37:58.327475]Total energy: 19723728.741760552
[2022-04-08 07:39:36.353590]Total energy: 19625893.903825562
[2022-04-08 07:41:26.425914]Total energy: 19706742.364787415
[2022-04-08 07:43:17.292609]Total energy: 19731160.679720014
[2022-04-08 07:44:56.184516]Total energy: 19733431.150459547
[2022-04-08 07:46:34.444316]Total energy: 19750151.5919381
[2022-04-08 07:48:10.824549]Total energy: 19611295.701464336
[2022-04-08 07:49:47.520327]Total energy: 19689958.569233168
[2022-04-08 07:51:23.780723]Total energy: 19743894.433828402
[2022-04-08 07:52:59.731552]Total energy: 19729532.755328093
[2022-04-08 07:54:33.875056]Total energy: 19725441.985781316
[2022-04-08 07:56:12.768943]Total energy: 19630337.63559982
[2022-04-08 07:57:53.335663]Total energy: 19656927.372997463
[2022-04-08 07:59:31.789039]Total energy: 19685987.415134225
[2022-04-08 08:01:17.316689]Total energy: 19723097.6979284
[2022-04-08 08:03:02.176967]Total energy: 19717103.579696473
[2022-04-08 08:04:41.600394]Total energy: 19683659.868940186
[2022-04-08 08:06:22.592141]Total energy: 19669523.381803855
[2022-04-08 08:08:02.880790]Total energy: 19696010.05674019
[2022-04-08 08:09:40.907183]Total energy: 19749081.203101948
[2022-04-08 08:11:36.490503]Total energy: 19683830.692502122
[2022-04-08 08:13:25.322840]Total energy: 19682865.751126193
[2022-04-08 08:15:04.848615]Total energy: 19632487.55255766
[2022-04-08 08:16:41.994751]Total energy: 19656372.57637999
[2022-04-08 08:18:23.795120]Total energy: 19682464.93179373
[2022-04-08 08:20:02.234519]Total energy: 19601193.638701744
[2022-04-08 08:21:52.131314]Total energy: 19644469.934025116
[2022-04-08 08:23:38.247328]Total energy: 19679455.81381914
[2022-04-08 08:25:13.345356]Total energy: 19604086.43317816
[2022-04-08 08:26:52.941711]Total energy: 19671403.173480913
[2022-04-08 08:28:32.377380]Total energy: 19629631.439216517
[2022-04-08 08:30:09.789744]Total energy: 19586076.521921076
[2022-04-08 08:31:57.615310]Total energy: 19648783.44424787
[2022-04-08 08:33:44.969038]Total energy: 19637161.33381418
[2022-04-08 08:35:28.007915]Total energy: 19657195.490649235
[2022-04-08 08:36:48.460602]Total energy: 19580812.02938035
[2022-04-08 08:38:02.385869]Total energy: 19647617.108815905
[2022-04-08 08:39:20.762227]Total energy: 19669638.586994365
[2022-04-08 08:41:02.513050]Total energy: 19661469.193338085
[2022-04-08 08:42:37.112487]Total energy: 19609629.96644139
[2022-04-08 08:43:59.224390]Total energy: 19743054.964711357
[2022-04-08 08:45:15.932395]Total energy: 19672603.77424339
[2022-04-08 08:46:32.011926]Total energy: 19608104.23669498
[2022-04-08 08:47:47.875934]Total energy: 19605873.72029486
[2022-04-08 08:49:10.217378]Total energy: 19700423.74591296
[2022-04-08 08:51:10.005737]Total energy: 19666165.40085682
[2022-04-08 08:52:59.663267]Total energy: 19569010.79384993
[2022-04-08 08:54:37.918798]Total energy: 19579262.98348588
[2022-04-08 08:56:15.632723]Total energy: 19513441.720578827
[2022-04-08 08:57:55.444495]Total energy: 19380617.726987436
[2022-04-08 08:59:35.130438]Total energy: 19438526.708194245
[2022-04-08 09:01:10.602507]Total energy: 19430771.492597748
[2022-04-08 09:02:46.982850]Total energy: 19321370.587116927
[2022-04-08 09:04:24.261349]Total energy: 19483160.674381986
[2022-04-08 09:06:04.588623]Total energy: 19548892.181613438
[2022-04-08 09:07:38.293330]Total energy: 19562812.622831054
[2022-04-08 09:09:14.609043]Total energy: 19569637.548224278
[2022-04-08 09:11:12.221338]Total energy: 19472537.787752002
[2022-04-08 09:13:06.301729]Total energy: 19509544.560641848
[2022-04-08 09:14:45.349264]Total energy: 19534284.397555318
[2022-04-08 09:16:21.928561]Total energy: 19591116.00923241
[2022-04-08 09:17:59.496122]Total energy: 19486932.08371859
[2022-04-08 09:19:37.022782]Total energy: 19499081.6605298
[2022-04-08 09:21:33.830339]Total energy: 19517275.404692616
[2022-04-08 09:23:17.149642]Total energy: 19459850.008943323
[2022-04-08 09:24:57.617971]Total energy: 19498115.1147177
[2022-04-08 09:26:31.385860]Total energy: 19498477.429727133
[2022-04-08 09:28:05.769918]Total energy: 19484422.61823832
[2022-04-08 09:29:40.900030]Total energy: 19601531.66078
[2022-04-08 09:31:12.453910]Total energy: 19509959.766118333
[2022-04-08 09:32:46.205437]Total energy: 19538167.3171671
[2022-04-08 09:34:17.135362]Total energy: 19517090.67405808
[2022-04-08 09:35:49.094947]Total energy: 19584047.301012237
